time	V(N003,N006)	V(N018,N020)	I(D12)
1.080648950603791e-004	-1.779358e+000	-1.125209e+001	-2.025074e-004
1.080649936821083e-004	-1.779289e+000	1.511871e+000	-4.273802e-004
1.080649953795235e-004	-1.779285e+000	1.778927e+000	-4.350478e-004
1.080649987743540e-004	-1.779282e+000	2.316154e+000	-4.532919e-004
1.080650055640150e-004	-1.779278e+000	3.429386e+000	-4.834750e-004
1.080650191433369e-004	-1.779266e+000	5.821014e+000	-5.299692e-004
1.080650463019808e-004	-1.779247e+000	1.112833e+001	-5.954725e-004
1.080651006192684e-004	-1.779243e+000	2.140037e+001	-3.860556e-004
1.080651281786516e-004	-1.779274e+000	2.490387e+001	1.050866e-004
1.080651286046938e-004	-1.779274e+000	2.492004e+001	7.661830e-005
1.080651294567783e-004	-1.779263e+000	2.491690e+001	4.543583e-006
1.080651311609474e-004	-1.779263e+000	2.491667e+001	-2.254322e-006
1.080651345692855e-004	-1.779259e+000	2.491692e+001	-2.740503e-007
1.080651413859616e-004	-1.779259e+000	2.491717e+001	-1.248829e-006
1.080651550193139e-004	-1.779251e+000	2.491777e+001	-8.817862e-007
1.080651822860186e-004	-1.779240e+000	2.491889e+001	-1.020963e-006
1.080652368194281e-004	-1.779213e+000	2.492107e+001	-9.211999e-007
1.080653458862470e-004	-1.779160e+000	2.492517e+001	-9.560018e-007
1.080654816083579e-004	-1.779095e+000	2.492987e+001	-9.445953e-007
1.080656515434482e-004	-1.779011e+000	2.493520e+001	-9.513428e-007
1.080658684893320e-004	-1.778908e+000	2.494123e+001	-9.471452e-007
1.080662114426728e-004	-1.778740e+000	2.494939e+001	-9.620317e-007
1.080668058778777e-004	-1.778458e+000	2.496077e+001	-9.743097e-007
1.080679947482875e-004	-1.777878e+000	2.497752e+001	-1.010584e-006
1.080703724891073e-004	-1.776718e+000	2.500121e+001	-1.072985e-006
1.080727333316110e-004	-1.775566e+000	2.501782e+001	-1.126890e-006
1.080757234897057e-004	-1.774090e+000	2.503307e+001	-1.181889e-006
1.080784748409426e-004	-1.772728e+000	2.504391e+001	-1.221794e-006
1.080822569752156e-004	-1.770840e+000	2.505565e+001	-1.263648e-006
1.080866380376389e-004	-1.768627e+000	2.506654e+001	-1.299748e-006
1.080933008244286e-004	-1.765217e+000	2.507961e+001	-1.337087e-006
1.081028767042516e-004	-1.760239e+000	2.509472e+001	-1.371785e-006
1.081128767042516e-004	-1.754940e+000	2.510789e+001	-1.393875e-006
1.081228767042515e-004	-1.749527e+000	2.511956e+001	-1.406644e-006
1.081328767042515e-004	-1.744011e+000	2.513054e+001	-1.413775e-006
1.081428767042514e-004	-1.738377e+000	2.514144e+001	-1.417363e-006
1.081528767042513e-004	-1.732639e+000	2.515268e+001	-1.418505e-006
1.081628767042513e-004	-1.726791e+000	2.516456e+001	-1.417905e-006
1.081728767042512e-004	-1.720833e+000	2.517731e+001	-1.415981e-006
1.081828767042512e-004	-1.714767e+000	2.519119e+001	-1.413017e-006
1.081928767042511e-004	-1.708599e+000	2.520636e+001	-1.409325e-006
1.082028767042510e-004	-1.702316e+000	2.522299e+001	-1.405059e-006
1.082128767042510e-004	-1.695934e+000	2.524123e+001	-1.400231e-006
1.082228767042509e-004	-1.689445e+000	2.526125e+001	-1.394941e-006
1.082328767042509e-004	-1.682850e+000	2.528315e+001	-1.389310e-006
1.082428767042508e-004	-1.676151e+000	2.530710e+001	-1.383345e-006
1.082528767042507e-004	-1.669346e+000	2.533320e+001	-1.377060e-006
1.082628767042507e-004	-1.662441e+000	2.536158e+001	-1.370511e-006
1.082728767042506e-004	-1.655434e+000	2.539236e+001	-1.363742e-006
1.082828767042506e-004	-1.648323e+000	2.542566e+001	-1.356740e-006
1.082928767042505e-004	-1.641113e+000	2.546157e+001	-1.349511e-006
1.083028767042504e-004	-1.633804e+000	2.550022e+001	-1.342110e-006
1.083128767042504e-004	-1.626392e+000	2.554171e+001	-1.334563e-006
1.083228767042503e-004	-1.618885e+000	2.558615e+001	-1.326897e-006
1.083328767042503e-004	-1.611279e+000	2.563363e+001	-1.319153e-006
1.083428767042502e-004	-1.603569e+000	2.568427e+001	-1.311333e-006
1.083528767042501e-004	-1.595764e+000	2.573815e+001	-1.303459e-006
1.083628767042501e-004	-1.587868e+000	2.579537e+001	-1.295526e-006
1.083828767042500e-004	-1.571785e+000	2.592026e+001	-1.279254e-006
1.084028767042498e-004	-1.555336e+000	2.605965e+001	-1.262417e-006
1.084128767042498e-004	-1.546967e+000	2.613502e+001	-1.253845e-006
1.084228767042497e-004	-1.538513e+000	2.621429e+001	-1.245138e-006
1.084328767042497e-004	-1.529961e+000	2.629756e+001	-1.236300e-006
1.084428767042496e-004	-1.521324e+000	2.638489e+001	-1.227348e-006
1.084528767042496e-004	-1.512596e+000	2.647638e+001	-1.218275e-006
1.084628767042495e-004	-1.503784e+000	2.657212e+001	-1.209108e-006
1.084728767042494e-004	-1.494888e+000	2.667218e+001	-1.199832e-006
1.084828767042494e-004	-1.485901e+000	2.677664e+001	-1.190416e-006
1.084928767042493e-004	-1.476822e+000	2.688559e+001	-1.180882e-006
1.085028767042493e-004	-1.467667e+000	2.699910e+001	-1.171243e-006
1.085128767042492e-004	-1.458420e+000	2.711725e+001	-1.161472e-006
1.085228767042491e-004	-1.449104e+000	2.724011e+001	-1.151576e-006
1.085328767042491e-004	-1.439705e+000	2.736776e+001	-1.141565e-006
1.085428767042490e-004	-1.430214e+000	2.750027e+001	-1.131409e-006
1.085528767042490e-004	-1.420647e+000	2.763770e+001	-1.121203e-006
1.085628767042489e-004	-1.411003e+000	2.778014e+001	-1.110947e-006
1.085728767042488e-004	-1.401291e+000	2.792764e+001	-1.100505e-006
1.085828767042488e-004	-1.391487e+000	2.808028e+001	-1.089969e-006
1.085928767042487e-004	-1.381615e+000	2.823811e+001	-1.079396e-006
1.086028767042487e-004	-1.371674e+000	2.840121e+001	-1.068680e-006
1.086128767042486e-004	-1.361649e+000	2.856963e+001	-1.057822e-006
1.086328767042485e-004	-1.341377e+000	2.892268e+001	-1.035801e-006
1.086428767042484e-004	-1.331146e+000	2.910743e+001	-1.024714e-006
1.086528767042484e-004	-1.320839e+000	2.929773e+001	-1.013537e-006
1.086628767042483e-004	-1.310455e+000	2.949364e+001	-1.002218e-006
1.086728767042482e-004	-1.300011e+000	2.969523e+001	-9.908117e-007
1.086828767042482e-004	-1.289505e+000	2.990252e+001	-9.793469e-007
1.086928767042481e-004	-1.278931e+000	3.011559e+001	-9.677958e-007
1.087028767042481e-004	-1.268288e+000	3.033446e+001	-9.560893e-007
1.087128767042480e-004	-1.257591e+000	3.055919e+001	-9.443249e-007
1.087228767042479e-004	-1.246819e+000	3.078983e+001	-9.325695e-007
1.087328767042479e-004	-1.235992e+000	3.102641e+001	-9.207445e-007
1.087428767042478e-004	-1.225113e+000	3.126897e+001	-9.088285e-007
1.087628767042477e-004	-1.203156e+000	3.177225e+001	-8.845127e-007
1.087828767042476e-004	-1.180977e+000	3.229994e+001	-8.599450e-007
1.087928767042475e-004	-1.169815e+000	3.257303e+001	-8.476031e-007
1.088028767042475e-004	-1.158592e+000	3.285233e+001	-8.351517e-007
1.088128767042474e-004	-1.147308e+000	3.313786e+001	-8.226525e-007
1.088228767042474e-004	-1.135979e+000	3.342965e+001	-8.100471e-007
1.088328767042473e-004	-1.124596e+000	3.372772e+001	-7.973131e-007
1.088428767042472e-004	-1.113174e+000	3.403212e+001	-7.845665e-007
1.088528767042472e-004	-1.101707e+000	3.434284e+001	-7.717147e-007
1.088728767042471e-004	-1.078621e+000	3.498341e+001	-7.457670e-007
1.088828767042470e-004	-1.067009e+000	3.531327e+001	-7.327060e-007
1.089028767042469e-004	-1.043671e+000	3.599224e+001	-7.065553e-007
1.089128767042468e-004	-1.031937e+000	3.634138e+001	-6.933201e-007
1.089228767042468e-004	-1.020164e+000	3.669698e+001	-6.800519e-007
1.089328767042467e-004	-1.008354e+000	3.705904e+001	-6.667276e-007
1.089428767042466e-004	-9.965134e-001	3.742754e+001	-6.533078e-007
1.089528767042466e-004	-9.846344e-001	3.780254e+001	-6.398313e-007
1.089728767042465e-004	-9.607697e-001	3.857194e+001	-6.128071e-007
1.089828767042464e-004	-9.487915e-001	3.896635e+001	-5.991419e-007
1.089928767042463e-004	-9.367752e-001	3.936724e+001	-5.854931e-007
1.090028767042463e-004	-9.247360e-001	3.977460e+001	-5.717625e-007
1.090128767042462e-004	-9.126740e-001	4.018843e+001	-5.579113e-007
1.090228767042462e-004	-9.005737e-001	4.060870e+001	-5.440413e-007
1.090328767042461e-004	-8.884659e-001	4.103544e+001	-5.300960e-007
1.090428767042460e-004	-8.763123e-001	4.146859e+001	-5.160907e-007
1.090528767042460e-004	-8.641510e-001	4.190819e+001	-5.021191e-007
1.090628767042459e-004	-8.519592e-001	4.235419e+001	-4.881101e-007
1.090728767042459e-004	-8.397522e-001	4.280658e+001	-4.740371e-007
1.090828767042458e-004	-8.275299e-001	4.326535e+001	-4.599390e-007
1.090928767042458e-004	-8.152847e-001	4.373048e+001	-4.458350e-007
1.091028767042457e-004	-8.030243e-001	4.420193e+001	-4.316271e-007
1.091128767042456e-004	-7.907486e-001	4.467969e+001	-4.172443e-007
1.091228767042456e-004	-7.784653e-001	4.516373e+001	-4.028743e-007
1.091328767042455e-004	-7.661514e-001	4.565404e+001	-3.885846e-007
1.091628767042453e-004	-7.291794e-001	4.716216e+001	-3.451908e-007
1.091728767042453e-004	-7.168427e-001	4.767715e+001	-3.307030e-007
1.091828767042452e-004	-7.045059e-001	4.819823e+001	-3.162124e-007
1.091928767042452e-004	-6.921539e-001	4.872539e+001	-3.016810e-007
1.092028767042451e-004	-6.797943e-001	4.925852e+001	-2.870793e-007
1.092128767042450e-004	-6.674500e-001	4.979763e+001	-2.724978e-007
1.092228767042450e-004	-6.550827e-001	5.034266e+001	-2.579270e-007
1.092428767042449e-004	-6.303711e-001	5.145030e+001	-2.284858e-007
1.092528767042448e-004	-6.180267e-001	5.201280e+001	-2.136917e-007
1.092628767042447e-004	-6.056747e-001	5.258103e+001	-1.989442e-007
1.093028767042445e-004	-5.563660e-001	5.491015e+001	-1.398034e-007
1.093128767042444e-004	-5.440598e-001	5.550618e+001	-1.249673e-007
1.093228767042444e-004	-5.317612e-001	5.610757e+001	-1.100320e-007
1.093328767042443e-004	-5.194855e-001	5.671429e+001	-2.795933e-005
1.093428767042443e-004	-5.072250e-001	5.732555e+001	-4.703433e-003
1.093485361335462e-004	-5.002899e-001	5.767339e+001	-9.943938e-003
1.093515743287165e-004	-4.965591e-001	5.786084e+001	-9.832898e-003
1.093538185626688e-004	-4.938126e-001	5.799968e+001	-8.693347e-003
1.093559627983118e-004	-4.911957e-001	5.813264e+001	-8.305816e-003
1.093582814366563e-004	-4.883652e-001	5.827665e+001	-7.707733e-003
1.093597582492102e-004	-4.865570e-001	5.836852e+001	-7.427777e-003
1.093609391037769e-004	-4.851074e-001	5.844206e+001	-7.214998e-003
1.093618852246556e-004	-4.839554e-001	5.850105e+001	-7.065607e-003
1.093628689544034e-004	-4.827499e-001	5.856242e+001	-6.917762e-003
1.093638013890340e-004	-4.816132e-001	5.862065e+001	-6.788414e-003
1.093648681441499e-004	-4.803085e-001	5.868732e+001	-6.648701e-003
1.093661867123778e-004	-4.786911e-001	5.876981e+001	-6.489552e-003
1.093678813301378e-004	-4.766235e-001	5.887597e+001	-6.302405e-003
1.093703516740264e-004	-4.736099e-001	5.903102e+001	-6.060254e-003
1.093739757678685e-004	-4.691849e-001	5.925908e+001	-5.755502e-003
1.093794423371603e-004	-4.625244e-001	5.960452e+001	-5.381517e-003
1.093885621797533e-004	-4.514160e-001	6.018396e+001	-4.898540e-003
1.093985621797532e-004	-4.392548e-001	6.082354e+001	-4.498295e-003
1.094085621797531e-004	-4.271240e-001	6.146783e+001	-4.190725e-003
1.094185621797531e-004	-4.150162e-001	6.211681e+001	-3.945425e-003
1.094285621797530e-004	-4.029312e-001	6.277043e+001	-3.744004e-003
1.094385621797530e-004	-3.908768e-001	6.342858e+001	-3.574587e-003
1.094485621797529e-004	-3.788528e-001	6.409120e+001	-3.429610e-003
1.094585621797528e-004	-3.668518e-001	6.475819e+001	-3.303581e-003
1.094685621797528e-004	-3.548813e-001	6.542947e+001	-3.192749e-003
1.094785621797527e-004	-3.429565e-001	6.610492e+001	-3.094181e-003
1.094885621797527e-004	-3.310547e-001	6.678447e+001	-3.005801e-003
1.094985621797526e-004	-3.191833e-001	6.746803e+001	-2.925875e-003
1.095085621797525e-004	-3.073502e-001	6.815550e+001	-2.853139e-003
1.095185621797525e-004	-2.955551e-001	6.884676e+001	-2.786500e-003
1.095285621797524e-004	-2.838135e-001	6.954175e+001	-2.725144e-003
1.095385621797524e-004	-2.720871e-001	7.024034e+001	-2.668347e-003
1.095485621797523e-004	-2.604218e-001	7.094245e+001	-2.615553e-003
1.095585621797522e-004	-2.487946e-001	7.164798e+001	-2.566253e-003
1.095685621797522e-004	-2.372055e-001	7.235680e+001	-2.520060e-003
1.095785621797521e-004	-2.256699e-001	7.306884e+001	-2.476618e-003
1.095885621797521e-004	-2.141647e-001	7.378397e+001	-2.435637e-003
1.096085621797519e-004	-1.913223e-001	7.522306e+001	-2.360045e-003
1.096285621797518e-004	-1.686783e-001	7.667322e+001	-2.291617e-003
1.096385621797518e-004	-1.574326e-001	7.740215e+001	-2.259673e-003
1.096485621797517e-004	-1.462402e-001	7.813350e+001	-2.229064e-003
1.096585621797516e-004	-1.351013e-001	7.886716e+001	-2.199672e-003
1.096785621797515e-004	-1.129990e-001	8.034094e+001	-2.144128e-003
1.096885621797515e-004	-1.020279e-001	8.108080e+001	-2.117800e-003
1.097085621797514e-004	-8.027649e-002	8.256585e+001	-2.067649e-003
1.097285621797512e-004	-5.877686e-002	8.405721e+001	-2.020414e-003
1.097485621797511e-004	-3.752136e-002	8.555383e+001	-1.975653e-003
1.097685621797510e-004	-1.654053e-002	8.705470e+001	-1.932999e-003
1.097785621797509e-004	-6.149292e-003	8.780640e+001	-1.912362e-003
1.097885621797509e-004	4.165649e-003	8.855876e+001	-1.892136e-003
1.097985621797508e-004	1.441956e-002	8.931165e+001	-1.872288e-003
1.098185621797507e-004	3.469086e-002	9.081845e+001	-1.833598e-003
1.098485621797505e-004	6.455231e-002	9.307918e+001	-1.777704e-003
1.098785621797503e-004	9.370422e-002	9.533717e+001	-1.723836e-003
1.099085621797502e-004	1.221466e-001	9.758853e+001	-1.671509e-003
1.099385621797500e-004	1.498337e-001	9.982936e+001	-1.620354e-003
1.099585621797499e-004	1.678619e-001	1.013154e+002	-1.586760e-003
1.099785621797497e-004	1.855316e-001	1.027937e+002	-1.553483e-003
1.099857050368926e-004	1.917553e-001	1.033197e+002	-1.541670e-003
1.099928478940354e-004	1.979317e-001	1.038444e+002	-1.529881e-003
1.099999907511782e-004	2.040608e-001	1.043678e+002	-1.518117e-003
1.100071336083210e-004	2.101425e-001	1.048898e+002	-1.506376e-003
1.100142764654638e-004	2.161769e-001	1.054105e+002	-1.494660e-003
1.100214193226066e-004	2.221639e-001	1.059299e+002	-1.482968e-003
1.100285621797495e-004	2.281036e-001	1.064480e+002	-1.471300e-003
1.100485621797493e-004	2.444763e-001	1.078898e+002	-1.438692e-003
1.100685621797492e-004	2.604599e-001	1.093183e+002	-1.406168e-003
1.100985621797490e-004	2.836990e-001	1.114335e+002	-1.357449e-003
1.101085621797490e-004	2.912369e-001	1.121306e+002	-1.341208e-003
1.101285621797489e-004	3.060226e-001	1.135118e+002	-1.308700e-003
1.101585621797487e-004	3.274155e-001	1.155488e+002	-1.259814e-003
1.101885621797485e-004	3.478584e-001	1.175402e+002	-1.210686e-003
1.101985621797484e-004	3.544587e-001	1.181935e+002	-1.194249e-003
1.102085621797484e-004	3.609484e-001	1.188407e+002	-1.177765e-003
1.102185621797483e-004	3.673276e-001	1.194817e+002	-1.161234e-003
1.102285621797483e-004	3.735963e-001	1.201167e+002	-1.144655e-003
1.102385621797482e-004	3.797544e-001	1.207455e+002	-1.128029e-003
1.102485621797481e-004	3.858019e-001	1.213682e+002	-1.111355e-003
1.102585621797481e-004	3.917389e-001	1.219847e+002	-1.094634e-003
1.102785621797480e-004	4.032707e-001	1.231968e+002	-1.061008e-003
1.102899907511765e-004	4.096579e-001	1.238775e+002	-1.041691e-003
1.103014193226050e-004	4.158932e-001	1.245481e+002	-1.022282e-003
1.103128478940335e-004	4.219764e-001	1.252088e+002	-1.002780e-003
1.103242764654620e-004	4.279077e-001	1.258594e+002	-9.831862e-004
1.103357050368905e-004	4.336871e-001	1.265001e+002	-9.634997e-004
1.103471336083190e-004	4.393145e-001	1.271307e+002	-9.437206e-004
1.103585621797475e-004	4.447899e-001	1.277512e+002	-9.238491e-004
1.103871336083187e-004	4.578170e-001	1.292623e+002	-8.737973e-004
1.104157050368900e-004	4.698405e-001	1.306925e+002	-8.229431e-004
1.104442764654613e-004	4.808606e-001	1.320418e+002	-7.712863e-004
1.104728478940325e-004	4.908772e-001	1.333101e+002	-7.188270e-004
1.105014193226038e-004	4.998903e-001	1.344974e+002	-6.655652e-004
1.105299907511750e-004	5.078998e-001	1.356039e+002	-6.115009e-004
1.105585621797463e-004	5.149059e-001	1.366294e+002	-5.566342e-004
1.105785621797462e-004	5.191860e-001	1.372853e+002	-5.175891e-004
1.106085621797460e-004	5.246515e-001	1.381803e+002	-4.581145e-004
1.106285621797459e-004	5.276604e-001	1.387160e+002	-4.178375e-004
1.106414193226030e-004	5.293260e-001	1.390348e+002	-3.916836e-004
1.106542764654600e-004	5.307801e-001	1.393317e+002	-3.652980e-004
1.106671336083171e-004	5.320224e-001	1.396066e+002	-3.386810e-004
1.106799907511742e-004	5.330530e-001	1.398595e+002	-3.118323e-004
1.106928478940312e-004	5.338720e-001	1.400904e+002	-2.847522e-004
1.107057050368883e-004	5.344793e-001	1.402993e+002	-2.574405e-004
1.107185621797454e-004	5.348749e-001	1.404863e+002	-2.298972e-004
1.107285621797453e-004	5.350358e-001	1.406161e+002	-2.083136e-004
1.107385621797452e-004	5.350685e-001	1.407304e+002	-1.865559e-004
1.107485621797452e-004	5.349729e-001	1.408292e+002	-1.646240e-004
1.107585621797451e-004	5.347491e-001	1.409125e+002	-1.425180e-004
1.107685621797451e-004	5.343970e-001	1.409803e+002	-1.202378e-004
1.107785621797450e-004	5.339166e-001	1.410326e+002	-9.778348e-005
1.107885621797449e-004	5.333080e-001	1.410694e+002	-7.515500e-005
1.107985621797449e-004	5.325713e-001	1.410840e+002	-5.220572e-005
1.108085621797448e-004	5.317068e-001	1.410638e+002	-2.875300e-005
1.108185621797448e-004	5.307417e-001	1.409911e+002	7.905452e-007
1.108198121797448e-004	5.306129e-001	1.409644e+002	-3.002617e-007
1.108201246797448e-004	5.305796e-001	1.409478e+002	-6.905059e-007
1.108207496797449e-004	5.305119e-001	1.408897e+002	1.110618e-006
1.108209059297448e-004	5.304942e-001	1.408627e+002	1.707223e-006
1.108209449922448e-004	5.304904e-001	1.408489e+002	2.029807e-006
1.108210231172448e-004	5.304818e-001	1.408078e+002	3.120530e-006
1.108210316150638e-004	5.304804e-001	1.408007e+002	3.423606e-006
1.108210486107017e-004	5.304785e-001	1.407651e+002	5.806426e-006
1.108210826019779e-004	5.304627e-001	1.388635e+002	1.294537e-004
1.108211123609911e-004	5.304275e-001	1.302505e+002	4.505047e-004
1.108211453971473e-004	5.303793e-001	1.087524e+002	8.994093e-004
1.108211793380118e-004	5.303349e-001	7.829044e+001	1.300712e-003
1.108211798678022e-004	5.303340e-001	7.791635e+001	1.306069e-003
1.108211809273832e-004	5.303330e-001	7.744546e+001	1.315756e-003
1.108211830465453e-004	5.303316e-001	7.650419e+001	1.334808e-003
1.108211872848691e-004	5.303268e-001	7.457236e+001	1.372001e-003
1.108211957615169e-004	5.303187e-001	7.052180e+001	1.442568e-003
1.108212127148127e-004	5.303044e-001	6.176087e+001	1.567204e-003
1.108212466214040e-004	5.302792e-001	4.296577e+001	1.780331e-003
1.108212530675577e-004	5.302753e-001	3.916927e+001	1.812982e-003
1.108212659598651e-004	5.302687e-001	3.126257e+001	1.865769e-003
1.108212691829419e-004	5.302677e-001	2.925757e+001	1.877318e-003
1.108212756290956e-004	5.302649e-001	2.526015e+001	1.897607e-003
1.108212772406340e-004	5.302644e-001	2.460767e+001	1.902375e-003
1.108212804637107e-004	5.302634e-001	2.428379e+001	1.911572e-003
1.108212833253108e-004	5.302620e-001	2.427932e+001	1.919766e-003
1.108212864086476e-004	5.302601e-001	2.427795e+001	1.928593e-003
1.108212925753213e-004	5.302572e-001	2.427439e+001	1.946246e-003
1.108213021513160e-004	5.302534e-001	2.427230e+001	1.973658e-003
1.108213174942961e-004	5.302486e-001	2.426833e+001	2.017575e-003
1.108213455925085e-004	5.302372e-001	2.426202e+001	2.097991e-003
1.108213937788603e-004	5.302181e-001	2.425077e+001	2.235868e-003
1.108214901515640e-004	5.301800e-001	2.422866e+001	2.511493e-003
1.108216828969711e-004	5.301037e-001	2.418036e+001	3.062306e-003
1.108219178227233e-004	5.300112e-001	2.411608e+001	3.732645e-003
1.108223168095786e-004	5.298538e-001	2.398215e+001	4.867316e-003
1.108230131628295e-004	5.295792e-001	2.367264e+001	6.829316e-003
1.108244058693312e-004	5.290394e-001	2.277718e+001	1.065370e-002
1.108266625242504e-004	5.288019e-001	2.108695e+001	1.046383e-002
1.108276995319358e-004	5.293360e-001	2.058019e+001	3.915745e-003
1.108284793756114e-004	5.296249e-001	2.048338e+001	1.041553e-004
1.108287105367443e-004	5.295982e-001	2.048212e+001	1.011722e-004
1.108288071400147e-004	5.295868e-001	2.048159e+001	9.926470e-005
1.108288825790640e-004	5.295782e-001	2.048117e+001	9.850370e-005
1.108289564866573e-004	5.295696e-001	2.048077e+001	9.793320e-005
1.108291043018441e-004	5.295515e-001	2.047997e+001	9.582203e-005
1.108293999322176e-004	5.295172e-001	2.047843e+001	9.290787e-005
1.108299911929643e-004	5.294466e-001	2.047550e+001	8.737674e-005
1.108311737144578e-004	5.293036e-001	2.047022e+001	7.833331e-005
1.108335387574448e-004	5.290098e-001	2.046117e+001	6.611899e-005
1.108382688434189e-004	5.283966e-001	2.044697e+001	5.069709e-005
1.108477290153670e-004	5.270882e-001	2.042452e+001	3.629649e-005
1.108577290153670e-004	5.255947e-001	2.040476e+001	2.896410e-005
1.108677290153669e-004	5.239744e-001	2.038648e+001	2.674555e-005
1.108777290153669e-004	5.222273e-001	2.036817e+001	2.665905e-005
1.108877290153668e-004	5.203533e-001	2.034870e+001	2.820778e-005
1.108977290153667e-004	5.183525e-001	2.032742e+001	3.076677e-005
1.109077290153667e-004	5.162258e-001	2.030399e+001	3.436001e-005
1.109177290153666e-004	5.139694e-001	2.027810e+001	3.869348e-005
1.109277290153666e-004	5.115871e-001	2.024949e+001	4.349375e-005
1.109377290153665e-004	5.090790e-001	2.021796e+001	4.864993e-005
1.109577290153664e-004	5.036869e-001	2.014532e+001	5.991536e-005
1.109677290153663e-004	5.008011e-001	2.010389e+001	6.586721e-005
1.109777290153663e-004	4.977913e-001	2.005886e+001	7.200046e-005
1.109877290153662e-004	4.946556e-001	2.001007e+001	7.831768e-005
1.109977290153661e-004	4.913960e-001	1.995740e+001	8.480740e-005
1.110077290153661e-004	4.880104e-001	1.990070e+001	9.148222e-005
1.110277290153660e-004	4.808712e-001	1.977469e+001	1.053680e-004
1.110377290153659e-004	4.771118e-001	1.970513e+001	1.125805e-004
1.110477290153658e-004	4.732361e-001	1.963106e+001	1.199804e-004
1.110577290153658e-004	4.692383e-001	1.955233e+001	1.275559e-004
1.110677290153657e-004	4.651108e-001	1.946883e+001	1.353196e-004
1.110777290153657e-004	4.608650e-001	1.938047e+001	1.432603e-004
1.110877290153656e-004	4.565010e-001	1.928710e+001	1.513903e-004
1.110977290153655e-004	4.520111e-001	1.918864e+001	1.596958e-004
1.111077290153655e-004	4.474030e-001	1.908495e+001	1.681923e-004
1.111177290153654e-004	4.426765e-001	1.897592e+001	1.768636e-004
1.111277290153654e-004	4.378242e-001	1.886147e+001	1.857216e-004
1.111377290153653e-004	4.328575e-001	1.874149e+001	1.944153e-004
1.111477290153652e-004	4.277763e-001	1.861584e+001	2.037749e-004
1.111577290153652e-004	4.225693e-001	1.848445e+001	2.134239e-004
1.111677290153651e-004	4.172478e-001	1.834722e+001	2.229766e-004
1.111777290153651e-004	4.118080e-001	1.820402e+001	2.328129e-004
1.111877290153650e-004	4.062538e-001	1.805476e+001	2.423091e-004
1.111977290153650e-004	4.005814e-001	1.789935e+001	2.522397e-004
1.112077290153649e-004	3.947945e-001	1.773768e+001	2.631181e-004
1.112177290153648e-004	3.888931e-001	1.756967e+001	2.737852e-004
1.112277290153648e-004	3.828773e-001	1.739520e+001	2.843622e-004
1.112377290153647e-004	3.767471e-001	1.721420e+001	2.952563e-004
1.112477290153647e-004	3.705063e-001	1.702657e+001	3.063213e-004
1.112577290153646e-004	3.641510e-001	1.683222e+001	3.175699e-004
1.112677290153645e-004	3.576851e-001	1.663107e+001	3.289842e-004
1.112777290153645e-004	3.511086e-001	1.642300e+001	3.405895e-004
1.112877290153644e-004	3.444214e-001	1.620795e+001	3.523787e-004
1.113077290153643e-004	3.307228e-001	1.575652e+001	3.765117e-004
1.113177290153642e-004	3.237076e-001	1.551999e+001	3.888558e-004
1.113277290153642e-004	3.165512e-001	1.527795e+001	9.740787e-004
1.113278852653641e-004	3.164597e-001	1.527411e+001	7.903245e-004
1.113281977653642e-004	3.162727e-001	1.526637e+001	4.044697e-004
1.113286683879315e-004	3.159332e-001	1.525469e+001	4.039550e-004
1.113292129821665e-004	3.155441e-001	1.524117e+001	4.038121e-004
1.113297972665241e-004	3.151207e-001	1.522662e+001	4.040553e-004
1.113309658352395e-004	3.142776e-001	1.519742e+001	4.051013e-004
1.113333029726701e-004	3.125877e-001	1.513866e+001	4.078048e-004
1.113379772475311e-004	3.091888e-001	1.501958e+001	4.137196e-004
1.113473257972533e-004	3.023224e-001	1.477682e+001	4.258097e-004
1.113573257972532e-004	2.948837e-001	1.451070e+001	4.388989e-004
1.113673257972531e-004	2.873383e-001	1.423707e+001	4.521748e-004
1.113773257972531e-004	2.797012e-001	1.395573e+001	4.656439e-004
1.113873257972530e-004	2.719498e-001	1.366660e+001	4.793076e-004
1.113973257972530e-004	2.641068e-001	1.336961e+001	4.931627e-004
1.114073257972529e-004	2.561569e-001	1.306470e+001	5.072117e-004
1.114173257972528e-004	2.481003e-001	1.275180e+001	5.214566e-004
1.114273257972528e-004	2.399597e-001	1.243086e+001	5.358991e-004
1.114473257972527e-004	2.233582e-001	1.176451e+001	5.653869e-004
1.114573257972526e-004	2.149200e-001	1.141901e+001	5.804315e-004
1.114673257972525e-004	2.063980e-001	1.106699e+001	5.956625e-004
1.114685757972525e-004	2.053223e-001	1.102234e+001	5.975664e-004
1.114710757972525e-004	2.031708e-001	1.093210e+001	6.014021e-004
1.114760757972525e-004	1.988373e-001	1.074969e+001	6.091779e-004
1.114860757972524e-004	1.901093e-001	1.037909e+001	6.248321e-004
1.114960757972524e-004	1.812973e-001	1.000104e+001	6.406785e-004
1.115160757972522e-004	1.633987e-001	9.219315e+000	6.730130e-004
1.115360757972521e-004	1.451416e-001	8.403076e+000	7.062164e-004
1.115660757972520e-004	1.170883e-001	7.113144e+000	7.577023e-004
1.115760757972519e-004	1.075592e-001	6.665497e+000	7.753260e-004
1.115960757972518e-004	8.825684e-002	5.743500e+000	8.112846e-004
1.116160757972517e-004	6.861877e-002	4.785614e+000	8.482251e-004
1.116260757972516e-004	5.868530e-002	4.293121e+000	8.670735e-004
1.116360757972515e-004	4.866791e-002	3.791565e+000	8.861771e-004
