time	V(N003,N006)	-I(Ls1)
8.251200711617232e-005	-7.157468e+001	-4.432524e+000
8.251431299501131e-005	-7.157345e+001	-4.452493e+000
8.251644512481345e-005	-7.157232e+001	-4.470957e+000
8.251869105956283e-005	-7.157114e+001	-4.490402e+000
8.252203802274014e-005	-7.156940e+001	-4.519374e+000
8.252477016460510e-005	-7.156800e+001	-4.543020e+000
8.252752283423315e-005	-7.156659e+001	-4.566838e+000
8.253003537607114e-005	-7.156532e+001	-4.588575e+000
8.253250224334952e-005	-7.156410e+001	-4.609911e+000
8.253559909222668e-005	-7.156257e+001	-4.636689e+000
8.253924839227438e-005	-7.156080e+001	-4.668236e+000
8.254241650133332e-005	-7.155928e+001	-4.695615e+000
8.254526232522519e-005	-7.155793e+001	-4.720201e+000
8.254813519097972e-005	-7.155658e+001	-4.745014e+000
8.255076474161642e-005	-7.155537e+001	-4.767719e+000
8.255383334363994e-005	-7.155397e+001	-4.794204e+000
8.255927667933120e-005	-7.155154e+001	-4.841165e+000
8.256428485845088e-005	-7.154935e+001	-4.884347e+000
8.256900156133613e-005	-7.154733e+001	-4.924993e+000
8.257314626914617e-005	-7.154558e+001	-4.960689e+000
8.257686701065164e-005	-7.154405e+001	-4.992716e+000
8.258063276830744e-005	-7.154253e+001	-5.025113e+000
8.258414794818899e-005	-7.154114e+001	-5.055338e+000
8.258817577621257e-005	-7.153957e+001	-5.089949e+000
8.259369340318876e-005	-7.153749e+001	-5.137325e+000
8.260058826521535e-005	-7.153496e+001	-5.196469e+000
8.260741921797929e-005	-7.153255e+001	-5.255000e+000
8.261433947485898e-005	-7.153020e+001	-5.314223e+000
8.262096381882059e-005	-7.152803e+001	-5.370842e+000
8.262724407758957e-005	-7.152606e+001	-5.424453e+000
8.263315746208735e-005	-7.152428e+001	-5.474868e+000
8.263874799372610e-005	-7.152266e+001	-5.522472e+000
8.264411853017482e-005	-7.152116e+001	-5.568147e+000
8.264945691722017e-005	-7.151973e+001	-5.613492e+000
8.265508565163645e-005	-7.151829e+001	-5.661238e+000
8.266160104077503e-005	-7.151670e+001	-5.716414e+000
8.267072105794270e-005	-7.151467e+001	-5.793450e+000
8.268896109227806e-005	-7.151111e+001	-5.946907e+000
8.271246576997703e-005	-7.150748e+001	-6.143414e+000
8.274418159066876e-005	-7.150449e+001	-6.405782e+000
8.279297965943706e-005	-7.150406e+001	-6.802254e+000
8.286539147265865e-005	-7.151204e+001	-7.372220e+000
8.296539147265871e-005	-7.153764e+001	-8.121046e+000
8.306539147265877e-005	-7.157918e+001	-8.817058e+000
8.316539147265882e-005	-7.163648e+001	-9.446458e+000
8.326539147265888e-005	-7.170776e+001	-9.998600e+000
8.336539147265894e-005	-7.179098e+001	-1.046338e+001
8.346539147265899e-005	-7.188383e+001	-1.083138e+001
8.356539147265905e-005	-7.198377e+001	-1.109407e+001
8.366539147265911e-005	-7.208806e+001	-1.124393e+001
8.376539147265916e-005	-7.219380e+001	-1.127460e+001
8.386539147265922e-005	-7.229791e+001	-1.118101e+001
8.396539147265928e-005	-7.239722e+001	-1.095952e+001
8.406539147265933e-005	-7.248846e+001	-1.060800e+001
8.416539147265939e-005	-7.257155e+001	-1.015383e+001
8.417789147265931e-005	-7.258097e+001	-1.008719e+001
8.420289147265938e-005	-7.259858e+001	-9.942285e+000
8.420821625318474e-005	-7.260222e+001	-9.910541e+000
8.421886581423546e-005	-7.260925e+001	-9.844943e+000
8.424016493633712e-005	-7.262258e+001	-9.708408e+000
8.428276318054023e-005	-7.264612e+001	-9.413763e+000
8.436795966894665e-005	-7.268256e+001	-8.758454e+000
8.446795966894670e-005	-7.270713e+001	-7.890374e+000
8.456795966894676e-005	-7.270782e+001	-6.911238e+000
8.466795966894682e-005	-7.268061e+001	-5.824400e+000
8.476795966894687e-005	-7.262200e+001	-4.639435e+000
8.486795966894693e-005	-7.252747e+001	-3.367454e+000
8.496795966894699e-005	-7.238577e+001	-2.021019e+000
8.506795966894704e-005	-3.425094e+001	-6.677772e-001
8.512153927503442e-005	3.143649e+001	-3.235066e-002
8.515324171223088e-005	7.180670e+001	2.662403e-001
8.515371556858131e-005	7.200931e+001	2.700714e-001
8.515466328128237e-005	7.200866e+001	2.774568e-001
8.515655870668429e-005	7.200775e+001	2.922392e-001
8.515951753916042e-005	7.200663e+001	3.153463e-001
8.516463770657568e-005	7.200418e+001	3.554087e-001
8.517024266346969e-005	7.200083e+001	3.993883e-001
8.517991291028351e-005	7.199378e+001	4.755728e-001
8.519334768391476e-005	7.198228e+001	5.820343e-001
8.521499574671806e-005	7.196122e+001	7.551499e-001
8.525261232011612e-005	7.192167e+001	1.060202e+000
8.531800861431567e-005	7.185209e+001	1.600982e+000
8.541800861431572e-005	7.175195e+001	2.445490e+000
8.551800861431578e-005	7.166477e+001	3.304848e+000
8.561800861431584e-005	7.159105e+001	4.172657e+000
8.563050861431576e-005	7.158332e+001	4.281428e+000
8.565550861431583e-005	7.157020e+001	4.498788e+000
8.570550861431575e-005	7.154852e+001	4.930990e+000
8.580550861431581e-005	7.151886e+001	5.783958e+000
8.590550861431586e-005	7.150648e+001	6.615398e+000
8.600550861431592e-005	7.151341e+001	7.412945e+000
8.610550861431598e-005	7.153878e+001	8.165233e+000
8.620550861431603e-005	7.158140e+001	8.860953e+000
8.630550861431609e-005	7.163974e+001	9.489017e+000
8.640550861431615e-005	7.171203e+001	1.003873e+001
8.650550861431620e-005	7.179616e+001	1.049993e+001
8.660550861431626e-005	7.188982e+001	1.086322e+001
8.670550861431632e-005	7.199044e+001	1.112006e+001
8.680550861431637e-005	7.209524e+001	1.126296e+001
8.690550861431643e-005	7.220130e+001	1.128561e+001
8.700550861431649e-005	7.230552e+001	1.118304e+001
8.710550861431654e-005	7.240468e+001	1.095168e+001
8.720550861431660e-005	7.249553e+001	1.058953e+001
8.730550861431666e-005	7.257800e+001	1.012422e+001
8.731800861431658e-005	7.258739e+001	1.005676e+001
8.732113361431667e-005	7.258962e+001	1.003865e+001
8.732738361431664e-005	7.259399e+001	1.000195e+001
8.733988361431656e-005	7.260256e+001	9.926954e+000
8.737712861575913e-005	7.262651e+001	9.691441e+000
8.741467347022042e-005	7.264853e+001	9.438404e+000
8.742405968383579e-005	7.265366e+001	9.372519e+000
8.744283211106632e-005	7.266302e+001	9.234717e+000
8.748037696552761e-005	7.267907e+001	8.943119e+000
8.755475706267611e-005	7.270133e+001	8.313285e+000
8.765475706267616e-005	7.271235e+001	7.375021e+000
8.775475706267622e-005	7.269830e+001	6.332628e+000
8.785475706267628e-005	7.265439e+001	5.187238e+000
8.795475706267633e-005	7.257668e+001	3.949370e+000
8.805475706267639e-005	7.245841e+001	2.631038e+000
8.815475706267645e-005	7.228481e+001	1.249704e+000
8.822074090911397e-005	2.821863e+001	3.535913e-001
8.826297982924007e-005	-7.189053e+001	-1.575524e-001
8.826305671935653e-005	-7.202151e+001	-1.582774e-001
8.826321049958921e-005	-7.202161e+001	-1.594679e-001
8.826351806005481e-005	-7.202184e+001	-1.618478e-001
8.826413318098578e-005	-7.202228e+001	-1.666076e-001
8.826488964007190e-005	-7.202277e+001	-1.724634e-001
8.826614831189752e-005	-7.202345e+001	-1.822114e-001
8.826744665469798e-005	-7.202400e+001	-1.922733e-001
8.826914701076660e-005	-7.202453e+001	-2.054607e-001
8.827102095825727e-005	-7.202488e+001	-2.200067e-001
8.827296808970229e-005	-7.202501e+001	-2.351359e-001
8.827531462788979e-005	-7.202485e+001	-2.533914e-001
8.827943004269148e-005	-7.202399e+001	-2.854614e-001
8.828437444248624e-005	-7.202227e+001	-3.240668e-001
8.828890564582868e-005	-7.202008e+001	-3.595286e-001
8.829448621726029e-005	-7.201674e+001	-4.033115e-001
8.830005165933645e-005	-7.201290e+001	-4.470901e-001
8.830636308507483e-005	-7.200800e+001	-4.968823e-001
8.831381745419268e-005	-7.200166e+001	-5.558841e-001
8.832274186983428e-005	-7.199347e+001	-6.268029e-001
8.833514005046812e-005	-7.198131e+001	-7.258403e-001
8.835353509751122e-005	-7.196223e+001	-8.737971e-001
8.837875152488905e-005	-7.193507e+001	-1.078526e+000
8.841618640466798e-005	-7.189424e+001	-1.386217e+000
8.846962197942660e-005	-7.183756e+001	-1.832348e+000
8.855399358354129e-005	-7.175512e+001	-2.548715e+000
8.865399358354135e-005	-7.167084e+001	-3.409489e+000
8.875399358354141e-005	-7.159973e+001	-4.276756e+000
8.876649358354133e-005	-7.159230e+001	-4.385342e+000
8.879149358354140e-005	-7.157976e+001	-4.602146e+000
8.884149358354132e-005	-7.155923e+001	-5.032864e+000
8.894149358354138e-005	-7.153183e+001	-5.881736e+000
8.904149358354143e-005	-7.152165e+001	-6.707643e+000
8.914149358354149e-005	-7.153063e+001	-7.498024e+000
8.924149358354155e-005	-7.155786e+001	-8.241550e+000
8.934149358354160e-005	-7.160210e+001	-8.926973e+000
8.944149358354166e-005	-7.166181e+001	-9.543290e+000
8.954149358354172e-005	-7.173515e+001	-1.007991e+001
8.964149358354177e-005	-7.182000e+001	-1.052683e+001
8.974149358354183e-005	-7.191400e+001	-1.087479e+001
8.984149358354189e-005	-7.201457e+001	-1.111544e+001
8.994149358354194e-005	-7.211891e+001	-1.124149e+001
9.004149358354200e-005	-7.222408e+001	-1.124684e+001
9.014149358354206e-005	-7.232696e+001	-1.112674e+001
9.024149358354211e-005	-7.242436e+001	-1.087788e+001
9.034149358354217e-005	-7.251300e+001	-1.049849e+001
9.044149358354223e-005	-7.259293e+001	-1.001628e+001
9.045399358354215e-005	-7.260198e+001	-9.946753e+000
9.045711858354224e-005	-7.260410e+001	-9.928133e+000
9.046336858354221e-005	-7.260830e+001	-9.890413e+000
9.047586858354213e-005	-7.261645e+001	-9.813125e+000
9.050086858354220e-005	-7.263192e+001	-9.652206e+000
9.053604162587311e-005	-7.265137e+001	-9.409812e+000
9.060638771053470e-005	-7.268221e+001	-8.874422e+000
9.070638771053476e-005	-7.270927e+001	-8.020720e+000
9.080638771053482e-005	-7.271369e+001	-7.059467e+000
9.090638771053487e-005	-7.269076e+001	-5.989154e+000
9.100638771053493e-005	-7.263699e+001	-4.819160e+000
9.110638771053499e-005	-7.254812e+001	-3.560417e+000
9.120638771053504e-005	-7.241500e+001	-2.225321e+000
9.130638771053510e-005	-7.219323e+001	-8.324977e-001
9.136204680315488e-005	-2.956378e+001	-7.487153e-002
9.140075593076866e-005	7.191471e+001	3.934222e-001
9.140082537435128e-005	7.204356e+001	3.940776e-001
9.140096426151650e-005	7.204324e+001	3.951536e-001
9.140124203584673e-005	7.204296e+001	3.973042e-001
9.140179758450741e-005	7.204258e+001	4.016050e-001
9.140244322306955e-005	7.204215e+001	4.066051e-001
9.140365158742778e-005	7.204132e+001	4.159665e-001
9.140476504579213e-005	7.204055e+001	4.245978e-001
9.140651230543531e-005	7.203928e+001	4.381516e-001
9.140824153873657e-005	7.203799e+001	4.515754e-001
9.141008070885225e-005	7.203657e+001	4.658670e-001
9.141322729089318e-005	7.203405e+001	4.903467e-001
9.141663843267303e-005	7.203121e+001	5.169209e-001
9.142007309051676e-005	7.202824e+001	5.437211e-001
9.142396847658515e-005	7.202475e+001	5.741675e-001
9.142805028394580e-005	7.202097e+001	6.061304e-001
9.143309198950621e-005	7.201615e+001	6.456977e-001
9.144003570270461e-005	7.200928e+001	7.003525e-001
9.145078641422722e-005	7.199825e+001	7.853145e-001
9.146559111583119e-005	7.198256e+001	9.029477e-001
9.148488860484983e-005	7.196158e+001	1.057341e+000
9.150908819552123e-005	7.193491e+001	1.252582e+000
9.153944981645391e-005	7.190155e+001	1.499954e+000
9.157807285688300e-005	7.186007e+001	1.818148e+000
9.162687785414249e-005	7.181028e+001	2.225172e+000
9.169453370853117e-005	7.174760e+001	2.796424e+000
9.178942333801601e-005	7.167235e+001	3.605159e+000
9.188942333801606e-005	7.160987e+001	4.459665e+000
9.198942333801612e-005	7.156648e+001	5.307720e+000
9.208942333801618e-005	7.154265e+001	6.138876e+000
9.218942333801623e-005	7.153789e+001	6.942810e+000
9.228438180617976e-005	7.155087e+001	7.669994e+000
9.238438180617981e-005	7.158196e+001	8.386833e+000
9.248438180617987e-005	7.162919e+001	9.043885e+000
9.258438180617993e-005	7.169117e+001	9.629902e+000
9.268438180617998e-005	7.176601e+001	1.013463e+001
9.278438180618004e-005	7.185156e+001	1.054844e+001
9.288438180618010e-005	7.194543e+001	1.086244e+001
9.298438180618015e-005	7.204502e+001	1.106869e+001
9.308438180618021e-005	7.214754e+001	1.116031e+001
9.318438180618027e-005	7.225002e+001	1.113163e+001
9.328438180618032e-005	7.234938e+001	1.097829e+001
9.338438180618038e-005	7.244245e+001	1.069741e+001
9.348438180618044e-005	7.252597e+001	1.028761e+001
9.358438180618049e-005	7.260018e+001	9.776478e+000
9.359688180618042e-005	7.260838e+001	9.702878e+000
9.362188180618049e-005	7.262294e+001	9.540846e+000
9.367188180618041e-005	7.264890e+001	9.195085e+000
9.372696962728399e-005	7.267118e+001	8.775196e+000
9.382696962728404e-005	7.269494e+001	7.921783e+000
9.392696962728410e-005	7.269698e+001	6.966959e+000
9.402696962728416e-005	7.267181e+001	5.904551e+000
9.412696962728421e-005	7.261600e+001	4.743793e+000
9.422696962728427e-005	7.252526e+001	3.495444e+000
9.432696962728433e-005	7.239021e+001	2.171710e+000
9.442696962728438e-005	7.213149e+001	7.910165e-001
9.448249012263227e-005	2.908305e+001	4.183583e-002
9.452019643625860e-005	-7.189264e+001	-4.097301e-001
9.452026460998438e-005	-7.202243e+001	-4.103646e-001
9.452040095743594e-005	-7.202224e+001	-4.114031e-001
9.452067365233884e-005	-7.202194e+001	-4.134788e-001
9.452121904214485e-005	-7.202155e+001	-4.176295e-001
9.452184675543636e-005	-7.202110e+001	-4.224086e-001
9.452289081681733e-005	-7.202034e+001	-4.303599e-001
9.452396137755786e-005	-7.201955e+001	-4.385176e-001
9.452540716967692e-005	-7.201844e+001	-4.495413e-001
9.452686513938282e-005	-7.201731e+001	-4.606650e-001
9.452857820512720e-005	-7.201594e+001	-4.737461e-001
9.453087077156597e-005	-7.201406e+001	-4.912681e-001
9.453314236475947e-005	-7.201215e+001	-5.086475e-001
9.453553722626800e-005	-7.201008e+001	-5.269917e-001
9.453860708570215e-005	-7.200734e+001	-5.505421e-001
9.454403306853642e-005	-7.200233e+001	-5.922495e-001
9.455021910512694e-005	-7.199641e+001	-6.399118e-001
9.455627813909702e-005	-7.199042e+001	-6.867256e-001
9.456332895066573e-005	-7.198324e+001	-7.413615e-001
9.457035388364438e-005	-7.197593e+001	-7.959611e-001
9.457785922847135e-005	-7.196796e+001	-8.544809e-001
9.458601507436300e-005	-7.195916e+001	-9.182823e-001
9.459463744647921e-005	-7.194975e+001	-9.859714e-001
9.460464825281523e-005	-7.193871e+001	-1.064861e+000
9.461595887890026e-005	-7.192617e+001	-1.154377e+000
9.462998291588881e-005	-7.191057e+001	-1.265921e+000
9.464760883656906e-005	-7.189102e+001	-1.406956e+000
9.467150884085698e-005	-7.186483e+001	-1.599663e+000
9.470757548138463e-005	-7.182657e+001	-1.893536e+000
9.477194375841214e-005	-7.176313e+001	-2.425025e+000
9.487194375841219e-005	-7.167652e+001	-3.261190e+000
9.497194375841225e-005	-7.160598e+001	-4.103591e+000
9.507194375841231e-005	-7.155423e+001	-4.944327e+000
9.517194375841236e-005	-7.152181e+001	-5.773200e+000
9.527194375841242e-005	-7.150865e+001	-6.579621e+000
9.537194375841248e-005	-7.151423e+001	-7.352746e+000
9.547194375841253e-005	-7.153768e+001	-8.081614e+000
9.557194375841259e-005	-7.157785e+001	-8.755308e+000
9.567194375841265e-005	-7.163324e+001	-9.363108e+000
9.577194375841270e-005	-7.170211e+001	-9.894649e+000
9.587194375841276e-005	-7.178243e+001	-1.034009e+001
9.597194375841282e-005	-7.187193e+001	-1.069028e+001
9.607194375841287e-005	-7.196811e+001	-1.093690e+001
9.617194375841293e-005	-7.206829e+001	-1.107263e+001
9.627194375841299e-005	-7.216959e+001	-1.109128e+001
9.637194375841304e-005	-7.226900e+001	-1.098792e+001
9.647194375841310e-005	-7.236342e+001	-1.075900e+001
9.657194375841316e-005	-7.244962e+001	-1.040247e+001
9.667194375841321e-005	-7.252758e+001	-9.945215e+000
9.668444375841314e-005	-7.253636e+001	-9.878369e+000
9.670944375841321e-005	-7.255266e+001	-9.733189e+000
9.671569375841317e-005	-7.255660e+001	-9.695818e+000
9.672819375841310e-005	-7.256417e+001	-9.618593e+000
9.674837463516123e-005	-7.257588e+001	-9.490203e+000
9.676988101361733e-005	-7.258745e+001	-9.346826e+000
9.681289377052975e-005	-7.260709e+001	-9.037381e+000
9.689891928435436e-005	-7.263520e+001	-8.353350e+000
9.699891928435442e-005	-7.264904e+001	-7.462011e+000
9.709891928435448e-005	-7.263833e+001	-6.463234e+000
9.719891928435453e-005	-7.259901e+001	-5.361016e+000
9.729891928435459e-005	-7.252738e+001	-4.165151e+000
9.739891928435464e-005	-7.241785e+001	-2.886925e+000
9.749891928435470e-005	-7.224500e+001	-1.539066e+000
9.759891928435476e-005	-7.199704e+001	-1.457089e-001
9.759959533039227e-005	-7.199357e+001	-1.361116e-001
9.760094742246729e-005	-7.198252e+001	-1.167477e-001
9.760365160661711e-005	-7.162993e+001	-7.803763e-002
9.760905997491698e-005	-2.285484e+001	-3.801059e-003
9.761173976235559e-005	7.176087e+001	2.831989e-002
9.761174466938740e-005	7.189048e+001	2.836469e-002
9.761175448345125e-005	7.189048e+001	2.843782e-002
9.761177411157871e-005	7.189061e+001	2.858501e-002
9.761181336783386e-005	7.189109e+001	2.888232e-002
9.761189188034394e-005	7.189203e+001	2.947968e-002
9.761204890536431e-005	7.189383e+001	3.066369e-002
9.761217162033617e-005	7.189517e+001	3.157074e-002
9.761232043161046e-005	7.189670e+001	3.266228e-002
9.761247714049396e-005	7.189828e+001	3.383077e-002
9.761261807197182e-005	7.189968e+001	3.489538e-002
9.761278630336743e-005	7.190125e+001	3.615361e-002
9.761292107574103e-005	7.190245e+001	3.714511e-002
9.761310083544164e-005	7.190398e+001	3.847261e-002
9.761325499514422e-005	7.190527e+001	3.962907e-002
9.761343706057076e-005	7.190673e+001	4.099154e-002
9.761361338354977e-005	7.190807e+001	4.229001e-002
9.761380016011772e-005	7.190943e+001	4.366751e-002
9.761398284320773e-005	7.191073e+001	4.503521e-002
9.761417611781759e-005	7.191205e+001	4.648025e-002
9.761435516425065e-005	7.191321e+001	4.780202e-002
9.761455028979419e-005	7.191444e+001	4.924886e-002
9.761472601940778e-005	7.191552e+001	5.057031e-002
9.761492128418522e-005	7.191668e+001	5.203308e-002
9.761509020861348e-005	7.191763e+001	5.328223e-002
9.761528529355235e-005	7.191869e+001	5.473107e-002
9.761545043562099e-005	7.191958e+001	5.597207e-002
9.761564507173377e-005	7.192058e+001	5.742614e-002
9.761581202013246e-005	7.192141e+001	5.865711e-002
9.761600756149833e-005	7.192234e+001	6.010572e-002
9.761617269969528e-005	7.192312e+001	6.134370e-002
9.761636957746544e-005	7.192402e+001	6.281240e-002
9.761653490594747e-005	7.192474e+001	6.403255e-002
9.761673278107521e-005	7.192558e+001	6.550257e-002
9.761690094190140e-005	7.192628e+001	6.676697e-002
9.761710058662056e-005	7.192709e+001	6.826068e-002
9.761727057152020e-005	7.192775e+001	6.951996e-002
9.761746960023059e-005	7.192851e+001	7.100399e-002
9.761763439992835e-005	7.192913e+001	7.224429e-002
9.761783704047592e-005	7.192986e+001	7.375808e-002
9.761800369908319e-005	7.193044e+001	7.499062e-002
9.761820876292714e-005	7.193113e+001	7.651678e-002
9.761837511032437e-005	7.193168e+001	7.776452e-002
9.761858110837957e-005	7.193235e+001	7.929777e-002
9.761875086426643e-005	7.193287e+001	8.055231e-002
9.761895856783909e-005	7.193350e+001	8.210113e-002
9.761913654503696e-005	7.193404e+001	8.343797e-002
9.761934573105551e-005	7.193464e+001	8.499730e-002
9.761953163472579e-005	7.193516e+001	8.637802e-002
9.761974144127596e-005	7.193573e+001	8.795151e-002
9.761994663894840e-005	7.193628e+001	8.949362e-002
9.762016314110228e-005	7.193684e+001	9.110567e-002
9.762042660123489e-005	7.193748e+001	9.306762e-002
9.762067281374664e-005	7.193808e+001	9.491178e-002
9.762090786955783e-005	7.193863e+001	9.666228e-002
9.762111292425197e-005	7.193909e+001	9.818318e-002
9.762134891925047e-005	7.193960e+001	9.994819e-002
9.762158333469781e-005	7.194011e+001	1.017045e-001
9.762182336568530e-005	7.194060e+001	1.034924e-001
9.762207710277459e-005	7.194110e+001	1.053904e-001
9.762229950798103e-005	7.194154e+001	1.070629e-001
9.762254385136120e-005	7.194200e+001	1.088883e-001
9.762277288172640e-005	7.194241e+001	1.105949e-001
9.762301615554698e-005	7.194284e+001	1.124178e-001
9.762329274597896e-005	7.194331e+001	1.144843e-001
9.762353583293425e-005	7.194371e+001	1.162919e-001
9.762379310104753e-005	7.194411e+001	1.182167e-001
9.762403984053488e-005	7.194449e+001	1.200666e-001
9.762429747893595e-005	7.194488e+001	1.219897e-001
9.762457337907224e-005	7.194527e+001	1.240573e-001
9.762481651571023e-005	7.194561e+001	1.258858e-001
9.762507946036608e-005	7.194597e+001	1.278517e-001
9.762536098323121e-005	7.194633e+001	1.299552e-001
9.762564096320683e-005	7.194668e+001	1.320546e-001
9.762590921612822e-005	7.194700e+001	1.340568e-001
9.762615968788376e-005	7.194729e+001	1.359248e-001
9.762643158932219e-005	7.194759e+001	1.379651e-001
9.762673511690481e-005	7.194792e+001	1.402403e-001
9.762700415225046e-005	7.194820e+001	1.422541e-001
9.762728151774128e-005	7.194848e+001	1.443396e-001
9.762760263726353e-005	7.194878e+001	1.467495e-001
9.762792246641693e-005	7.194907e+001	1.491407e-001
9.762821211295350e-005	7.194932e+001	1.513119e-001
9.762854546155461e-005	7.194960e+001	1.538079e-001
9.762883937505166e-005	7.194983e+001	1.560054e-001
9.762914194628904e-005	7.195006e+001	1.582797e-001
9.762939687529100e-005	7.195025e+001	1.601959e-001
9.762968921008973e-005	7.195045e+001	1.623869e-001
9.762996084645222e-005	7.195064e+001	1.644304e-001
9.763023984591204e-005	7.195082e+001	1.665275e-001
9.763053225429925e-005	7.195099e+001	1.687147e-001
9.763083563115913e-005	7.195117e+001	1.709896e-001
9.763112469054645e-005	7.195133e+001	1.731596e-001
9.763142745037061e-005	7.195148e+001	1.754275e-001
9.763175650015499e-005	7.195164e+001	1.779023e-001
9.763201581394266e-005	7.195177e+001	1.798562e-001
9.763230191136728e-005	7.195189e+001	1.820047e-001
9.763265067264386e-005	7.195204e+001	1.846273e-001
9.763295016141553e-005	7.195216e+001	1.868791e-001
9.763327057330830e-005	7.195227e+001	1.892800e-001
9.763365272295183e-005	7.195240e+001	1.921496e-001
9.763398827981255e-005	7.195250e+001	1.946736e-001
9.763434844769939e-005	7.195260e+001	1.973805e-001
9.763466198970728e-005	7.195268e+001	1.997447e-001
9.763499011497317e-005	7.195276e+001	2.022178e-001
9.763534060413669e-005	7.195284e+001	2.048508e-001
9.763567725267321e-005	7.195290e+001	2.073829e-001
9.763608956710472e-005	7.195296e+001	2.104823e-001
9.763646994767226e-005	7.195302e+001	2.133416e-001
9.763680107819197e-005	7.195305e+001	2.158405e-001
9.763708600441239e-005	7.195308e+001	2.179888e-001
9.763739262412573e-005	7.195311e+001	2.202982e-001
9.763770843095542e-005	7.195313e+001	2.226816e-001
9.763807892422148e-005	7.195314e+001	2.254703e-001
9.763847132162012e-005	7.195315e+001	2.284210e-001
9.763883612582845e-005	7.195315e+001	2.311706e-001
9.763925555718311e-005	7.195314e+001	2.343310e-001
9.763957996952928e-005	7.195313e+001	2.367804e-001
9.763993687112089e-005	7.195311e+001	2.394791e-001
9.764029666253565e-005	7.195308e+001	2.421912e-001
9.764063825809174e-005	7.195305e+001	2.447666e-001
9.764098603184642e-005	7.195301e+001	2.473890e-001
9.764134092269880e-005	7.195297e+001	2.500618e-001
9.764175491848654e-005	7.195291e+001	2.531898e-001
9.764203939404336e-005	7.195287e+001	2.553411e-001
9.764236927495523e-005	7.195281e+001	2.578324e-001
9.764273334796005e-005	7.195275e+001	2.605864e-001
9.764306702745315e-005	7.195268e+001	2.631062e-001
9.764342404589271e-005	7.195261e+001	2.657968e-001
9.764380135164771e-005	7.195252e+001	2.686467e-001
9.764418665180862e-005	7.195243e+001	2.715575e-001
9.764450252581049e-005	7.195235e+001	2.739461e-001
9.764480258096548e-005	7.195227e+001	2.762217e-001
9.764512214349946e-005	7.195218e+001	2.786399e-001
9.764542046526237e-005	7.195210e+001	2.808940e-001
9.764579008995954e-005	7.195199e+001	2.836899e-001
9.764615384134576e-005	7.195187e+001	2.864369e-001
9.764655613669643e-005	7.195174e+001	2.894781e-001
9.764688810353609e-005	7.195163e+001	2.919946e-001
9.764720133988050e-005	7.195152e+001	2.943672e-001
9.764753642888370e-005	7.195140e+001	2.969071e-001
9.764788486056847e-005	7.195128e+001	2.995491e-001
9.764824815789689e-005	7.195113e+001	3.022960e-001
9.764863808915973e-005	7.195098e+001	3.052458e-001
9.764906659287900e-005	7.195081e+001	3.084916e-001
9.764948292707095e-005	7.195064e+001	3.116460e-001
9.764979285605034e-005	7.195051e+001	3.140004e-001
9.765014311553127e-005	7.195036e+001	3.166600e-001
9.765052082292202e-005	7.195019e+001	3.195220e-001
9.765090994334888e-005	7.195001e+001	3.224719e-001
9.765132937860819e-005	7.194982e+001	3.256489e-001
9.765177139117449e-005	7.194961e+001	3.290005e-001
9.765208746213513e-005	7.194946e+001	3.314032e-001
9.765241184333498e-005	7.194929e+001	3.338673e-001
9.765275285065654e-005	7.194913e+001	3.364581e-001
9.765311971067633e-005	7.194894e+001	3.392456e-001
9.765350178078387e-005	7.194874e+001	3.421417e-001
9.765389800634470e-005	7.194853e+001	3.451477e-001
9.765434953512781e-005	7.194829e+001	3.485780e-001
9.765469754734754e-005	7.194810e+001	3.512230e-001
9.765503598111380e-005	7.194791e+001	3.538007e-001
9.765538890546392e-005	7.194771e+001	3.564863e-001
9.765574658679812e-005	7.194751e+001	3.592027e-001
9.765615514425508e-005	7.194727e+001	3.623073e-001
9.765657611587701e-005	7.194703e+001	3.655046e-001
9.765695120501731e-005	7.194681e+001	3.683571e-001
9.765723857444830e-005	7.194663e+001	3.705480e-001
9.765760497082682e-005	7.194641e+001	3.733390e-001
9.765797060762153e-005	7.194619e+001	3.761235e-001
9.765837813471693e-005	7.194594e+001	3.792261e-001
9.765879906305729e-005	7.194567e+001	3.824253e-001
9.765921208160027e-005	7.194541e+001	3.855688e-001
9.765950731163101e-005	7.194522e+001	3.878186e-001
9.765980984700363e-005	7.194503e+001	3.901239e-001
9.766019485317836e-005	7.194478e+001	3.930627e-001
9.766058644670290e-005	7.194452e+001	3.960495e-001
9.766096218157385e-005	7.194427e+001	3.989101e-001
9.766138144395712e-005	7.194399e+001	4.021039e-001
9.766182160397797e-005	7.194369e+001	4.054564e-001
9.766214852489365e-005	7.194346e+001	4.079499e-001
9.766242482120457e-005	7.194327e+001	4.100625e-001
9.766278392423985e-005	7.194303e+001	4.128055e-001
9.766323629420903e-005	7.194271e+001	4.162579e-001
9.766369928250322e-005	7.194238e+001	4.197900e-001
9.766413372355666e-005	7.194207e+001	4.231017e-001
9.766461939562867e-005	7.194172e+001	4.268106e-001
9.766490093464971e-005	7.194151e+001	4.289629e-001
9.766525397913875e-005	7.194126e+001	4.316614e-001
9.766562780285271e-005	7.194098e+001	4.345218e-001
9.766597418103145e-005	7.194073e+001	4.371681e-001
9.766632849427664e-005	7.194046e+001	4.398711e-001
9.766674054719317e-005	7.194015e+001	4.430188e-001
9.766720306485254e-005	7.193980e+001	4.465534e-001
9.766753844428835e-005	7.193955e+001	4.491204e-001
9.766789480295727e-005	7.193927e+001	4.518519e-001
