time	V(N003,N006)	-I(Ls1)
4.334232169154193e-005	7.234474e+001	1.100598e+001
4.344232169154198e-005	7.243751e+001	1.066725e+001
4.354232169154204e-005	7.252235e+001	1.022433e+001
4.355482169154197e-005	7.253202e+001	1.015894e+001
4.357982169154204e-005	7.255012e+001	1.001623e+001
4.358607169154200e-005	7.255451e+001	9.979440e+000
4.359857169154192e-005	7.256296e+001	9.903083e+000
4.362357169154199e-005	7.257887e+001	9.742892e+000
4.367357169154191e-005	7.260634e+001	9.392365e+000
4.377357169154197e-005	7.264722e+001	8.604641e+000
4.387357169154203e-005	7.266819e+001	7.710279e+000
4.397357169154208e-005	7.266367e+001	6.699875e+000
4.407357169154214e-005	7.263029e+001	5.581878e+000
4.417357169154220e-005	7.256433e+001	4.366381e+000
4.427357169154225e-005	7.246071e+001	3.065038e+000
4.437357169154231e-005	7.230005e+001	1.690985e+000
4.447357169154237e-005	2.519402e+001	3.235712e-001
4.452708281796141e-005	-7.186292e+001	-3.326771e-001
4.452718322514549e-005	-7.199781e+001	-3.336385e-001
4.452738403951388e-005	-7.199761e+001	-3.352247e-001
4.452778566825045e-005	-7.199722e+001	-3.383965e-001
4.452858892572357e-005	-7.199682e+001	-3.447418e-001
4.452991808449078e-005	-7.199615e+001	-3.552465e-001
4.453134526766558e-005	-7.199538e+001	-3.665337e-001
4.453348947521538e-005	-7.199415e+001	-3.835064e-001
4.453566285350739e-005	-7.199281e+001	-4.007277e-001
4.453843550632306e-005	-7.199096e+001	-4.227282e-001
4.454300604753180e-005	-7.198764e+001	-4.590670e-001
4.455020607991049e-005	-7.198193e+001	-5.164589e-001
4.455741846046569e-005	-7.197571e+001	-5.741411e-001
4.456714683440674e-005	-7.196669e+001	-6.522541e-001
4.457775168162305e-005	-7.195628e+001	-7.377878e-001
4.459053581673338e-005	-7.194315e+001	-8.414369e-001
4.460552022822863e-005	-7.192725e+001	-9.636415e-001
4.462343306362655e-005	-7.190783e+001	-1.110716e+000
4.464507145381580e-005	-7.188413e+001	-1.289755e+000
4.467200607204190e-005	-7.185476e+001	-1.514585e+000
4.470552854778402e-005	-7.181895e+001	-1.797227e+000
4.474936758571877e-005	-7.177412e+001	-2.170989e+000
4.480652945761717e-005	-7.172018e+001	-2.664047e+000
4.488557381301158e-005	-7.165506e+001	-3.352782e+000
4.498557381301164e-005	-7.158837e+001	-4.228415e+000
4.508557381301169e-005	-7.153592e+001	-5.103635e+000
4.509807381301162e-005	-7.153088e+001	-5.212496e+000
4.512307381301169e-005	-7.152316e+001	-5.428706e+000
4.517307381301161e-005	-7.151214e+001	-5.856155e+000
4.526588103051098e-005	-7.150400e+001	-6.631872e+000
4.536588103051104e-005	-7.151182e+001	-7.436436e+000
4.546588103051109e-005	-7.153790e+001	-8.195908e+000
4.556588103051115e-005	-7.158139e+001	-8.898344e+000
4.566588103051121e-005	-7.164077e+001	-9.532547e+000
4.576588103051126e-005	-7.171422e+001	-1.008772e+001
4.586588103051132e-005	-7.179964e+001	-1.055364e+001
4.596588103051138e-005	-7.189470e+001	-1.092081e+001
4.606588103051143e-005	-7.199679e+001	-1.118066e+001
4.616588103051149e-005	-7.210312e+001	-1.132566e+001
4.626588103051155e-005	-7.221074e+001	-1.134947e+001
4.636588103051160e-005	-7.231654e+001	-1.124711e+001
4.646588103051166e-005	-7.241727e+001	-1.101503e+001
4.656588103051172e-005	-7.250965e+001	-1.065124e+001
4.666588103051177e-005	-7.259362e+001	-1.018359e+001
4.668150603051179e-005	-7.260546e+001	-1.009758e+001
4.668775603051175e-005	-7.260993e+001	-1.006069e+001
4.670025603051168e-005	-7.261867e+001	-9.985294e+000
4.671850592573995e-005	-7.263100e+001	-9.871832e+000
4.673847691264300e-005	-7.264371e+001	-9.741794e+000
4.677841888644889e-005	-7.266754e+001	-9.470082e+000
4.678840437990031e-005	-7.267307e+001	-9.399168e+000
4.680837536680336e-005	-7.268308e+001	-9.250481e+000
4.684831734060924e-005	-7.270004e+001	-8.934865e+000
4.692820128822102e-005	-7.272311e+001	-8.245334e+000
4.702820128822107e-005	-7.273225e+001	-7.288442e+000
4.712820128822113e-005	-7.271546e+001	-6.226247e+000
4.722820128822119e-005	-7.266819e+001	-5.061851e+000
4.732820128822124e-005	-7.258637e+001	-3.806060e+000
4.742820128822130e-005	-7.246236e+001	-2.471171e+000
4.752820128822136e-005	-7.227530e+001	-1.075218e+000
4.759035454884376e-005	-2.870815e+001	-2.239931e-001
4.763134111069808e-005	7.192997e+001	2.761148e-001
4.763141535070133e-005	7.206027e+001	2.768225e-001
4.763156383070762e-005	7.206011e+001	2.779869e-001
4.763186079072019e-005	7.205993e+001	2.803144e-001
4.763245471074533e-005	7.205977e+001	2.849694e-001
4.763316852889445e-005	7.205957e+001	2.905662e-001
4.763440281256668e-005	7.205918e+001	3.002479e-001
4.763563177068858e-005	7.205875e+001	3.098940e-001
4.763745754583141e-005	7.205801e+001	3.242351e-001
4.763936244224064e-005	7.205716e+001	3.392101e-001
4.764131756047701e-005	7.205618e+001	3.545952e-001
4.764389555639271e-005	7.205472e+001	3.749092e-001
4.764882297184797e-005	7.205162e+001	4.138003e-001
4.765331210492495e-005	7.204848e+001	4.493034e-001
4.765847964162103e-005	7.204451e+001	4.902675e-001
4.766401929458871e-005	7.203992e+001	5.342878e-001
4.766986674419591e-005	7.203478e+001	5.808761e-001
4.767651612826748e-005	7.202861e+001	6.340061e-001
4.768419142842095e-005	7.202117e+001	6.955330e-001
4.769363555968010e-005	7.201164e+001	7.715369e-001
4.770642845164461e-005	7.199826e+001	8.750145e-001
4.772527655580688e-005	7.197798e+001	1.028494e+000
4.775118504684109e-005	7.194966e+001	1.241359e+000
4.778903079437238e-005	7.190851e+001	1.555930e+000
4.784309815639891e-005	7.185241e+001	2.012096e+000
4.793739699044731e-005	7.176394e+001	2.819980e+000
4.803739699044737e-005	7.168484e+001	3.686418e+000
4.813739699044742e-005	7.162417e+001	4.555704e+000
4.823739699044748e-005	7.157891e+001	5.421757e+000
4.824989699044741e-005	7.157477e+001	5.529144e+000
4.827489699044747e-005	7.156882e+001	5.741905e+000
4.832489699044739e-005	7.156141e+001	6.161357e+000
4.842157808489993e-005	7.155984e+001	6.950903e+000
4.852157808489998e-005	7.157459e+001	7.732247e+000
4.862157808490004e-005	7.160720e+001	8.464025e+000
4.872157808490010e-005	7.165652e+001	9.134828e+000
4.882157808490015e-005	7.172090e+001	9.733804e+000
4.892157808490021e-005	7.179844e+001	1.025056e+001
4.902157808490027e-005	7.188698e+001	1.067533e+001
4.912157808490032e-005	7.198408e+001	1.099910e+001
4.922157808490038e-005	7.208712e+001	1.121384e+001
4.932157808490044e-005	7.219327e+001	1.131258e+001
4.942157808490049e-005	7.229954e+001	1.128956e+001
4.952157808490055e-005	7.240280e+001	1.114041e+001
4.962157808490061e-005	7.249986e+001	1.086217e+001
4.972157808490066e-005	7.258740e+001	1.045346e+001
4.982157808490072e-005	7.266565e+001	9.942202e+000
4.983407808490064e-005	7.267435e+001	9.868468e+000
4.985907808490071e-005	7.268991e+001	9.705992e+000
4.990907808490063e-005	7.271768e+001	9.357853e+000
4.997202913914044e-005	7.274510e+001	8.873006e+000
5.007202913914050e-005	7.277134e+001	8.008348e+000
5.017202913914056e-005	7.277515e+001	7.039091e+000
5.027202913914061e-005	7.275135e+001	5.961555e+000
5.037202913914067e-005	7.269650e+001	4.785170e+000
5.047202913914073e-005	7.260632e+001	3.520902e+000
5.057202913914078e-005	7.247128e+001	2.181159e+000
5.067202913914084e-005	7.040788e+001	7.869568e-001
5.072731151163938e-005	2.599031e+001	3.700917e-002
5.076416277616041e-005	-7.197522e+001	-4.052135e-001
5.076423170139940e-005	-7.210436e+001	-4.058605e-001
5.076436955187762e-005	-7.210411e+001	-4.069302e-001
5.076464525283404e-005	-7.210382e+001	-4.090684e-001
5.076519665474688e-005	-7.210344e+001	-4.133442e-001
5.076584330274722e-005	-7.210299e+001	-4.183604e-001
5.076691436680801e-005	-7.210223e+001	-4.266716e-001
5.076800667279608e-005	-7.210145e+001	-4.351524e-001
5.076954841072416e-005	-7.210030e+001	-4.471300e-001
5.077108645646701e-005	-7.209913e+001	-4.590869e-001
5.077281077579300e-005	-7.209778e+001	-4.725038e-001
5.077553482791858e-005	-7.209558e+001	-4.937205e-001
5.077819756843277e-005	-7.209336e+001	-5.144831e-001
5.078089232439195e-005	-7.209104e+001	-5.355225e-001
5.078412477957980e-005	-7.208817e+001	-5.607958e-001
5.078805912685268e-005	-7.208456e+001	-5.916158e-001
5.079527513080764e-005	-7.207767e+001	-6.482853e-001
5.080359247675676e-005	-7.206944e+001	-7.138043e-001
5.081219217497354e-005	-7.206062e+001	-7.817998e-001
5.082276272456890e-005	-7.204948e+001	-8.657115e-001
5.083327539214281e-005	-7.203816e+001	-9.495205e-001
5.084543708618224e-005	-7.202487e+001	-1.046919e+000
5.085816195686218e-005	-7.201083e+001	-1.149313e+000
5.087245749845750e-005	-7.199498e+001	-1.264929e+000
5.088797030903028e-005	-7.197781e+001	-1.391058e+000
5.090566100024755e-005	-7.195835e+001	-1.535709e+000
5.092540175737331e-005	-7.193690e+001	-1.698098e+000
5.094867158983072e-005	-7.191212e+001	-1.890750e+000
5.097556197039338e-005	-7.188430e+001	-2.114906e+000
5.100848361320586e-005	-7.185164e+001	-2.391324e+000
5.104825366542259e-005	-7.181453e+001	-2.727703e+000
5.109906934455222e-005	-7.177117e+001	-3.160477e+000
5.116464705785351e-005	-7.172275e+001	-3.721669e+000
5.126118914470894e-005	-7.166176e+001	-4.549271e+000
5.127368914470886e-005	-7.165510e+001	-4.656280e+000
5.129868914470893e-005	-7.164402e+001	-4.869552e+000
5.134868914470885e-005	-7.162579e+001	-5.293173e+000
5.142557688587969e-005	-7.160728e+001	-5.934793e+000
5.152557688587974e-005	-7.159902e+001	-6.746865e+000
5.162557688587980e-005	-7.160850e+001	-7.524667e+000
5.172557688587986e-005	-7.163596e+001	-8.256016e+000
5.182557688587991e-005	-7.168015e+001	-8.929973e+000
5.192557688587997e-005	-7.173956e+001	-9.535831e+000
5.202557688588003e-005	-7.181235e+001	-1.006328e+001
5.212557688588008e-005	-7.189647e+001	-1.050255e+001
5.222557688588014e-005	-7.198957e+001	-1.084460e+001
5.232557688588020e-005	-7.208913e+001	-1.108125e+001
5.242557688588025e-005	-7.219240e+001	-1.120534e+001
5.252557688588031e-005	-7.229648e+001	-1.121087e+001
5.262557688588037e-005	-7.239833e+001	-1.109311e+001
5.272557688588042e-005	-7.249478e+001	-1.084875e+001
5.282557688588048e-005	-7.258264e+001	-1.047596e+001
5.292557688588054e-005	-7.266191e+001	-1.000194e+001
5.293807688588046e-005	-7.267082e+001	-9.932959e+000
5.296307688588053e-005	-7.268735e+001	-9.783483e+000
5.296932688588049e-005	-7.269134e+001	-9.745036e+000
5.298182688588042e-005	-7.269897e+001	-9.665465e+000
5.303528123012805e-005	-7.272839e+001	-9.302444e+000
5.309218991862317e-005	-7.275220e+001	-8.869020e+000
5.319218991862323e-005	-7.277839e+001	-8.022233e+000
5.329218991862329e-005	-7.278292e+001	-7.073201e+000
5.339218991862334e-005	-7.276045e+001	-6.016147e+000
5.349218991862340e-005	-7.270752e+001	-4.860142e+000
5.359218991862346e-005	-7.261990e+001	-3.615787e+000
5.369218991862351e-005	-7.248933e+001	-2.295121e+000
5.379218991862357e-005	-7.231657e+001	-9.217913e-001
5.382968991862356e-005	-7.220134e+001	-3.887683e-001
5.385086288629175e-005	-2.639424e+001	-9.834647e-002
5.386306266188645e-005	7.191377e+001	4.849290e-002
5.386308565035153e-005	7.204941e+001	4.870537e-002
5.386313162728169e-005	7.204960e+001	4.905210e-002
5.386322358114223e-005	7.204995e+001	4.974613e-002
5.386340748886310e-005	7.205105e+001	5.113030e-002
5.386367765761592e-005	7.205260e+001	5.315827e-002
5.386396958352081e-005	7.205421e+001	5.535229e-002
5.386435223389769e-005	7.205619e+001	5.823010e-002
5.386475813869206e-005	7.205814e+001	6.127954e-002
5.386531888985566e-005	7.206062e+001	6.549454e-002
5.386594125351778e-005	7.206315e+001	7.017504e-002
5.386653398660392e-005	7.206534e+001	7.463477e-002
5.386717788819178e-005	7.206751e+001	7.948156e-002
5.386775424902303e-005	7.206928e+001	8.381884e-002
5.386844178316809e-005	7.207120e+001	8.899549e-002
5.386918011023056e-005	7.207309e+001	9.455751e-002
5.386984669682204e-005	7.207463e+001	9.958132e-002
5.387059399706304e-005	7.207620e+001	1.052144e-001
5.387124278910960e-005	7.207745e+001	1.101054e-001
5.387192835230631e-005	7.207865e+001	1.152778e-001
5.387250719913507e-005	7.207959e+001	1.196462e-001
5.387314685037438e-005	7.208054e+001	1.244748e-001
5.387373343680789e-005	7.208134e+001	1.289032e-001
5.387445835898226e-005	7.208225e+001	1.343775e-001
5.387503653780977e-005	7.208292e+001	1.387473e-001
5.387570254837266e-005	7.208362e+001	1.437813e-001
5.387638031977243e-005	7.208427e+001	1.489054e-001
5.387711778710919e-005	7.208491e+001	1.544823e-001
5.387789601393224e-005	7.208551e+001	1.603712e-001
5.387856558147189e-005	7.208598e+001	1.654402e-001
5.387925499716830e-005	7.208641e+001	1.706594e-001
5.387995057180308e-005	7.208679e+001	1.759275e-001
5.388067833108799e-005	7.208714e+001	1.814416e-001
5.388131326213149e-005	7.208741e+001	1.862555e-001
5.388201179602932e-005	7.208767e+001	1.915519e-001
5.388260107868433e-005	7.208786e+001	1.960203e-001
5.388327295487573e-005	7.208804e+001	2.011183e-001
5.388386042786786e-005	7.208818e+001	2.055774e-001
5.388455630535023e-005	7.208830e+001	2.108618e-001
5.388520260705856e-005	7.208839e+001	2.157696e-001
5.388599883040688e-005	7.208847e+001	2.218181e-001
5.388676111957921e-005	7.208850e+001	2.276128e-001
5.388747604764105e-005	7.208851e+001	2.330490e-001
5.388825824826000e-005	7.208849e+001	2.389985e-001
5.388909555770552e-005	7.208843e+001	2.453690e-001
5.388995796089735e-005	7.208833e+001	2.519353e-001
5.389074094014411e-005	7.208821e+001	2.578984e-001
5.389144559949342e-005	7.208809e+001	2.632661e-001
5.389224066745520e-005	7.208792e+001	2.693254e-001
5.389293506628638e-005	7.208775e+001	2.746202e-001
5.389374244012322e-005	7.208754e+001	2.807793e-001
5.389446034606733e-005	7.208733e+001	2.862559e-001
5.389526313202375e-005	7.208707e+001	2.923834e-001
5.389591379509448e-005	7.208684e+001	2.973524e-001
5.389668178378340e-005	7.208656e+001	3.032191e-001
5.389743174158477e-005	7.208626e+001	3.089494e-001
5.389827122202089e-005	7.208592e+001	3.153658e-001
5.389898410612312e-005	7.208561e+001	3.208185e-001
5.389978326792279e-005	7.208525e+001	3.269325e-001
5.390048919725384e-005	7.208491e+001	3.323344e-001
5.390129639540092e-005	7.208451e+001	3.385137e-001
5.390200055777191e-005	7.208415e+001	3.439074e-001
5.390284937256597e-005	7.208370e+001	3.504116e-001
5.390358193419625e-005	7.208329e+001	3.560253e-001
5.390438952672730e-005	7.208284e+001	3.622176e-001
5.390504714300731e-005	7.208246e+001	3.672622e-001
5.390585667997927e-005	7.208197e+001	3.734746e-001
5.390657569490369e-005	7.208153e+001	3.789931e-001
5.390744428546970e-005	7.208099e+001	3.856623e-001
5.390812915944472e-005	7.208056e+001	3.909243e-001
5.390892291697079e-005	7.208004e+001	3.970241e-001
5.390961106684859e-005	7.207958e+001	4.023137e-001
5.391045760378180e-005	7.207901e+001	4.088230e-001
5.391114991811310e-005	7.207853e+001	4.141499e-001
5.391200322930499e-005	7.207793e+001	4.207174e-001
5.391270981913981e-005	7.207743e+001	4.261565e-001
5.391352517207146e-005	7.207684e+001	4.324360e-001
5.391421879152956e-005	7.207633e+001	4.377805e-001
5.391504952562587e-005	7.207571e+001	4.441840e-001
5.391575421042336e-005	7.207517e+001	4.496163e-001
5.391662041334981e-005	7.207451e+001	4.562972e-001
5.391728253597411e-005	7.207400e+001	4.614068e-001
5.391808574093434e-005	7.207337e+001	4.676065e-001
5.391883206098871e-005	7.207277e+001	4.733686e-001
5.391968119015348e-005	7.207209e+001	4.799268e-001
5.392035532756473e-005	7.207155e+001	4.851370e-001
5.392119414222591e-005	7.207086e+001	4.916210e-001
5.392186292516813e-005	7.207031e+001	4.967918e-001
5.392269904758748e-005	7.206961e+001	5.032594e-001
5.392343488883934e-005	7.206899e+001	5.089542e-001
5.392427160894379e-005	7.206828e+001	5.154319e-001
5.392497134634440e-005	7.206768e+001	5.208496e-001
5.392582260585607e-005	7.206694e+001	5.274442e-001
5.392648666440402e-005	7.206636e+001	5.325910e-001
5.392730587863606e-005	7.206564e+001	5.389419e-001
5.392805754177990e-005	7.206498e+001	5.447704e-001
5.392892472621570e-005	7.206421e+001	5.514977e-001
5.392963967714554e-005	7.206357e+001	5.570473e-001
5.393044906267376e-005	7.206284e+001	5.633307e-001
5.393115729141634e-005	7.206219e+001	5.688304e-001
5.393200337512573e-005	7.206142e+001	5.754036e-001
5.393274284561187e-005	7.206074e+001	5.811515e-001
5.393359216206714e-005	7.205995e+001	5.877548e-001
5.393434927482418e-005	7.205924e+001	5.936424e-001
5.393518267715765e-005	7.205847e+001	6.001272e-001
5.393596766574806e-005	7.205773e+001	6.062376e-001
5.393681376152613e-005	7.205693e+001	6.128255e-001
5.393766532733749e-005	7.205612e+001	6.194578e-001
5.393857163628552e-005	7.205525e+001	6.265208e-001
5.393950370626770e-005	7.205435e+001	6.337875e-001
5.394043638528331e-005	7.205345e+001	6.410607e-001
5.394141971485776e-005	7.205249e+001	6.487328e-001
5.394225043817732e-005	7.205168e+001	6.552176e-001
5.394321458174482e-005	7.205073e+001	6.627465e-001
5.394402244533096e-005	7.204994e+001	6.690565e-001
5.394496752291400e-005	7.204900e+001	6.764427e-001
5.394583251833889e-005	7.204814e+001	6.832058e-001
5.394673411193707e-005	7.204724e+001	6.902570e-001
5.394791154347736e-005	7.204606e+001	6.994700e-001
5.394901595081637e-005	7.204495e+001	7.081167e-001
5.395004127059749e-005	7.204391e+001	7.161472e-001
5.395093655556258e-005	7.204300e+001	7.231616e-001
5.395194690543232e-005	7.204197e+001	7.310827e-001
5.395301521097834e-005	7.204088e+001	7.394614e-001
5.395407491258454e-005	7.203978e+001	7.477756e-001
5.395512043278490e-005	7.203871e+001	7.559827e-001
5.395604230220771e-005	7.203775e+001	7.632231e-001
5.395706341492857e-005	7.203669e+001	7.712454e-001
5.395808771073516e-005	7.203563e+001	7.792959e-001
5.395912689305196e-005	7.203454e+001	7.874686e-001
5.396017100061691e-005	7.203345e+001	7.956825e-001
5.396107934137282e-005	7.203249e+001	8.028311e-001
5.396212130924396e-005	7.203140e+001	8.110358e-001
5.396315105248408e-005	7.203031e+001	8.191480e-001
5.396419861266526e-005	7.202920e+001	8.274034e-001
5.396544393724439e-005	7.202788e+001	8.372223e-001
5.396642942976748e-005	7.202684e+001	8.449967e-001
5.396749909144767e-005	7.202570e+001	8.534380e-001
5.396865873223255e-005	7.202446e+001	8.625939e-001
5.396981638010768e-005	7.202322e+001	8.717392e-001
5.397094659946870e-005	7.202200e+001	8.806715e-001
5.397195941398759e-005	7.202091e+001	8.886790e-001
5.397307796426538e-005	7.201971e+001	8.975280e-001
5.397446639293646e-005	7.201821e+001	9.085168e-001
5.397559666673593e-005	7.201699e+001	9.174665e-001
5.397678349725738e-005	7.201570e+001	9.268698e-001
5.397815395804802e-005	7.201421e+001	9.377332e-001
5.397948314840475e-005	7.201277e+001	9.482745e-001
5.398071247588615e-005	7.201143e+001	9.580297e-001
5.398203538594499e-005	7.200998e+001	9.685333e-001
5.398333326138015e-005	7.200856e+001	9.788423e-001
5.398453132964454e-005	7.200725e+001	9.883646e-001
5.398583748194414e-005	7.200582e+001	9.987510e-001
5.398711791481433e-005	7.200442e+001	1.008937e+000
5.398832966569127e-005	7.200309e+001	1.018583e+000
5.398962161998764e-005	7.200167e+001	1.028872e+000
5.399090989992674e-005	7.200025e+001	1.039137e+000
5.399219905241072e-005	7.199883e+001	1.049414e+000
5.399343940022824e-005	7.199746e+001	1.059307e+000
5.399470091418859e-005	7.199607e+001	1.069374e+000
5.399596842320799e-005	7.199467e+001	1.079494e+000
5.399720980190379e-005	7.199329e+001	1.089410e+000
5.399848378749984e-005	7.199188e+001	1.099591e+000
5.399983964833816e-005	7.199038e+001	1.110433e+000
5.400109217564833e-005	7.198899e+001	1.120453e+000
5.400240100327967e-005	7.198754e+001	1.130929e+000
5.400383476928555e-005	7.198595e+001	1.142411e+000
5.400512254422844e-005	7.198452e+001	1.152729e+000
5.400645780985502e-005	7.198304e+001	1.163432e+000
5.400785107205269e-005	7.198149e+001	1.174608e+000
5.400923614189146e-005	7.197995e+001	1.185723e+000
5.401064398015670e-005	7.197839e+001	1.197026e+000
5.401208306225194e-005	7.197679e+001	1.208587e+000
5.401358677375318e-005	7.197512e+001	1.220674e+000
5.401507873384424e-005	7.197346e+001	1.232672e+000
5.401648502849745e-005	7.197190e+001	1.243988e+000
5.401839637905032e-005	7.196978e+001	1.259378e+000
5.401994651114397e-005	7.196805e+001	1.271866e+000
5.402153717963998e-005	7.196628e+001	1.284690e+000
5.402333316925807e-005	7.196429e+001	1.299177e+000
5.402517794657097e-005	7.196224e+001	1.314067e+000
5.402701765802641e-005	7.196020e+001	1.328927e+000
5.402869722832566e-005	7.195833e+001	1.342502e+000
5.403097770038923e-005	7.195580e+001	1.360947e+000
5.403308970830913e-005	7.195346e+001	1.378041e+000
5.403520265448393e-005	7.195112e+001	1.395156e+000
5.403712357486675e-005	7.194899e+001	1.410727e+000
5.403924095005101e-005	7.194665e+001	1.427904e+000
5.404230265702707e-005	7.194327e+001	1.452762e+000
5.404486978123862e-005	7.194043e+001	1.473623e+000
5.404745740788587e-005	7.193759e+001	1.494670e+000
5.404991987902909e-005	7.193488e+001	1.514717e+000
5.405248655100973e-005	7.193206e+001	1.535631e+000
5.405627687350050e-005	7.192790e+001	1.566548e+000
5.406008127875313e-005	7.192375e+001	1.597616e+000
5.406388509951931e-005	7.191960e+001	1.628716e+000
5.406746192246782e-005	7.191571e+001	1.657995e+000
5.407089732596638e-005	7.191198e+001	1.686147e+000
5.407431344089399e-005	7.190829e+001	1.714172e+000
5.407801303643905e-005	7.190431e+001	1.744559e+000
5.408298349455988e-005	7.189898e+001	1.785442e+000
5.408946386875483e-005	7.189207e+001	1.838831e+000
5.409644240683643e-005	7.188468e+001	1.896429e+000
5.410320926234401e-005	7.187757e+001	1.952388e+000
5.411025348039510e-005	7.187022e+001	2.010751e+000
5.411683293994412e-005	7.186342e+001	2.065362e+000
5.412337671714998e-005	7.185671e+001	2.119771e+000
5.412962736531289e-005	7.185036e+001	2.171826e+000
5.413583575771767e-005	7.184410e+001	2.223610e+000
5.414206574462900e-005	7.183787e+001	2.275654e+000
5.414863790485346e-005	7.183138e+001	2.330640e+000
5.415593316235399e-005	7.182424e+001	2.391775e+000
5.416487217221378e-005	7.181562e+001	2.466826e+000
5.417695330200349e-005	7.180416e+001	2.568476e+000
5.419091124601329e-005	7.179123e+001	2.686215e+000
5.420895838081355e-005	7.177501e+001	2.838886e+000
5.423136487727365e-005	7.175566e+001	3.029027e+000
5.425921999922356e-005	7.173290e+001	3.266173e+000
5.429559038149217e-005	7.170539e+001	3.576726e+000
5.434168874907368e-005	7.167426e+001	3.971048e+000
5.440388531255348e-005	7.163693e+001	4.503241e+000
5.441454518480618e-005	7.163128e+001	4.594340e+000
5.443586492931136e-005	7.162139e+001	4.776081e+000
5.447850441832173e-005	7.160404e+001	5.138150e+000
5.452344517942014e-005	7.159015e+001	5.516053e+000
5.461332670161673e-005	7.157455e+001	6.257716e+000
5.471332670161679e-005	7.157322e+001	7.056932e+000
5.481332670161684e-005	7.158994e+001	7.817258e+000
5.491332670161690e-005	7.162417e+001	8.526981e+000
5.501332670161696e-005	7.167457e+001	9.175110e+000
5.511332670161701e-005	7.173949e+001	9.750937e+000
5.521332670161707e-005	7.181699e+001	1.024421e+001
5.531332670161713e-005	7.190491e+001	1.064530e+001
5.541332670161718e-005	7.200082e+001	1.094535e+001
5.551332670161724e-005	7.210208e+001	1.113645e+001
5.561332670161730e-005	7.220586e+001	1.121177e+001
5.571332670161735e-005	7.230918e+001	1.116573e+001
5.581332670161741e-005	7.240894e+001	1.099405e+001
5.591332670161747e-005	7.250191e+001	1.069397e+001
5.601332670161752e-005	7.258485e+001	1.026423e+001
5.611332670161758e-005	7.265807e+001	9.732669e+000
5.612582670161750e-005	7.266619e+001	9.657090e+000
5.612895170161759e-005	7.266808e+001	9.636973e+000
5.613520170161756e-005	7.267178e+001	9.596267e+000
5.617270170161755e-005	7.269216e+001	9.339186e+000
5.622270170161747e-005	7.271390e+001	8.962453e+000
5.632270170161753e-005	7.274246e+001	8.125822e+000
5.642270170161758e-005	7.274999e+001	7.187386e+000
5.652270170161764e-005	7.273080e+001	6.138889e+000
5.662270170161770e-005	7.268147e+001	4.989275e+000
5.672270170161775e-005	7.259796e+001	3.749053e+000
5.682270170161781e-005	7.247256e+001	2.430214e+000
5.692270170161787e-005	7.230670e+001	1.056887e+000
5.696020170161786e-005	7.220789e+001	5.231032e-001
5.698135089018692e-005	7.210460e+001	2.189694e-001
5.699510568943052e-005	2.775601e+001	2.938376e-002
5.700373143236424e-005	-7.190346e+001	-7.487414e-002
5.700374771823100e-005	-7.203917e+001	-7.502589e-002
5.700378028996450e-005	-7.203912e+001	-7.527408e-002
5.700384543343129e-005	-7.203912e+001	-7.577177e-002
5.700397572036488e-005	-7.203956e+001	-7.676513e-002
5.700423629423205e-005	-7.204042e+001	-7.874143e-002
5.700447261586424e-005	-7.204118e+001	-8.053312e-002
5.700480582352253e-005	-7.204221e+001	-8.306557e-002
5.700517616819304e-005	-7.204330e+001	-8.587661e-002
5.700557934140075e-005	-7.204442e+001	-8.893455e-002
5.700599866912456e-005	-7.204553e+001	-9.211899e-002
5.700649223339713e-005	-7.204674e+001	-9.586627e-002
5.700694499665240e-005	-7.204780e+001	-9.930727e-002
5.700745985882873e-005	-7.204892e+001	-1.032221e-001
5.700798349047914e-005	-7.204998e+001	-1.072007e-001
5.700857274750773e-005	-7.205108e+001	-1.116803e-001
5.700914291931029e-005	-7.205208e+001	-1.160149e-001
5.700960616649440e-005	-7.205284e+001	-1.195402e-001
5.701013829923700e-005	-7.205365e+001	-1.235920e-001
5.701067422816258e-005	-7.205442e+001	-1.276699e-001
5.701123034304156e-005	-7.205515e+001	-1.319034e-001
5.701181284268621e-005	-7.205587e+001	-1.363380e-001
5.701231473038927e-005	-7.205644e+001	-1.401624e-001
5.701284427592473e-005	-7.205700e+001	-1.442000e-001
5.701338384110437e-005	-7.205753e+001	-1.483114e-001
5.701393044916202e-005	-7.205803e+001	-1.524783e-001
5.701452043409901e-005	-7.205852e+001	-1.569763e-001
5.701504576653867e-005	-7.205893e+001	-1.609848e-001
5.701558311727809e-005	-7.205931e+001	-1.650876e-001
5.701613182771282e-005	-7.205967e+001	-1.692747e-001
5.701667849120702e-005	-7.205999e+001	-1.734479e-001
5.701727764577651e-005	-7.206032e+001	-1.780223e-001
5.701780285720620e-005	-7.206057e+001	-1.820357e-001
5.701835490786703e-005	-7.206081e+001	-1.862566e-001
5.701891603689048e-005	-7.206104e+001	-1.905445e-001
5.701947326715762e-005	-7.206123e+001	-1.948045e-001
5.702008157069060e-005	-7.206141e+001	-1.994555e-001
5.702058874892490e-005	-7.206155e+001	-2.033367e-001
5.702116898299186e-005	-7.206168e+001	-2.077794e-001
5.702175145629821e-005	-7.206178e+001	-2.122369e-001
5.702234088939559e-005	-7.206187e+001	-2.167496e-001
5.702296179410432e-005	-7.206193e+001	-2.215041e-001
5.702344309291502e-005	-7.206197e+001	-2.251928e-001
