time	I(Ls1)
2.626984110851507e-005	3.362792e-004
2.626987373236227e-005	2.059513e-004
2.626990610276139e-005	3.573385e-005
2.626994134407473e-005	-1.469023e-004
2.626999410120260e-005	-3.333730e-004
2.627004830300776e-005	-3.595614e-004
2.627010564903607e-005	-1.964763e-004
2.627016367424094e-005	7.162090e-005
2.627022496066653e-005	3.214324e-004
2.627026818921075e-005	3.941990e-004
2.627030402101551e-005	3.492885e-004
2.627033695842156e-005	2.308259e-004
2.627036758435478e-005	7.660665e-005
2.627040249944166e-005	-1.085241e-004
2.627044846701971e-005	-2.998318e-004
2.627049576875450e-005	-3.707912e-004
2.627055517106136e-005	-2.642745e-004
2.627060939363961e-005	-3.782941e-005
2.627067245363044e-005	2.266831e-004
2.627074432052872e-005	3.668476e-004
2.627078450833276e-005	3.168533e-004
2.627081654908844e-005	1.907827e-004
2.627084912622799e-005	2.194894e-005
2.627088433523168e-005	-1.526362e-004
2.627094138609506e-005	-3.317182e-004
2.627099952436595e-005	-3.324493e-004
2.627105701499236e-005	-1.495866e-004
2.627111709793423e-005	1.221693e-004
2.627118053065121e-005	3.451443e-004
2.627122097389654e-005	3.812588e-004
2.627125594450303e-005	3.123120e-004
2.627128833249961e-005	1.815348e-004
2.627132213787868e-005	7.885954e-006
2.627135832823928e-005	-1.649442e-004
2.627141903852872e-005	-3.380739e-004
2.627147500670500e-005	-3.195565e-004
2.627153503264885e-005	-1.149324e-004
2.627159404329396e-005	1.435776e-004
2.627166260249394e-005	3.526532e-004
2.627170376192528e-005	3.622997e-004
2.627173814414327e-005	2.724727e-004
2.627176972055749e-005	1.323980e-004
2.627180782646958e-005	-6.416460e-005
2.627184611736521e-005	-2.360329e-004
2.627189449073107e-005	-3.462249e-004
2.627195424410433e-005	-2.967591e-004
2.627200858409105e-005	-1.031543e-004
2.627207301525024e-005	1.721954e-004
2.627214231628000e-005	3.545597e-004
2.627218331096204e-005	3.424419e-004
2.627221698265118e-005	2.397209e-004
2.627224848121622e-005	9.332520e-005
2.627228543607444e-005	-9.400177e-005
2.627232858047699e-005	-2.721807e-004
2.627237513834349e-005	-3.555709e-004
2.627242907236069e-005	-2.856348e-004
2.627248595237050e-005	-7.098387e-005
2.627254860724788e-005	1.820474e-004
2.627262672568386e-005	3.461488e-004
2.627266822906728e-005	3.065707e-004
2.627270072504866e-005	1.883846e-004
2.627273276301729e-005	3.149093e-005
2.627276856085703e-005	-1.392815e-004
2.627282382617192e-005	-3.130856e-004
2.627287985996368e-005	-3.250983e-004
2.627293895875247e-005	-1.558750e-004
2.627299826087060e-005	9.702902e-005
2.627306383464661e-005	3.232865e-004
2.627310470218101e-005	3.641762e-004
2.627313987842487e-005	3.021075e-004
2.627317337457039e-005	1.754877e-004
2.627320725994906e-005	1.066971e-005
2.627324414816311e-005	-1.574165e-004
2.627330410195222e-005	-3.190373e-004
2.627336286367471e-005	-2.982829e-004
2.627342236541483e-005	-1.038103e-004
2.627348325632672e-005	1.469654e-004
2.627355407271680e-005	3.383867e-004
2.627359571861034e-005	3.354416e-004
2.627362978534806e-005	2.404984e-004
2.627366256622481e-005	9.605233e-005
2.627370117942339e-005	-9.205570e-005
2.627374353370363e-005	-2.604695e-004
2.627379112403179e-005	-3.416287e-004
2.627384579074023e-005	-2.714252e-004
2.627390338077779e-005	-6.059467e-005
2.627396686988672e-005	1.809459e-004
2.627404853880033e-005	3.290669e-004
2.627409026166334e-005	2.795671e-004
2.627412216856494e-005	1.601788e-004
2.627415602403610e-005	-2.451487e-006
2.627419282480122e-005	-1.671861e-004
2.627424671813026e-005	-3.088264e-004
2.627430870992043e-005	-2.901809e-004
2.627436518828127e-005	-1.144369e-004
2.627442896362153e-005	1.438432e-004
2.627449766838931e-005	3.299484e-004
2.627453908245658e-005	3.312932e-004
2.627457331160063e-005	2.417127e-004
2.627460697603992e-005	9.884616e-005
2.627464670256906e-005	-8.963452e-005
2.627468846098068e-005	-2.519160e-004
2.627473682396335e-005	-3.324617e-004
2.627479199883626e-005	-2.629048e-004
2.627485007549129e-005	-5.493987e-005
2.627491388670130e-005	1.788045e-004
2.627499775093955e-005	3.177327e-004
2.627503964965691e-005	2.633543e-004
2.627507120221608e-005	1.443744e-004
2.627510618902207e-005	-2.067834e-005
2.627514372490055e-005	-1.820345e-004
2.627519552778719e-005	-3.113020e-004
2.627525136788622e-005	-2.920630e-004
2.627531033462961e-005	-1.122912e-004
2.627537164649361e-005	1.285218e-004
2.627544343518536e-005	3.201431e-004
2.627548536620413e-005	3.223318e-004
2.627551970862518e-005	2.339745e-004
2.627555404235071e-005	9.118760e-005
2.627559442778312e-005	-9.496861e-005
2.627563707540640e-005	-2.532342e-004
2.627568559528570e-005	-3.250939e-004
2.627574109607478e-005	-2.481554e-004
2.627579966939047e-005	-3.916266e-005
2.627586430838319e-005	1.953168e-004
2.627593757144591e-005	3.194028e-004
2.627597792750403e-005	2.741390e-004
2.627601027102903e-005	1.612001e-004
2.627604603642965e-005	-8.485096e-007
2.627608487174027e-005	-1.645300e-004
2.627613989406074e-005	-3.009701e-004
2.627619669279811e-005	-2.819456e-004
2.627625703589018e-005	-1.006769e-004
2.627631834677905e-005	1.313067e-004
2.627639262077334e-005	3.136873e-004
2.627643480496524e-005	3.067800e-004
2.627646885100792e-005	2.140062e-004
2.627650392530295e-005	6.758238e-005
2.627654446313754e-005	-1.120393e-004
2.627659129939377e-005	-2.694544e-004
2.627663896528497e-005	-3.182573e-004
2.627669441142115e-005	-2.196359e-004
2.627675363946593e-005	-3.657972e-006
2.627682027291469e-005	2.311415e-004
2.627687811431259e-005	3.222450e-004
2.627691628035453e-005	2.807294e-004
2.627695047555242e-005	1.689298e-004
2.627698755820426e-005	7.569105e-006
2.627702773102159e-005	-1.557448e-004
2.627708730216800e-005	-2.886794e-004
2.627715192937393e-005	-2.489385e-004
2.627721079570934e-005	-6.446022e-005
2.627727598784576e-005	1.644581e-004
2.627735571066980e-005	3.043863e-004
2.627739730280665e-005	2.631693e-004
2.627743012229879e-005	1.527512e-004
2.627746733298970e-005	-9.587500e-006
2.627750750125424e-005	-1.709771e-004
2.627756094559825e-005	-2.938696e-004
2.627761706463561e-005	-2.699162e-004
2.627767799004335e-005	-9.016745e-005
2.627773974593216e-005	1.316583e-004
2.627781735513464e-005	3.027277e-004
2.627785954280055e-005	2.863514e-004
2.627789338332707e-005	1.897619e-004
2.627792989408221e-005	3.888288e-005
2.627797109976322e-005	-1.296342e-004
2.627802839597483e-005	-2.798165e-004
2.627808407135081e-005	-2.768564e-004
2.627814762118331e-005	-1.050363e-004
2.627820759292356e-005	1.099810e-004
2.627828336586313e-005	2.961587e-004
2.627832607337319e-005	2.958759e-004
2.627836067266558e-005	2.096003e-004
2.627839719707777e-005	6.608844e-005
2.627843948826742e-005	-1.102115e-004
2.627848914867493e-005	-2.635208e-004
2.627853741002688e-005	-3.010705e-004
2.627859333783830e-005	-1.946921e-004
2.627865372466015e-005	1.863896e-005
2.627872198371242e-005	2.424462e-004
2.627877266459249e-005	3.108936e-004
2.627880987129288e-005	2.676405e-004
2.627884577023837e-005	1.544469e-004
2.627888542721724e-005	-9.594541e-006
2.627892753585479e-005	-1.701443e-004
2.627898263904503e-005	-2.853276e-004
2.627903941590818e-005	-2.518877e-004
2.627910145168921e-005	-6.799948e-005
2.627916393160477e-005	1.410231e-004
2.627924721037710e-005	2.886062e-004
2.627928947771560e-005	2.529604e-004
2.627932328611547e-005	1.458223e-004
2.627936244683029e-005	-1.594638e-005
2.627940445599857e-005	-1.736451e-004
2.627945830837924e-005	-2.831655e-004
2.627951482891142e-005	-2.488926e-004
2.627957678726155e-005	-6.711277e-005
2.627963955117302e-005	1.399006e-004
2.627972317163318e-005	2.847149e-004
2.627976551450653e-005	2.482390e-004
2.627979955375842e-005	1.407742e-004
2.627983938626659e-005	-2.187678e-005
2.627988186059945e-005	-1.777807e-004
2.627993554830542e-005	-2.812915e-004
2.627999220801967e-005	-2.421162e-004
2.628005427429171e-005	-5.904809e-005
2.628011750628102e-005	1.440191e-004
2.628020303008434e-005	2.775327e-004
2.628024641362849e-005	2.321719e-004
2.628028064870897e-005	1.200237e-004
2.628032195953743e-005	-4.765648e-005
2.628036504410589e-005	-1.975830e-004
2.628041754357204e-005	-2.823377e-004
2.628047452509961e-005	-2.262694e-004
2.628053618684454e-005	-3.746034e-005
2.628060091167637e-005	1.673373e-004
2.628067836762862e-005	2.777681e-004
2.628072086064835e-005	2.293869e-004
2.628075588582642e-005	1.152213e-004
2.628080257274920e-005	-7.054897e-005
2.628084497929254e-005	-2.099708e-004
2.628089782187918e-005	-2.802412e-004
2.628095547568018e-005	-2.090093e-004
2.628101719661714e-005	-1.501603e-005
2.628108331690282e-005	1.918605e-004
2.628114939518434e-005	2.820466e-004
2.628119000803748e-005	2.367353e-004
2.628122609152025e-005	1.235712e-004
2.628127333941812e-005	-6.104209e-005
2.628131609748842e-005	-2.017269e-004
2.628136964930613e-005	-2.760662e-004
2.628142730289680e-005	-2.093178e-004
2.628148951808271e-005	-1.758780e-005
2.628155534594172e-005	1.856990e-004
2.628162318877637e-005	2.772775e-004
2.628166426919972e-005	2.315048e-004
2.628170053508021e-005	1.183206e-004
2.628174799736475e-005	-6.474378e-005
2.628179146967687e-005	-2.042234e-004
2.628184480694940e-005	-2.731924e-004
2.628190256359912e-005	-2.024752e-004
2.628196495062327e-005	-1.060879e-005
2.628203132244125e-005	1.912428e-004
2.628209610235446e-005	2.756665e-004
2.628213679128910e-005	2.300647e-004
2.628217358227125e-005	1.168984e-004
2.628222133589414e-005	-6.457661e-005
2.628226547143377e-005	-2.036553e-004
2.628231884584001e-005	-2.699625e-004
2.628237666583316e-005	-1.977257e-004
2.628243932230735e-005	-6.446312e-006
2.628250600745304e-005	1.932794e-004
2.628256917454612e-005	2.731203e-004
2.628260972956532e-005	2.273966e-004
2.628264694976294e-005	1.141764e-004
2.628269496481018e-005	-6.568774e-005
2.628273980236680e-005	-2.040490e-004
2.628279312729309e-005	-2.668074e-004
2.628285102734005e-005	-1.922539e-004
2.628291392182025e-005	-1.403987e-006
2.628298102177974e-005	1.962890e-004
2.628304217916900e-005	2.708185e-004
2.628308252807183e-005	2.248761e-004
2.628312021438336e-005	1.115086e-004
2.628316848713027e-005	-6.670647e-005
2.628321404994681e-005	-2.043559e-004
2.628326732507179e-005	-2.636223e-004
2.628332530467273e-005	-1.868123e-004
2.628338843998286e-005	3.537168e-006
2.628345596824232e-005	1.990985e-004
2.628351518925236e-005	2.684688e-004
2.628355534342423e-005	2.221931e-004
2.628359349956871e-005	1.086014e-004
2.628364202312216e-005	-6.793702e-005
2.628368833973416e-005	-2.047945e-004
2.628374154735303e-005	-2.604134e-004
2.628379961094993e-005	-1.812098e-004
2.628386298314327e-005	8.610601e-006
2.628393097764631e-005	2.019686e-004
2.628398822263826e-005	2.661389e-004
2.628402817236105e-005	2.194177e-004
2.628406681220064e-005	1.055109e-004
2.628411558176324e-005	-6.932078e-005
2.628416268527704e-005	-2.053190e-004
2.628421581112993e-005	-2.571669e-004
2.628427396224884e-005	-1.754607e-004
2.628433756958243e-005	1.378824e-005
2.628440606843182e-005	2.048550e-004
2.628446130601499e-005	2.638223e-004
2.628450104222627e-005	2.165492e-004
2.628454018076417e-005	1.022325e-004
2.628458919327957e-005	-7.086303e-005
2.628463712127751e-005	-2.059260e-004
2.628469015136239e-005	-2.538688e-004
2.628474839398861e-005	-1.695399e-004
2.628481223552353e-005	1.908858e-005
2.628488128234496e-005	2.077645e-004
2.628493446678033e-005	2.615248e-004
2.628497397685111e-005	2.135982e-004
2.628501363231535e-005	9.877032e-005
2.628506288685482e-005	-7.255969e-005
2.628511168219585e-005	-2.066045e-004
2.628516460327786e-005	-2.505027e-004
2.628522294168662e-005	-1.634254e-004
2.628528701766183e-005	2.452360e-005
2.628535666189123e-005	2.106948e-004
2.628540773385994e-005	2.592511e-004
2.628544700162931e-005	2.105766e-004
2.628548719578829e-005	9.513000e-005
2.628553669407007e-005	-7.440541e-005
2.628558640529392e-005	-2.073402e-004
2.628563920512896e-005	-2.470496e-004
2.628569764403740e-005	-1.570936e-004
2.628576195606294e-005	3.010407e-005
2.628583225411005e-005	2.136407e-004
2.628588113785064e-005	2.566248e-004
2.628592083037183e-005	2.056862e-004
2.628596178325267e-005	8.850719e-005
2.628601145890559e-005	-7.885532e-005
2.628606227860538e-005	-2.098126e-004
2.628611479389676e-005	-2.432628e-004
2.628617337654504e-005	-1.485052e-004
2.628623788820754e-005	3.806323e-005
2.628630918469189e-005	2.173699e-004
2.628635658570165e-005	2.528799e-004
2.628639647253074e-005	1.974355e-004
2.628643815346938e-005	7.694832e-005
2.628648780225230e-005	-8.680944e-005
2.628654131304315e-005	-2.161396e-004
2.628659303410613e-005	-2.383240e-004
2.628665162547703e-005	-1.342989e-004
2.628671638012746e-005	5.205400e-005
2.628678954023456e-005	2.241871e-004
2.628683495101082e-005	2.475256e-004
2.628687478616488e-005	1.839378e-004
2.628691748933574e-005	5.721460e-005
2.628696692870479e-005	-1.000466e-004
2.628702628596825e-005	-2.244119e-004
2.628707958948913e-005	-2.233087e-004
2.628713965771253e-005	-9.547773e-005
2.628720510975216e-005	8.855496e-005
2.628728365512310e-005	2.348855e-004
2.628732723961328e-005	2.268876e-004
2.628736579393751e-005	1.417830e-004
2.628741116657480e-005	-3.318028e-006
2.628746021039827e-005	-1.468714e-004
2.628752012126512e-005	-2.304397e-004
2.628757941610565e-005	-1.788410e-004
2.628764706901778e-005	-3.394758e-006
2.628771335976780e-005	1.668390e-004
2.628777999078686e-005	2.345517e-004
2.628782294086113e-005	1.858143e-004
2.628786354220590e-005	7.273714e-005
2.628791426227944e-005	-8.781326e-005
2.628796919522305e-005	-2.118725e-004
2.628802122854189e-005	-2.273263e-004
2.628808038554606e-005	-1.199297e-004
2.628814591176896e-005	6.157274e-005
2.628822091664583e-005	2.221475e-004
2.628826533541072e-005	2.348054e-004
2.628830552333316e-005	1.644994e-004
2.628835006689059e-005	3.265902e-005
2.628840012541584e-005	-1.127360e-004
2.628846986806000e-005	-2.176940e-004
2.628853196276807e-005	-1.706589e-004
2.628860267541474e-005	7.468746e-006
2.628866836709861e-005	1.699313e-004
2.628873252868437e-005	2.296693e-004
2.628877532129671e-005	1.799520e-004
2.628881682924917e-005	6.632772e-005
2.628886800706809e-005	-9.008150e-005
2.628892549238994e-005	-2.113103e-004
2.628897731797521e-005	-2.188371e-004
2.628903671481400e-005	-1.062740e-004
2.628910282875189e-005	7.172098e-005
2.628917996403833e-005	2.215290e-004
2.628922345808914e-005	2.237759e-004
2.628926371359749e-005	1.465095e-004
2.628931005162574e-005	8.814395e-006
2.628936064953680e-005	-1.306719e-004
2.628942770982294e-005	-2.149224e-004
2.628949020792035e-005	-1.555030e-004
2.628955980079023e-005	2.033839e-005
2.628962752110830e-005	1.809126e-004
2.628968493629592e-005	2.269845e-004
2.628972696848680e-005	1.756201e-004
2.628976982297498e-005	6.051585e-005
2.628982148768699e-005	-9.164584e-005
2.628988169827676e-005	-2.089334e-004
2.628993489393102e-005	-2.073043e-004
2.628999536701394e-005	-8.686991e-005
2.629006220878391e-005	8.600950e-005
2.629014270208387e-005	2.184365e-004
2.629018672078249e-005	2.047931e-004
2.629022666054341e-005	1.174358e-004
2.629027586745041e-005	-2.960983e-005
2.629032751516104e-005	-1.616872e-004
2.629038456998544e-005	-2.169893e-004
2.629044406328158e-005	-1.496353e-004
2.629051211315071e-005	2.117364e-005
2.629058177448947e-005	1.815052e-004
2.629063662391092e-005	2.226119e-004
2.629067852066543e-005	1.712231e-004
2.629072231097253e-005	5.618943e-005
2.629077459697727e-005	-9.245746e-005
2.629083702187737e-005	-2.051445e-004
2.629089197640137e-005	-1.953545e-004
2.629095372642574e-005	-6.837476e-005
2.629102130763590e-005	9.749042e-005
2.629110626781108e-005	2.103603e-004
2.629115175062499e-005	1.793917e-004
2.629119259111375e-005	8.034300e-005
2.629124750716397e-005	-7.838808e-005
2.629130216087088e-005	-1.922135e-004
2.629135644210859e-005	-2.064336e-004
2.629141713304849e-005	-1.040298e-004
2.629148450572234e-005	6.559760e-005
2.629156139075605e-005	2.071796e-004
2.629160614087654e-005	2.095700e-004
2.629164758575359e-005	1.341660e-004
2.629169597340164e-005	-1.154356e-006
2.629174834724150e-005	-1.349661e-004
2.629181180289846e-005	-2.049945e-004
2.629187312701048e-005	-1.456228e-004
2.629194356259124e-005	2.271335e-005
2.629201247646824e-005	1.744397e-004
2.629206859791904e-005	2.132180e-004
2.629211129233063e-005	1.608123e-004
2.629215616313410e-005	4.576504e-005
2.629220923065583e-005	-9.622848e-005
2.629227634576856e-005	-1.986025e-004
2.629233543073703e-005	-1.702162e-004
2.629240012193518e-005	-2.913454e-005
2.629246909995834e-005	1.258390e-004
2.629255153108450e-005	1.955381e-004
2.629259971789169e-005	1.394886e-004
2.629264336050574e-005	2.542386e-005
2.629269661378188e-005	-1.089868e-004
2.629277097611457e-005	-1.923101e-004
2.629283712025400e-005	-1.294929e-004
2.629290952107719e-005	3.958577e-005
2.629297919822947e-005	1.824534e-004
2.629303085038056e-005	2.080710e-004
2.629307322955105e-005	1.504923e-004
2.629311980266555e-005	3.120474e-005
2.629317326103913e-005	-1.026875e-004
2.629324782431873e-005	-1.905458e-004
2.629331277304242e-005	-1.341004e-004
2.629338648392704e-005	3.483447e-005
2.629345521627737e-005	1.762459e-004
2.629350851481244e-005	2.055616e-004
2.629355128421613e-005	1.503249e-004
2.629359785121833e-005	3.328482e-005
2.629365169083404e-005	-1.005137e-004
2.629372551701988e-005	-1.888737e-004
2.629378983018188e-005	-1.357817e-004
2.629386411784514e-005	3.166212e-005
2.629393257190852e-005	1.715538e-004
2.629398736306863e-005	2.023862e-004
2.629403056995396e-005	1.476720e-004
2.629407733215875e-005	3.147884e-005
2.629413147619392e-005	-1.005425e-004
2.629420646983976e-005	-1.857689e-004
2.629427167881600e-005	-1.292194e-004
2.629434603962106e-005	3.728752e-005
2.629441523775201e-005	1.741773e-004
2.629446837000820e-005	1.995813e-004
2.629451156802303e-005	1.423972e-004
2.629455918063284e-005	2.426923e-005
2.629461356122532e-005	-1.033290e-004
2.629469293489962e-005	-1.795063e-004
2.629476136494597e-005	-1.092907e-004
2.629483523794267e-005	5.597125e-005
2.629490677767167e-005	1.839473e-004
2.629495626049706e-005	1.931478e-004
2.629499938080213e-005	1.256556e-004
2.629504931557221e-005	-1.074758e-006
2.629510395546660e-005	-1.272448e-004
2.629516877708971e-005	-1.874685e-004
2.629523123752128e-005	-1.255565e-004
2.629530364346906e-005	3.473707e-005
2.629537467396283e-005	1.712595e-004
2.629542736972074e-005	1.943712e-004
2.629547091437430e-005	1.364904e-004
2.629551949365357e-005	1.821598e-005
2.629557451569085e-005	-1.042431e-004
2.629565850916340e-005	-1.675079e-004
2.629573474918399e-005	-7.755611e-005
2.629580640421073e-005	7.609012e-005
2.629588309096295e-005	1.886277e-004
2.629592865737514e-005	1.778910e-004
2.629597190397827e-005	9.670031e-005
2.629603232805417e-005	-5.529690e-005
2.629608723739166e-005	-1.614498e-004
2.629614571023693e-005	-1.816017e-004
2.629620819361543e-005	-9.237717e-005
2.629627872622752e-005	6.283842e-005
2.629635660480437e-005	1.838575e-004
2.629640330380711e-005	1.794532e-004
2.629644691582215e-005	1.027953e-004
2.629650088375166e-005	-3.169092e-005
2.629655733024693e-005	-1.479933e-004
2.629661641124961e-005	-1.824358e-004
2.629667817347688e-005	-1.068799e-004
2.629674960283606e-005	4.818967e-005
2.629682459325748e-005	1.753830e-004
2.629687420271682e-005	1.827070e-004
2.629691810171345e-005	1.151461e-004
2.629697003530434e-005	-1.079218e-005
2.629702618883777e-005	-1.317649e-004
2.629708748763714e-005	-1.806293e-004
2.629714904109999e-005	-1.177369e-004
2.629722191325426e-005	3.661698e-005
2.629729448163330e-005	1.660129e-004
2.629734706206311e-005	1.830074e-004
2.629739150510741e-005	1.221780e-004
2.629744233105893e-005	2.517168e-006
2.629749866101721e-005	-1.185632e-004
2.629756655443054e-005	-1.742391e-004
2.629763070350222e-005	-1.099243e-004
2.629770479652734e-005	4.473616e-005
2.629777757799049e-005	1.680379e-004
2.629782922075369e-005	1.786129e-004
2.629787390678005e-005	1.136633e-004
2.629792610347949e-005	-9.192675e-006
2.629798286270051e-005	-1.283168e-004
2.629804476843040e-005	-1.758706e-004
2.629810670019264e-005	-1.131944e-004
2.629818023226847e-005	3.875365e-005
2.629825336089944e-005	1.636897e-004
2.629830587224107e-005	1.771640e-004
2.629835081094118e-005	1.144868e-004
2.629840295395201e-005	-6.141857e-006
2.629846002030452e-005	-1.244812e-004
2.629852367679844e-005	-1.725836e-004
2.629858638784205e-005	-1.092331e-004
2.629866041956334e-005	4.183852e-005
2.629873390265166e-005	1.634852e-004
2.629878606818592e-005	1.737760e-004
2.629883125660165e-005	1.091970e-004
2.629888434661602e-005	-1.274503e-005
2.629894184953273e-005	-1.287668e-004
2.629900368931321e-005	-1.712468e-004
2.629906604877433e-005	-1.059157e-004
2.629913988633497e-005	4.334573e-005
2.629921426418845e-005	1.629605e-004
2.629926602193107e-005	1.705670e-004
2.629931141652693e-005	1.044558e-004
2.629936544161753e-005	-1.853222e-005
2.629942342526385e-005	-1.318025e-004
2.629948482595437e-005	-1.687227e-004
2.629954750960496e-005	-9.956909e-005
2.629962124064207e-005	4.799857e-005
2.629969690277055e-005	1.637607e-004
2.629974770780022e-005	1.662359e-004
2.629979329758694e-005	9.686549e-005
2.629984887500157e-005	-2.869669e-005
2.629990755786656e-005	-1.376502e-004
2.629996810903567e-005	-1.655421e-004
2.630003123901088e-005	-8.968046e-005
2.630010466035215e-005	5.554593e-005
2.630018252536693e-005	1.652951e-004
2.630023178823633e-005	1.599505e-004
2.630027755853122e-005	8.536997e-005
2.630034175391135e-005	-5.672608e-005
2.630039993078200e-005	-1.507821e-004
2.630045964917976e-005	-1.572590e-004
2.630052423864050e-005	-6.397434e-005
2.630059709044777e-005	7.468664e-005
2.630068214894512e-005	1.649053e-004
2.630072925824552e-005	1.385347e-004
2.630077576475142e-005	4.891308e-005
2.630083688918441e-005	-7.940829e-005
2.630090779073249e-005	-1.599261e-004
2.630096860139239e-005	-1.273806e-004
2.630103678829252e-005	-3.108717e-006
2.630111050592890e-005	1.253784e-004
2.630117988434402e-005	1.595041e-004
2.630122922085416e-005	1.035555e-004
2.630128132888386e-005	-7.277208e-006
2.630134029530805e-005	-1.190103e-004
2.630140484365020e-005	-1.592221e-004
2.630146891070698e-005	-9.372695e-005
2.630154438989498e-005	4.912914e-005
2.630162052882695e-005	1.568769e-004
2.630167198474091e-005	1.553961e-004
2.630171877893639e-005	8.437627e-005
2.630177731872399e-005	-4.108108e-005
2.630183803829160e-005	-1.407339e-004
2.630189810753415e-005	-1.539327e-004
2.630196249412482e-005	-6.888064e-005
2.630203642010453e-005	6.784750e-005
2.630211967578683e-005	1.598704e-004
2.630216700958972e-005	1.390490e-004
2.630221407313202e-005	5.461651e-005
2.630227682114670e-005	-7.331869e-005
2.630234596213044e-005	-1.550549e-004
2.630240434193533e-005	-1.313499e-004
2.630247119182901e-005	-1.719553e-005
2.630254526527409e-005	1.082667e-004
2.630262448306765e-005	1.485790e-004
2.630267655032029e-005	9.178004e-005
2.630272954747426e-005	-1.730229e-005
2.630278964399382e-005	-1.234555e-004
2.630285199642412e-005	-1.535184e-004
2.630291621021270e-005	-8.377714e-005
2.630299170511621e-005	5.381098e-005
2.630307047646135e-005	1.537550e-004
2.630312104541749e-005	1.447401e-004
2.630316869945706e-005	6.946784e-005
2.630323408153831e-005	-6.298299e-005
2.630329691019791e-005	-1.474031e-004
2.630335613117065e-005	-1.387753e-004
2.630342239731253e-005	-3.834015e-005
2.630349670217731e-005	8.386609e-005
2.630359310861613e-005	1.366911e-004
2.630364892172656e-005	7.829510e-005
2.630370229911110e-005	-2.906889e-005
2.630376348345645e-005	-1.290396e-004
2.630382469128627e-005	-1.478975e-004
2.630388973430065e-005	-7.043249e-005
2.630396496119611e-005	6.209838e-005
2.630404741879545e-005	1.517918e-004
2.630409640861308e-005	1.328568e-004
2.630414480877673e-005	5.106004e-005
2.630420907540521e-005	-7.220035e-005
2.630428018176993e-005	-1.475600e-004
2.630434015049067e-005	-1.187371e-004
2.630440881206558e-005	-4.127104e-006
2.630448420953618e-005	1.154339e-004
2.630455505528559e-005	1.443770e-004
2.630460629233209e-005	8.793377e-005
2.630466182907331e-005	-2.076240e-005
2.630472336363461e-005	-1.213405e-004
2.630478628764675e-005	-1.445441e-004
2.630485147437516e-005	-7.188825e-005
2.630492790702248e-005	5.950022e-005
2.630500951089697e-005	1.478310e-004
2.630505948945146e-005	1.300560e-004
2.630510858712986e-005	4.975974e-005
2.630517366620437e-005	-7.139100e-005
2.630524550117463e-005	-1.439363e-004
2.630530601309541e-005	-1.134857e-004
2.630537544011879e-005	5.215392e-007
2.630545147720232e-005	1.169292e-004
2.630551961628545e-005	1.414925e-004
2.630557077974455e-005	8.479320e-005
2.630562767233198e-005	-2.380990e-005
2.630569001240367e-005	-1.211060e-004
2.630575303280442e-005	-1.398554e-004
2.630581878478467e-005	-6.497106e-005
2.630589559637149e-005	6.267749e-005
2.630597935604213e-005	1.441737e-004
2.630602892932164e-005	1.213027e-004
2.630607889527186e-005	3.788146e-005
2.630614379140156e-005	-7.578562e-005
2.630622267740215e-005	-1.360100e-004
2.630628962819927e-005	-8.566883e-005
2.630636442256008e-005	3.808982e-005
2.630644263772121e-005	1.370833e-004
2.630649704306234e-005	1.351114e-004
2.630654686052543e-005	6.680696e-005
2.630661581871419e-005	-5.966961e-005
2.630667996525601e-005	-1.360390e-004
2.630674099024836e-005	-1.232686e-004
2.630680931312653e-005	-2.502412e-005
2.630688566034154e-005	8.773815e-005
2.630697790360426e-005	1.233843e-004
2.630703510904278e-005	6.191489e-005
2.630709402552385e-005	-4.589561e-005
2.630715766789734e-005	-1.294200e-004
2.630721897029452e-005	-1.281437e-004
2.630728669322812e-005	-3.923538e-005
2.630736319029440e-005	7.516180e-005
2.630745902676077e-005	1.249816e-004
2.630751569088598e-005	7.167093e-005
2.630757202636220e-005	-3.008730e-005
2.630763620203088e-005	-1.209363e-004
2.630769877511757e-005	-1.306349e-004
2.630776579243027e-005	-5.127126e-005
2.630784316919824e-005	6.760883e-005
2.630793274505192e-005	1.325933e-004
2.630798512089517e-005	9.588437e-005
2.630803844056785e-005	3.842531e-006
2.630810326679969e-005	-9.695761e-005
2.630817704925379e-005	-1.276590e-004
2.630824646249566e-005	-5.913265e-005
2.630832685953754e-005	6.433094e-005
2.630841012458843e-005	1.352494e-004
2.630846088693133e-005	1.084614e-004
2.630851310922509e-005	2.381270e-005
2.630857901712923e-005	-7.783696e-005
2.630866868978828e-005	-1.172854e-004
2.630874407945349e-005	-4.494355e-005
2.630882701501599e-005	7.538278e-005
2.630891239201422e-005	1.301531e-004
2.630896319719524e-005	9.166534e-005
2.630901756481415e-005	-1.145623e-006
2.630908267973043e-005	-9.944564e-005
2.630915254543502e-005	-1.267657e-004
2.630922063628352e-005	-6.044470e-005
2.630930114403741e-005	6.078921e-005
2.630938483163679e-005	1.318451e-004
2.630943635917424e-005	1.061161e-004
2.630948920087401e-005	2.290014e-005
2.630955590068244e-005	-7.670018e-005
2.630964665020644e-005	-1.132239e-004
2.630972284481457e-005	-4.019363e-005
2.630980633742280e-005	7.622661e-005
2.630989353510200e-005	1.240827e-004
2.630994616427884e-005	8.044336e-005
2.631000261921397e-005	-1.493023e-005
2.631006831193780e-005	-1.072465e-004
2.631013361972584e-005	-1.240235e-004
2.631020114996657e-005	-5.353882e-005
2.631028094182263e-005	6.236260e-005
2.631036878151930e-005	1.267474e-004
