Freq.	I(Ls1)	I(Ls2)
1.20720720720720e+05	(-3.80836270495116e+01dB,1.56902642541774e+01°)	(-4.36740986881736e+01dB,4.27562563493955e+00°)
1.20820820820821e+05	(-3.80318382776485e+01dB,1.54357284930767e+01°)	(-4.36307982497860e+01dB,4.08437413636361e+00°)
1.20920920920921e+05	(-3.79801004362297e+01dB,1.51803011053793e+01°)	(-4.35875109975510e+01dB,3.89256964444378e+00°)
1.21021021021021e+05	(-3.79284142449880e+01dB,1.49239823659787e+01°)	(-4.35442372144718e+01dB,3.70021125912552e+00°)
1.21121121121121e+05	(-3.78767804236799e+01dB,1.46667726084245e+01°)	(-4.35009771841259e+01dB,3.50729810780748e+00°)
1.21221221221221e+05	(-3.78251996919243e+01dB,1.44086722252591e+01°)	(-4.34577311905644e+01dB,3.31382934560898e+00°)
1.21321321321321e+05	(-3.77736727690395e+01dB,1.41496816683375e+01°)	(-4.34144995182100e+01dB,3.11980415562616e+00°)
1.21421421421421e+05	(-3.77222003738771e+01dB,1.38898014491279e+01°)	(-4.33712824517516e+01dB,2.92522174917541e+00°)
1.21521521521521e+05	(-3.76707832246530e+01dB,1.36290321389953e+01°)	(-4.33280802760385e+01dB,2.73008136602436e+00°)
1.21621621621621e+05	(-3.76194220387770e+01dB,1.33673743694640e+01°)	(-4.32848932759707e+01dB,2.53438227460939e+00°)
1.21721721721721e+05	(-3.75681175326791e+01dB,1.31048288324621e+01°)	(-4.32417217363890e+01dB,2.33812377223980e+00°)
1.21821821821822e+05	(-3.75168704216335e+01dB,1.28413962805443e+01°)	(-4.31985659419614e+01dB,2.14130518528732e+00°)
1.21921921921922e+05	(-3.74656814195809e+01dB,1.25770775270950e+01°)	(-4.31554261770685e+01dB,1.94392586936132e+00°)
1.22022022022022e+05	(-3.74145512389473e+01dB,1.23118734465092e+01°)	(-4.31123027256868e+01dB,1.74598520946872e+00°)
1.22122122122122e+05	(-3.73634805904618e+01dB,1.20457849743516e+01°)	(-4.30691958712698e+01dB,1.54748262015830e+00°)
1.22222222222222e+05	(-3.73124701829713e+01dB,1.17788131074930e+01°)	(-4.30261058966270e+01dB,1.34841754564874e+00°)
1.22322322322322e+05	(-3.72615207232532e+01dB,1.15109589042242e+01°)	(-4.29830330838019e+01dB,1.14878945994025e+00°)
1.22422422422422e+05	(-3.72106329158264e+01dB,1.12422234843456e+01°)	(-4.29399777139472e+01dB,9.48597866909014e-01°)
1.22522522522522e+05	(-3.71598074627598e+01dB,1.09726080292325e+01°)	(-4.28969400671985e+01dB,7.47842300383914e-01°)
1.22622622622622e+05	(-3.71090450634786e+01dB,1.07021137818764e+01°)	(-4.28539204225466e+01dB,5.46522324205514e-01°)
1.22722722722722e+05	(-3.70583464145694e+01dB,1.04307420469003e+01°)	(-4.28109190577075e+01dB,3.44637532266114e-01°)
1.22822822822822e+05	(-3.70077122095827e+01dB,1.01584941905483e+01°)	(-4.27679362489911e+01dB,1.42187548530879e-01°)
1.22922922922923e+05	(-3.69571431388339e+01dB,9.88537164064856e+00°)	(-4.27249722711682e+01dB,-6.08279729603971e-02°)
1.23023023023023e+05	(-3.69066398892026e+01dB,9.61137588655038e+00°)	(-4.26820273973358e+01dB,-2.64409348111552e-01°)
1.23123123123123e+05	(-3.68562031439300e+01dB,9.33650847903230e+00°)	(-4.26391018987812e+01dB,-4.68556862809018e-01°)
1.23223223223223e+05	(-3.68058335824147e+01dB,9.06077103018333e+00°)	(-4.25961960448441e+01dB,-6.73270772981504e-01°)
1.23323323323323e+05	(-3.67555318800072e+01dB,8.78416521325507e+00°)	(-4.25533101027775e+01dB,-8.78551304681244e-01°)
1.23423423423423e+05	(-3.67052987078031e+01dB,8.50669276248557e+00°)	(-4.25104443376079e+01dB,-1.08439865418660e+00°)
1.23523523523523e+05	(-3.66551347324340e+01dB,8.22835547289251e+00°)	(-4.24675990119929e+01dB,-1.29081298812793e+00°)
1.23623623623623e+05	(-3.66050406158583e+01dB,7.94915520003769e+00°)	(-4.24247743860788e+01dB,-1.49779444363527e+00°)
1.23723723723723e+05	(-3.65550170151502e+01dB,7.66909385976001e+00°)	(-4.23819707173563e+01dB,-1.70534312850973e+00°)
1.23823823823823e+05	(-3.65050645822874e+01dB,7.38817342787816e+00°)	(-4.23391882605155e+01dB,-1.91345912141840e+00°)
1.23923923923924e+05	(-3.64551839639383e+01dB,7.10639593986145e+00°)	(-4.22964272672997e+01dB,-2.12214247211341e+00°)
1.24024024024024e+05	(-3.64053758012478e+01dB,6.82376349046920e+00°)	(-4.22536879863579e+01dB,-2.33139320167529e+00°)
1.24124124124124e+05	(-3.63556407296228e+01dB,6.54027823335737e+00°)	(-4.22109706630976e+01dB,-2.54121130278144e+00°)
1.24224224224224e+05	(-3.63059793785164e+01dB,6.25594238065308e+00°)	(-4.21682755395352e+01dB,-2.75159673999957e+00°)
1.24324324324324e+05	(-3.62563923712119e+01dB,5.97075820249500e+00°)	(-4.21256028541470e+01dB,-2.96254945010747e+00°)
1.24424424424424e+05	(-3.62068803246059e+01dB,5.68472802654150e+00°)	(-4.20829528417189e+01dB,-3.17406934243799e+00°)
1.24524524524524e+05	(-3.61574438489918e+01dB,5.39785423744361e+00°)	(-4.20403257331958e+01dB,-3.38615629925119e+00°)
1.24624624624624e+05	(-3.61080835478416e+01dB,5.11013927628445e+00°)	(-4.19977217555304e+01dB,-3.59881017613296e+00°)
1.24724724724724e+05	(-3.60588000175890e+01dB,4.82158563998394e+00°)	(-4.19551411315319e+01dB,-3.81203080242071e+00°)
1.24824824824824e+05	(-3.60095938474117e+01dB,4.53219588066799e+00°)	(-4.19125840797140e+01dB,-4.02581798165681e+00°)
1.24924924924925e+05	(-3.59604656190134e+01dB,4.24197260500291e+00°)	(-4.18700508141432e+01dB,-4.24017149206972e+00°)
1.25025025025025e+05	(-3.59114159064068e+01dB,3.95091847349375e+00°)	(-4.18275415442866e+01dB,-4.45509108708323e+00°)
1.25125125125125e+05	(-3.58624452756962e+01dB,3.65903619974726e+00°)	(-4.17850564748600e+01dB,-4.67057649585395e+00°)
1.25225225225225e+05	(-3.58135542848610e+01dB,3.36632854969793e+00°)	(-4.17425958056761e+01dB,-4.88662742383781e+00°)
1.25325325325325e+05	(-3.57647434835392e+01dB,3.07279834079790e+00°)	(-4.17001597314926e+01dB,-5.10324355338546e+00°)
1.25425425425425e+05	(-3.57160134128122e+01dB,2.77844844117029e+00°)	(-4.16577484418610e+01dB,-5.32042454436664e+00°)
1.25525525525525e+05	(-3.56673646049897e+01dB,2.48328176872539e+00°)	(-4.16153621209760e+01dB,-5.53817003482419e+00°)
1.25625625625625e+05	(-3.56187975833961e+01dB,2.18730129023973e+00°)	(-4.15730009475244e+01dB,-5.75647964165780e+00°)
1.25725725725725e+05	(-3.55703128621576e+01dB,1.89051002039774e+00°)	(-4.15306650945361e+01dB,-5.97535296133754e+00°)
1.25825825825825e+05	(-3.55219109459908e+01dB,1.59291102079619e+00°)	(-4.14883547292346e+01dB,-6.19478957064744e+00°)
1.25925925925926e+05	(-3.54735923299920e+01dB,1.29450739891099e+00°)	(-4.14460700128892e+01dB,-6.41478902745916e+00°)
1.26026026026026e+05	(-3.54253574994287e+01dB,9.95302307025634e-01°)	(-4.14038111006679e+01dB,-6.63535087153660e+00°)
1.26126126126126e+05	(-3.53772069295324e+01dB,6.95298941122847e-01°)	(-4.13615781414911e+01dB,-6.85647462537027e+00°)
1.26226226226226e+05	(-3.53291410852927e+01dB,3.94500539737313e-01°)	(-4.13193712778868e+01dB,-7.07815979504291e+00°)
1.26326326326326e+05	(-3.52811604212542e+01dB,9.29103827711571e-02°)	(-4.12771906458475e+01dB,-7.30040587112542e+00°)
1.26426426426426e+05	(-3.52332653813145e+01dB,-2.09468209728837e-01°)	(-4.12350363746877e+01dB,-7.52321232960387e+00°)
1.26526526526526e+05	(-3.51854563985247e+01dB,-5.12631878832260e-01°)	(-4.11929085869036e+01dB,-7.74657863283724e+00°)
1.26626626626626e+05	(-3.51377338948927e+01dB,-8.16577228023566e-01°)	(-4.11508073980345e+01dB,-7.97050423054617e+00°)
1.26726726726726e+05	(-3.50900982811881e+01dB,-1.12130082453904e+00°)	(-4.11087329165255e+01dB,-8.19498856083248e+00°)
1.26826826826826e+05	(-3.50425499567498e+01dB,-1.42679920074112e+00°)	(-4.10666852435926e+01dB,-8.42003105122968e+00°)
1.26926926926927e+05	(-3.49950893092975e+01dB,-1.73306885553097e+00°)	(-4.10246644730898e+01dB,-8.64563111978437e+00°)
1.27027027027027e+05	(-3.49477167147443e+01dB,-2.04010625579860e+00°)	(-4.09826706913780e+01dB,-8.87178817616867e+00°)
1.27127127127127e+05	(-3.49004325370136e+01dB,-2.34790783791023e+00°)	(-4.09407039771969e+01dB,-9.09850162282296e+00°)
1.27227227227227e+05	(-3.48532371278589e+01dB,-2.65647000923359e+00°)	(-4.08987644015386e+01dB,-9.32577085613000e+00°)
1.27327327327327e+05	(-3.48061308266866e+01dB,-2.96578914969985e+00°)	(-4.08568520275241e+01dB,-9.55359526761890e+00°)
1.27427427427427e+05	(-3.47591139603823e+01dB,-3.27586161340305e+00°)	(-4.08149669102825e+01dB,-9.78197424520037e+00°)
1.27527527527527e+05	(-3.47121868431415e+01dB,-3.58668373023584e+00°)	(-4.07731090968331e+01dB,-1.00109071744314e+01°)
1.27627627627627e+05	(-3.46653497763027e+01dB,-3.89825180756188e+00°)	(-4.07312786259698e+01dB,-1.02403934398109e+01°)
1.27727727727727e+05	(-3.46186030481859e+01dB,-4.21056213192472e+00°)	(-4.06894755281498e+01dB,-1.04704324261048e+01°)
1.27827827827827e+05	(-3.45719469339335e+01dB,-4.52361097079222e+00°)	(-4.06476998253837e+01dB,-1.07010235197013e+01°)
1.27927927927928e+05	(-3.45253816953572e+01dB,-4.83739457433664e+00°)	(-4.06059515311306e+01dB,-1.09321661099948e+01°)
1.28028028028028e+05	(-3.44789075807877e+01dB,-5.15190917724983e+00°)	(-4.05642306501959e+01dB,-1.11638595908005e+01°)
1.28128128128128e+05	(-3.44325248249296e+01dB,-5.46715100059373e+00°)	(-4.05225371786323e+01dB,-1.13961033617965e+01°)
1.28228228228228e+05	(-3.43862336487211e+01dB,-5.78311625368475e+00°)	(-4.04808711036449e+01dB,-1.16288968299958e+01°)
1.28328328328328e+05	(-3.43400342591980e+01dB,-6.09980113601235e+00°)	(-4.04392324035003e+01dB,-1.18622394112458e+01°)
1.28428428428428e+05	(-3.42939268493625e+01dB,-6.41720183919128e+00°)	(-4.03976210474391e+01dB,-1.20961305317563e+01°)
1.28528528528528e+05	(-3.42479115980581e+01dB,-6.73531454894659e+00°)	(-4.03560369955927e+01dB,-1.23305696296551e+01°)
1.28628628628628e+05	(-3.42019886698479e+01dB,-7.05413544713152e+00°)	(-4.03144801989044e+01dB,-1.25655561565711e+01°)
1.28728728728728e+05	(-3.41561582149000e+01dB,-7.37366071377766e+00°)	(-4.02729505990541e+01dB,-1.28010895792437e+01°)
1.28828828828828e+05	(-3.41104203688773e+01dB,-7.69388652917564e+00°)	(-4.02314481283885e+01dB,-1.30371693811595e+01°)
1.28928928928929e+05	(-3.40647752528331e+01dB,-8.01480907598781e+00°)	(-4.01899727098547e+01dB,-1.32737950642146e+01°)
1.29029029029029e+05	(-3.40192229731124e+01dB,-8.33642454139082e+00°)	(-4.01485242569391e+01dB,-1.35109661504021e+01°)
1.29129129129129e+05	(-3.39737636212593e+01dB,-8.65872911924805e+00°)	(-4.01071026736108e+01dB,-1.37486821835261e+01°)
1.29229229229229e+05	(-3.39283972739301e+01dB,-8.98171901231096e+00°)	(-4.00657078542699e+01dB,-1.39869427309389e+01°)
1.29329329329329e+05	(-3.38831239928123e+01dB,-9.30539043444905e+00°)	(-4.00243396837005e+01dB,-1.42257473853027e+01°)
1.29429429429429e+05	(-3.38379438245505e+01dB,-9.62973961290781e+00°)	(-3.99829980370294e+01dB,-1.44650957663760e+01°)
1.29529529529529e+05	(-3.37928568006779e+01dB,-9.95476279059350e+00°)	(-3.99416827796890e+01dB,-1.47049875228213e+01°)
1.29629629629629e+05	(-3.37478629375546e+01dB,-1.02804562283844e+01°)	(-3.99003937673866e+01dB,-1.49454223340367e+01°)
1.29729729729729e+05	(-3.37029622363124e+01dB,-1.06068162074679e+01°)	(-3.98591308460778e+01dB,-1.51863999120091e+01°)
1.29829829829829e+05	(-3.36581546828064e+01dB,-1.09338390317020e+01°)	(-3.98178938519468e+01dB,-1.54279200031882e+01°)
1.29929929929929e+05	(-3.36134402475733e+01dB,-1.12615210300024e+01°)	(-3.97766826113910e+01dB,-1.56699823903821e+01°)
1.30030030030030e+05	(-3.35688188857965e+01dB,-1.15898585587509e+01°)	(-3.97354969410119e+01dB,-1.59125868946725e+01°)
1.30130130130130e+05	(-3.35242905372782e+01dB,-1.19188480042283e+01°)	(-3.96943366476119e+01dB,-1.61557333773498e+01°)
1.30230230230230e+05	(-3.34798551264190e+01dB,-1.22484857850678e+01°)	(-3.96532015281965e+01dB,-1.63994217418662e+01°)
1.30330330330330e+05	(-3.34355125622043e+01dB,-1.25787683547307e+01°)	(-3.96120913699826e+01dB,-1.66436519358087e+01°)
1.30430430430430e+05	(-3.33912627381978e+01dB,-1.29096922040012e+01°)	(-3.95710059504132e+01dB,-1.68884239528875e+01°)
1.30530530530530e+05	(-3.33471055325433e+01dB,-1.32412538635008e+01°)	(-3.95299450371776e+01dB,-1.71337378349435e+01°)
1.30630630630630e+05	(-3.33030408079729e+01dB,-1.35734499062212e+01°)	(-3.94889083882384e+01dB,-1.73795936739699e+01°)
1.30730730730730e+05	(-3.32590684118236e+01dB,-1.39062769500754e+01°)	(-3.94478957518642e+01dB,-1.76259916141508e+01°)
1.30830830830830e+05	(-3.32151881760609e+01dB,-1.42397316604647e+01°)	(-3.94069068666694e+01dB,-1.78729318539144e+01°)
1.30930930930930e+05	(-3.31713999173110e+01dB,-1.45738107528623e+01°)	(-3.93659414616595e+01dB,-1.81204146479995e+01°)
1.31031031031031e+05	(-3.31277034368999e+01dB,-1.49085109954108e+01°)	(-3.93249992562838e+01dB,-1.83684403095358e+01°)
1.31131131131131e+05	(-3.30840985209011e+01dB,-1.52438292115350e+01°)	(-3.92840799604944e+01dB,-1.86170092121371e+01°)
1.31231231231231e+05	(-3.30405849401908e+01dB,-1.55797622825676e+01°)	(-3.92431832748112e+01dB,-1.88661217920065e+01°)
1.31331331331331e+05	(-3.29971624505115e+01dB,-1.59163071503863e+01°)	(-3.92023088903948e+01dB,-1.91157785500517e+01°)
1.31431431431431e+05	(-3.29538307925435e+01dB,-1.62534608200631e+01°)	(-3.91614564891253e+01dB,-1.93659800540122e+01°)
1.31531531531531e+05	(-3.29105896919847e+01dB,-1.65912203625239e+01°)	(-3.91206257436883e+01dB,-1.96167269405949e+01°)
1.31631631631631e+05	(-3.28674388596386e+01dB,-1.69295829172171e+01°)	(-3.90798163176677e+01dB,-1.98680199176196e+01°)
1.31731731731731e+05	(-3.28243779915105e+01dB,-1.72685456947917e+01°)	(-3.90390278656455e+01dB,-2.01198597661721e+01°)
1.31831831831831e+05	(-3.27814067689126e+01dB,-1.76081059797816e+01°)	(-3.89982600333086e+01dB,-2.03722473427648e+01°)
1.31931931931931e+05	(-3.27385248585763e+01dB,-1.79482611332984e+01°)	(-3.89575124575629e+01dB,-2.06251835815041e+01°)
1.32032032032032e+05	(-3.26957319127746e+01dB,-1.82890085957280e+01°)	(-3.89167847666541e+01dB,-2.08786694962636e+01°)
1.32132132132132e+05	(-3.26530275694515e+01dB,-1.86303458894340e+01°)	(-3.88760765802960e+01dB,-2.11327061828628e+01°)
1.32232232232232e+05	(-3.26104114523610e+01dB,-1.89722706214635e+01°)	(-3.88353875098062e+01dB,-2.13872948212495e+01°)
1.32332332332332e+05	(-3.25678831712143e+01dB,-1.93147804862562e+01°)	(-3.87947171582482e+01dB,-2.16424366776862e+01°)
1.32432432432432e+05	(-3.25254423218355e+01dB,-1.96578732683561e+01°)	(-3.87540651205824e+01dB,-2.18981331069399e+01°)
1.32532532532532e+05	(-3.24830884863263e+01dB,-2.00015468451241e+01°)	(-3.87134309838225e+01dB,-2.21543855544728e+01°)
1.32632632632632e+05	(-3.24408212332395e+01dB,-2.03457991894502e+01°)	(-3.86728143272010e+01dB,-2.24111955586360e+01°)
1.32732732732732e+05	(-3.23986401177604e+01dB,-2.06906283724655e+01°)	(-3.86322147223410e+01dB,-2.26685647528620e+01°)
1.32832832832832e+05	(-3.23565446818985e+01dB,-2.10360325662526e+01°)	(-3.85916317334365e+01dB,-2.29264948678586e+01°)
1.32932932932932e+05	(-3.23145344546864e+01dB,-2.13820100465534e+01°)	(-3.85510649174388e+01dB,-2.31849877338013e+01°)
1.33033033033033e+05	(-3.22726089523887e+01dB,-2.17285591954729e+01°)	(-3.85105138242522e+01dB,-2.34440452825241e+01°)
1.33133133133133e+05	(-3.22307676787194e+01dB,-2.20756785041791e+01°)	(-3.84699779969358e+01dB,-2.37036695497078e+01°)
1.33233233233233e+05	(-3.21890101250679e+01dB,-2.24233665755981e+01°)	(-3.84294569719137e+01dB,-2.39638626770663e+01°)
1.33333333333333e+05	(-3.21473357707346e+01dB,-2.27716221271020e+01°)	(-3.83889502791924e+01dB,-2.42246269145270e+01°)
1.33433433433433e+05	(-3.21057440831747e+01dB,-2.31204439931905e+01°)	(-3.83484574425867e+01dB,-2.44859646224097e+01°)
1.33533533533533e+05	(-3.20642345182515e+01dB,-2.34698311281643e+01°)	(-3.83079779799521e+01dB,-2.47478782735970e+01°)
1.33633633633633e+05	(-3.20228065204985e+01dB,-2.38197826087900e+01°)	(-3.82675114034260e+01dB,-2.50103704557016e+01°)
1.33733733733733e+05	(-3.19814595233906e+01dB,-2.41702976369549e+01°)	(-3.82270572196761e+01dB,-2.52734438732253e+01°)
1.33833833833833e+05	(-3.19401929496240e+01dB,-2.45213755423122e+01°)	(-3.81866149301569e+01dB,-2.55371013497115e+01°)
1.33933933933933e+05	(-3.18990062114057e+01dB,-2.48730157849134e+01°)	(-3.81461840313737e+01dB,-2.58013458298891e+01°)
1.34034034034034e+05	(-3.18578987107517e+01dB,-2.52252179578300e+01°)	(-3.81057640151550e+01dB,-2.60661803818083e+01°)
1.34134134134134e+05	(-3.18168698397940e+01dB,-2.55779817897620e+01°)	(-3.80653543689319e+01dB,-2.63316081989669e+01°)
1.34234234234234e+05	(-3.17759189810977e+01dB,-2.59313071476310e+01°)	(-3.80249545760266e+01dB,-2.65976326024263e+01°)
1.34334334334334e+05	(-3.17350455079861e+01dB,-2.62851940391611e+01°)	(-3.79845641159478e+01dB,-2.68642570429168e+01°)
1.34434434434434e+05	(-3.16942487848753e+01dB,-2.66396426154426e+01°)	(-3.79441824646949e+01dB,-2.71314851029326e+01°)
1.34534534534534e+05	(-3.16535281676185e+01dB,-2.69946531734801e+01°)	(-3.79038090950695e+01dB,-2.73993204988127e+01°)
1.34634634634634e+05	(-3.16128830038586e+01dB,-2.73502261587235e+01°)	(-3.78634434769955e+01dB,-2.76677670828118e+01°)
1.34734734734734e+05	(-3.15723126333906e+01dB,-2.77063621675814e+01°)	(-3.78230850778469e+01dB,-2.79368288451553e+01°)
1.34834834834834e+05	(-3.15318163885333e+01dB,-2.80630619499151e+01°)	(-3.77827333627841e+01dB,-2.82065099160819e+01°)
1.34934934934934e+05	(-3.14913935945091e+01dB,-2.84203264115146e+01°)	(-3.77423877950982e+01dB,-2.84768145678717e+01°)
1.35035035035035e+05	(-3.14510435698348e+01dB,-2.87781566165535e+01°)	(-3.77020478365632e+01dB,-2.87477472168578e+01°)
1.35135135135135e+05	(-3.14107656267204e+01dB,-2.91365537900229e+01°)	(-3.76617129477969e+01dB,-2.90193124254235e+01°)
1.35235235235235e+05	(-3.13705590714776e+01dB,-2.94955193201441e+01°)	(-3.76213825886300e+01dB,-2.92915149039816e+01°)
1.35335335335335e+05	(-3.13304232049374e+01dB,-2.98550547607591e+01°)	(-3.75810562184832e+01dB,-2.95643595129381e+01°)
1.35435435435435e+05	(-3.12903573228777e+01dB,-3.02151618336970e+01°)	(-3.75407332967528e+01dB,-2.98378512646364e+01°)
1.35535535535535e+05	(-3.12503607164594e+01dB,-3.05758424311176e+01°)	(-3.75004132832051e+01dB,-3.01119953252842e+01°)
1.35635635635635e+05	(-3.12104326726728e+01dB,-3.09370986178291e+01°)	(-3.74600956383789e+01dB,-3.03867970168611e+01°)
1.35735735735735e+05	(-3.11705724747924e+01dB,-3.12989326335817e+01°)	(-3.74197798239965e+01dB,-3.06622618190062e+01°)
1.35835835835835e+05	(-3.11307794028426e+01dB,-3.16613468953340e+01°)	(-3.73794653033834e+01dB,-3.09383953708858e+01°)
1.35935935935935e+05	(-3.10910527340715e+01dB,-3.20243439994926e+01°)	(-3.73391515418969e+01dB,-3.12152034730391e+01°)
1.36036036036036e+05	(-3.10513917434351e+01dB,-3.23879267241244e+01°)	(-3.72988380073628e+01dB,-3.14926920892034e+01°)
1.36136136136136e+05	(-3.10117957040912e+01dB,-3.27520980311397e+01°)	(-3.72585241705214e+01dB,-3.17708673481158e+01°)
1.36236236236236e+05	(-3.09722638879024e+01dB,-3.31168610684472e+01°)	(-3.72182095054824e+01dB,-3.20497355452928e+01°)
1.36336336336336e+05	(-3.09327955659491e+01dB,-3.34822191720773e+01°)	(-3.71778934901881e+01dB,-3.23293031447851e+01°)
1.36436436436436e+05	(-3.08933900090527e+01dB,-3.38481758682761e+01°)	(-3.71375756068863e+01dB,-3.26095767809089e+01°)
1.36536536536536e+05	(-3.08540464883078e+01dB,-3.42147348755664e+01°)	(-3.70972553426118e+01dB,-3.28905632599507e+01°)
1.36636636636636e+05	(-3.08147642756252e+01dB,-3.45819001067774e+01°)	(-3.70569321896772e+01dB,-3.31722695618479e+01°)
1.36736736736736e+05	(-3.07755426442840e+01dB,-3.49496756710401e+01°)	(-3.70166056461735e+01dB,-3.34547028418407e+01°)
1.36836836836836e+05	(-3.07363808694945e+01dB,-3.53180658757488e+01°)	(-3.69762752164789e+01dB,-3.37378704320977e+01°)
1.36936936936936e+05	(-3.06972782289709e+01dB,-3.56870752284880e+01°)	(-3.69359404117778e+01dB,-3.40217798433129e+01°)
1.37037037037036e+05	(-3.06582340035137e+01dB,-3.60567084389225e+01°)	(-3.68956007505899e+01dB,-3.43064387662733e+01°)
1.37137137137137e+05	(-3.06192474776037e+01dB,-3.64269704206510e+01°)	(-3.68552557593072e+01dB,-3.45918550733964e+01°)
1.37237237237237e+05	(-3.05803179400047e+01dB,-3.67978662930222e+01°)	(-3.68149049727427e+01dB,-3.48780368202372e+01°)
1.37337337337337e+05	(-3.05414446843782e+01dB,-3.71694013829112e+01°)	(-3.67745479346880e+01dB,-3.51649922469624e+01°)
1.37437437437437e+05	(-3.05026270099073e+01dB,-3.75415812264566e+01°)	(-3.67341841984805e+01dB,-3.54527297797930e+01°)
1.37537537537537e+05	(-3.04638642219326e+01dB,-3.79144115707572e+01°)	(-3.66938133275818e+01dB,-3.57412580324119e+01°)
1.37637637637637e+05	(-3.04251556325974e+01dB,-3.82878983755256e+01°)	(-3.66534348961655e+01dB,-3.60305858073378e+01°)
1.37737737737737e+05	(-3.03865005615053e+01dB,-3.86620478146993e+01°)	(-3.66130484897156e+01dB,-3.63207220972612e+01°)
1.37837837837837e+05	(-3.03478983363876e+01dB,-3.90368662780078e+01°)	(-3.65726537056359e+01dB,-3.66116760863456e+01°)
1.37937937937937e+05	(-3.03093482937823e+01dB,-3.94123603724938e+01°)	(-3.65322501538689e+01dB,-3.69034571514891e+01°)
1.38038038038037e+05	(-3.02708497797242e+01dB,-3.97885369239883e+01°)	(-3.64918374575269e+01dB,-3.71960748635469e+01°)
1.38138138138138e+05	(-3.02324021504465e+01dB,-4.01654029785364e+01°)	(-3.64514152535331e+01dB,-3.74895389885123e+01°)
1.38238238238238e+05	(-3.01940047730941e+01dB,-4.05429658037754e+01°)	(-3.64109831932738e+01dB,-3.77838594886569e+01°)
1.38338338338338e+05	(-3.01556570264475e+01dB,-4.09212328902609e+01°)	(-3.63705409432628e+01dB,-3.80790465236263e+01°)
1.38438438438438e+05	(-3.01173583016600e+01dB,-4.13002119527415e+01°)	(-3.63300881858160e+01dB,-3.83751104514913e+01°)
1.38538538538538e+05	(-3.00791080030054e+01dB,-4.16799109313785e+01°)	(-3.62896246197385e+01dB,-3.86720618297522e+01°)
1.38638638638638e+05	(-3.00409055486385e+01dB,-4.20603379929121e+01°)	(-3.62491499610230e+01dB,-3.89699114162956e+01°)
1.38738738738738e+05	(-3.00027503713680e+01dB,-4.24415015317683e+01°)	(-3.62086639435601e+01dB,-3.92686701703005e+01°)
1.38838838838838e+05	(-2.99646419194411e+01dB,-4.28234101711091e+01°)	(-3.61681663198614e+01dB,-3.95683492530945e+01°)
1.38938938938938e+05	(-2.99265796573408e+01dB,-4.32060727638205e+01°)	(-3.61276568617939e+01dB,-3.98689600289549e+01°)
1.39039039039038e+05	(-2.98885630665964e+01dB,-4.35894983934388e+01°)	(-3.60871353613277e+01dB,-4.01705140658555e+01°)
1.39139139139139e+05	(-2.98505916466064e+01dB,-4.39736963750120e+01°)	(-3.60466016312958e+01dB,-4.04730231361561e+01°)
1.39239239239239e+05	(-2.98126649154744e+01dB,-4.43586762558950e+01°)	(-3.60060555061670e+01dB,-4.07764992172327e+01°)
1.39339339339339e+05	(-2.97747824108581e+01dB,-4.47444478164754e+01°)	(-3.59654968428322e+01dB,-4.10809544920460e+01°)
1.39439439439439e+05	(-2.97369436908322e+01dB,-4.51310210708287e+01°)	(-3.59249255214034e+01dB,-4.13864013496454e+01°)
1.39539539539539e+05	(-2.96991483347645e+01dB,-4.55184062672998e+01°)	(-3.58843414460259e+01dB,-4.16928523856089e+01°)
1.39639639639639e+05	(-2.96613959442054e+01dB,-4.59066138890089e+01°)	(-3.58437445457055e+01dB,-4.20003204024115e+01°)
1.39739739739739e+05	(-2.96236861437916e+01dB,-4.62956546542790e+01°)	(-3.58031347751478e+01dB,-4.23088184097245e+01°)
1.39839839839839e+05	(-2.95860185821641e+01dB,-4.66855395169813e+01°)	(-3.57625121156126e+01dB,-4.26183596246398e+01°)
1.39939939939939e+05	(-2.95483929328998e+01dB,-4.70762796667970e+01°)	(-3.57218765757824e+01dB,-4.29289574718167e+01°)
1.40040040040039e+05	(-2.95108088954585e+01dB,-4.74678865293935e+01°)	(-3.56812281926449e+01dB,-4.32406255835501e+01°)
1.40140140140140e+05	(-2.94732661961429e+01dB,-4.78603717665079e+01°)	(-3.56405670323907e+01dB,-4.35533777997551e+01°)
1.40240240240240e+05	(-2.94357645890754e+01dB,-4.82537472759398e+01°)	(-3.55998931913253e+01dB,-4.38672281678647e+01°)
1.40340340340340e+05	(-2.93983038571879e+01dB,-4.86480251914454e+01°)	(-3.55592067967962e+01dB,-4.41821909426384e+01°)
1.40440440440440e+05	(-2.93608838132279e+01dB,-4.90432178825334e+01°)	(-3.55185080081356e+01dB,-4.44982805858783e+01°)
1.40540540540540e+05	(-2.93235043007796e+01dB,-4.94393379541555e+01°)	(-3.54777970176177e+01dB,-4.48155117660469e+01°)
1.40640640640640e+05	(-2.92861651953000e+01dB,-4.98363982462904e+01°)	(-3.54370740514325e+01dB,-4.51338993577851e+01°)
1.40740740740740e+05	(-2.92488664051714e+01dB,-5.02344118334164e+01°)	(-3.53963393706740e+01dB,-4.54534584413255e+01°)
1.40840840840840e+05	(-2.92116078727683e+01dB,-5.06333920238676e+01°)	(-3.53555932723460e+01dB,-4.57742043017966e+01°)
1.40940940940940e+05	(-2.91743895755416e+01dB,-5.10333523590711e+01°)	(-3.53148360903820e+01dB,-4.60961524284135e+01°)
