time	I(Ls1)	I(Ls2)
2.088894029442841e-06	1.910588e+00	1.316697e+00
2.118894029442663e-06	2.030133e+00	1.386635e+00
2.148894029442485e-06	2.150344e+00	1.457591e+00
2.188894029442248e-06	2.312274e+00	1.554256e+00
2.228894029442010e-06	2.474019e+00	1.651698e+00
2.268894029441772e-06	2.635577e+00	1.749919e+00
2.308894029441535e-06	2.796950e+00	1.848918e+00
2.348894029441297e-06	2.958136e+00	1.948695e+00
2.388894029441060e-06	3.119136e+00	2.049250e+00
2.428894029440822e-06	3.279951e+00	2.150583e+00
2.437465458012200e-06	3.314067e+00	2.172152e+00
2.446036886583577e-06	3.348108e+00	2.193704e+00
2.454608315154955e-06	3.382071e+00	2.215238e+00
2.463179743726333e-06	3.415958e+00	2.236755e+00
2.471751172297711e-06	3.449768e+00	2.258255e+00
2.480322600869088e-06	3.483502e+00	2.279737e+00
2.488894029440466e-06	3.517159e+00	2.301202e+00
2.508894029440347e-06	3.595319e+00	2.351158e+00
2.540322600868732e-06	3.717499e+00	2.429638e+00
2.571751172297117e-06	3.837742e+00	2.507152e+00
2.603179743725501e-06	3.956047e+00	2.583701e+00
2.634608315153886e-06	4.072415e+00	2.659283e+00
2.666036886582271e-06	4.186846e+00	2.733899e+00
2.697465458010656e-06	4.299340e+00	2.807549e+00
2.728894029439041e-06	4.409896e+00	2.880233e+00
2.751751172296048e-06	4.488543e+00	2.932046e+00
2.774608315153055e-06	4.565593e+00	2.982875e+00
2.797465458010062e-06	4.641047e+00	3.032721e+00
2.820322600867069e-06	4.714905e+00	3.081582e+00
2.843179743724076e-06	4.787167e+00	3.129460e+00
2.866036886581083e-06	4.857833e+00	3.176354e+00
2.888894029438090e-06	4.926903e+00	3.222265e+00
2.898894029438031e-06	4.956475e+00	3.241920e+00
2.918894029437912e-06	5.014545e+00	3.280533e+00
2.951751172294860e-06	5.107199e+00	3.342262e+00
2.984608315151808e-06	5.195234e+00	3.400835e+00
3.017465458008756e-06	5.278651e+00	3.456252e+00
3.050322600865703e-06	5.357449e+00	3.508515e+00
3.083179743722651e-06	5.431629e+00	3.557621e+00
3.116036886579598e-06	5.501190e+00	3.603573e+00
3.148894029436546e-06	5.566133e+00	3.646369e+00
3.158894029436487e-06	5.584729e+00	3.658549e+00
3.178894029436368e-06	5.620448e+00	3.681869e+00
3.200322600864812e-06	5.656608e+00	3.705375e+00
3.221751172293256e-06	5.690327e+00	3.727123e+00
3.243179743721700e-06	5.721605e+00	3.747113e+00
3.264608315150145e-06	5.750443e+00	3.765345e+00
3.286036886578589e-06	5.776839e+00	3.781819e+00
3.307465458007033e-06	5.800794e+00	3.796535e+00
3.328894029435477e-06	5.822309e+00	3.809493e+00
3.350322600863921e-06	5.841225e+00	3.820555e+00
3.371751172292366e-06	5.857439e+00	3.829625e+00
3.393179743720810e-06	5.870951e+00	3.836703e+00
3.414608315149254e-06	5.881762e+00	3.841789e+00
3.436036886577698e-06	5.889870e+00	3.844883e+00
3.457465458006142e-06	5.895276e+00	3.845985e+00
3.478894029434586e-06	5.897981e+00	3.845096e+00
3.503179743720156e-06	5.897639e+00	3.841554e+00
3.527465458005727e-06	5.893561e+00	3.835207e+00
3.551751172291297e-06	5.885746e+00	3.826056e+00
3.576036886576867e-06	5.874195e+00	3.814100e+00
3.600322600862437e-06	5.858908e+00	3.799339e+00
3.624608315148007e-06	5.839884e+00	3.781773e+00
3.648894029433577e-06	5.817123e+00	3.761403e+00
3.711751172290346e-06	5.740195e+00	3.695155e+00
3.774608315147116e-06	5.637041e+00	3.608813e+00
3.837465458003885e-06	5.507663e+00	3.502378e+00
3.900322600860655e-06	5.352059e+00	3.375850e+00
3.963179743717425e-06	5.170230e+00	3.229229e+00
4.026036886574195e-06	4.962176e+00	3.062514e+00
4.088894029430964e-06	4.727898e+00	2.875705e+00
4.117465458002222e-06	4.612915e+00	2.784180e+00
4.146036886573482e-06	4.492884e+00	2.688757e+00
4.174608315144741e-06	4.367805e+00	2.589437e+00
4.203179743715999e-06	4.237678e+00	2.486220e+00
4.231751172287259e-06	4.102503e+00	2.379105e+00
4.260322600858517e-06	3.962281e+00	2.268094e+00
4.288894029429776e-06	3.817010e+00	2.153185e+00
4.298894029429717e-06	3.765092e+00	2.112140e+00
4.308894029429657e-06	3.712593e+00	2.070646e+00
4.328894029429538e-06	3.605863e+00	1.986324e+00
4.358894029429360e-06	3.441503e+00	1.856556e+00
4.404608315143375e-06	3.180139e+00	1.650349e+00
4.450322600857389e-06	2.908836e+00	1.436577e+00
4.496036886571403e-06	2.627594e+00	1.215239e+00
4.541751172285418e-06	2.336413e+00	9.863362e-01
4.587465457999431e-06	2.035293e+00	7.498682e-01
4.633179743713446e-06	1.724234e+00	5.058350e-01
4.678894029427460e-06	1.403237e+00	2.542365e-01
4.708894029427282e-06	1.189160e+00	8.666232e-02
4.718894029427222e-06	1.117222e+00	3.079762e-02
4.724530090296315e-06	1.077193e+00	2.311687e-03
4.728629233096250e-06	1.048948e+00	-1.406029e-02
4.728636511593717e-06	1.048900e+00	-1.407910e-02
4.749335341017954e-06	9.151296e-01	-5.076935e-02
4.770034170442193e-06	7.800582e-01	-8.851529e-02
4.790732999866431e-06	6.436860e-01	-1.273169e-01
4.811431829290668e-06	5.060128e-01	-1.671742e-01
4.832130658714906e-06	3.670388e-01	-2.080872e-01
4.852829488139144e-06	2.267639e-01	-2.500559e-01
4.873528317563382e-06	8.518808e-02	-2.930803e-01
4.883528317563323e-06	2.002017e-02	-3.134292e-01
4.889161380450995e-06	-1.122751e-02	-3.237945e-01
4.889171873692253e-06	-1.126890e-02	-3.238102e-01
4.926418172625861e-06	-1.238724e-01	-3.740300e-01
4.963664471559469e-06	-2.397284e-01	-4.272734e-01
5.000910770493076e-06	-3.588371e-01	-4.835404e-01
5.038157069426685e-06	-4.811983e-01	-5.428310e-01
5.075403368360292e-06	-6.068122e-01	-6.051453e-01
5.112649667293900e-06	-7.356787e-01	-6.704832e-01
5.149895966227508e-06	-8.677977e-01	-7.388447e-01
5.172753109084514e-06	-9.501493e-01	-7.821210e-01
5.195610251941522e-06	-1.033384e+00	-8.263326e-01
5.218467394798529e-06	-1.117502e+00	-8.714797e-01
5.241324537655536e-06	-1.202503e+00	-9.175622e-01
5.264181680512543e-06	-1.288387e+00	-9.645802e-01
5.287038823369551e-06	-1.375154e+00	-1.012533e+00
5.309895966226557e-06	-1.462805e+00	-1.061422e+00
5.332753109083564e-06	-1.551195e+00	-1.111157e+00
5.355610251940572e-06	-1.640126e+00	-1.161593e+00
5.378467394797578e-06	-1.729597e+00	-1.212730e+00
5.401324537654586e-06	-1.819609e+00	-1.264567e+00
5.424181680511593e-06	-1.910161e+00	-1.317104e+00
5.447038823368600e-06	-2.001254e+00	-1.370342e+00
5.469895966225607e-06	-2.092886e+00	-1.424281e+00
5.511324537653933e-06	-2.260500e+00	-1.523979e+00
5.552753109082258e-06	-2.427995e+00	-1.624572e+00
5.594181680510583e-06	-2.595373e+00	-1.726062e+00
5.635610251938909e-06	-2.762634e+00	-1.828449e+00
5.677038823367234e-06	-2.929776e+00	-1.931731e+00
5.718467394795559e-06	-3.096801e+00	-2.035910e+00
5.759895966223885e-06	-3.263709e+00	-2.140985e+00
5.769895966223825e-06	-3.303579e+00	-2.166174e+00
5.779895966223766e-06	-3.343344e+00	-2.191339e+00
5.789895966223707e-06	-3.383005e+00	-2.216480e+00
5.799895966223647e-06	-3.422560e+00	-2.241596e+00
5.809895966223588e-06	-3.462011e+00	-2.266688e+00
5.819895966223529e-06	-3.501356e+00	-2.291756e+00
5.829895966223469e-06	-3.540597e+00	-2.316799e+00
5.859895966223291e-06	-3.657504e+00	-2.391637e+00
5.894181680508802e-06	-3.790122e+00	-2.477042e+00
5.928467394794312e-06	-3.920254e+00	-2.561149e+00
5.962753109079823e-06	-4.047902e+00	-2.643959e+00
5.997038823365334e-06	-4.173065e+00	-2.725471e+00
6.031324537650845e-06	-4.295742e+00	-2.805686e+00
6.065610251936355e-06	-4.415935e+00	-2.884604e+00
6.099895966221866e-06	-4.533642e+00	-2.962224e+00
6.144181680507317e-06	-4.681205e+00	-3.059933e+00
6.188467394792768e-06	-4.821560e+00	-3.152919e+00
6.232753109078220e-06	-4.954708e+00	-3.241184e+00
6.277038823363671e-06	-5.080649e+00	-3.324726e+00
6.321324537649122e-06	-5.199382e+00	-3.403547e+00
6.365610251934573e-06	-5.310908e+00	-3.477645e+00
6.409895966220025e-06	-5.415227e+00	-3.547021e+00
6.429895966219906e-06	-5.458944e+00	-3.575923e+00
6.439895966219846e-06	-5.480116e+00	-3.589897e+00
6.459895966219728e-06	-5.521061e+00	-3.616868e+00
6.481324537648172e-06	-5.562937e+00	-3.644387e+00
6.502753109076616e-06	-5.602477e+00	-3.670242e+00
6.524181680505060e-06	-5.639681e+00	-3.694430e+00
6.545610251933505e-06	-5.674549e+00	-3.716954e+00
6.567038823361949e-06	-5.707081e+00	-3.737812e+00
6.588467394790392e-06	-5.737278e+00	-3.757005e+00
6.609895966218837e-06	-5.765138e+00	-3.774532e+00
6.629895966218718e-06	-5.788797e+00	-3.789181e+00
6.645610251932911e-06	-5.805884e+00	-3.799606e+00
6.661324537647103e-06	-5.821562e+00	-3.809001e+00
6.677038823361296e-06	-5.835833e+00	-3.817366e+00
6.692753109075487e-06	-5.848695e+00	-3.824700e+00
6.708467394789680e-06	-5.860149e+00	-3.831003e+00
6.724181680503872e-06	-5.870195e+00	-3.836276e+00
6.739895966218065e-06	-5.878833e+00	-3.840519e+00
6.761324537646509e-06	-5.888286e+00	-3.844594e+00
6.782753109074953e-06	-5.894926e+00	-3.846575e+00
6.804181680503397e-06	-5.898753e+00	-3.846462e+00
6.825610251931842e-06	-5.899766e+00	-3.844256e+00
6.847038823360286e-06	-5.897966e+00	-3.839955e+00
6.868467394788730e-06	-5.893353e+00	-3.833561e+00
6.889895966217174e-06	-5.885926e+00	-3.825073e+00
6.931324537645500e-06	-5.863425e+00	-3.802595e+00
6.972753109073824e-06	-5.829646e+00	-3.771555e+00
7.014181680502150e-06	-5.784588e+00	-3.731954e+00
7.055610251930476e-06	-5.728251e+00	-3.683792e+00
7.097038823358801e-06	-5.660636e+00	-3.627069e+00
7.138467394787126e-06	-5.581742e+00	-3.561784e+00
7.179895966215452e-06	-5.491570e+00	-3.487937e+00
7.191324537643956e-06	-5.464622e+00	-3.465964e+00
7.202753109072459e-06	-5.436802e+00	-3.443322e+00
7.214181680500962e-06	-5.408110e+00	-3.420010e+00
7.225610251929466e-06	-5.378545e+00	-3.396029e+00
7.237038823357970e-06	-5.348109e+00	-3.371379e+00
7.248467394786473e-06	-5.316800e+00	-3.346060e+00
7.259895966214977e-06	-5.284620e+00	-3.320072e+00
7.269895966214917e-06	-5.255749e+00	-3.296784e+00
7.289895966214799e-06	-5.196012e+00	-3.248673e+00
7.319895966214620e-06	-5.101430e+00	-3.172679e+00
7.361324537642946e-06	-4.960649e+00	-3.059913e+00
7.402753109071271e-06	-4.808996e+00	-2.938756e+00
7.444181680499596e-06	-4.646469e+00	-2.809208e+00
7.485610251927922e-06	-4.473069e+00	-2.671269e+00
7.527038823356248e-06	-4.288797e+00	-2.524939e+00
7.568467394784572e-06	-4.093651e+00	-2.370217e+00
7.609895966212898e-06	-3.887632e+00	-2.207105e+00
7.619895966212839e-06	-3.836483e+00	-2.166636e+00
7.629895966212779e-06	-3.784747e+00	-2.125715e+00
7.639895966212720e-06	-3.732426e+00	-2.084343e+00
7.659895966212601e-06	-3.626049e+00	-2.000262e+00
7.689895966212423e-06	-3.462204e+00	-1.870843e+00
7.735610251926436e-06	-3.201595e+00	-1.665147e+00
7.781324537640452e-06	-2.930998e+00	-1.451848e+00
7.827038823354465e-06	-2.650414e+00	-1.230946e+00
7.872753109068480e-06	-2.359842e+00	-1.002442e+00
7.918467394782494e-06	-2.059283e+00	-7.663355e-01
7.964181680496509e-06	-1.748736e+00	-5.226264e-01
8.009895966210523e-06	-1.428202e+00	-2.713149e-01
8.039895966210344e-06	-1.214396e+00	-1.039015e-01
8.049895966210285e-06	-1.142429e+00	-4.758602e-02
8.056477024347749e-06	-1.095443e+00	-1.299610e-02
8.060899665488647e-06	-1.064715e+00	5.950382e-03
8.060907635047470e-06	-1.064663e+00	5.972062e-03
8.060923574165118e-06	-1.064560e+00	5.999837e-03
8.081822113905782e-06	-9.295616e-01	4.302919e-02
8.102720653646446e-06	-7.932310e-01	8.113837e-02
8.123619193387110e-06	-6.555683e-01	1.203274e-01
8.144517733127776e-06	-5.165737e-01	1.605962e-01
8.165416272868440e-06	-3.762471e-01	2.019448e-01
8.186314812609105e-06	-2.345885e-01	2.443732e-01
8.207213352349769e-06	-9.159791e-02	2.878815e-01
8.217213352349709e-06	-2.634617e-02	3.082784e-01
8.222707250075349e-06	4.176957e-03	3.184142e-01
8.222717520663982e-06	4.217501e-03	3.184296e-01
8.222738061841248e-06	4.278507e-03	3.184564e-01
8.224234633330068e-06	8.726310e-03	3.204115e-01
8.225731204818889e-06	1.318106e-02	3.223728e-01
8.227227776307709e-06	1.764277e-02	3.243405e-01
8.228724347796531e-06	2.211142e-02	3.263146e-01
8.230220919285352e-06	2.658703e-02	3.282949e-01
8.231717490774172e-06	3.106958e-02	3.302816e-01
8.233214062262992e-06	3.555909e-02	3.322747e-01
8.253214062262874e-06	9.602740e-02	3.593283e-01
8.283214062262696e-06	1.886151e-01	4.015940e-01
8.313214062262517e-06	2.834810e-01	4.459121e-01
8.343214062262339e-06	3.805668e-01	4.922545e-01
8.373214062262161e-06	4.798072e-01	5.405884e-01
8.403214062261983e-06	5.811317e-01	5.908768e-01
8.423214062261864e-06	6.498022e-01	6.254678e-01
8.443214062261745e-06	7.193420e-01	6.608955e-01
8.463214062261627e-06	7.897267e-01	6.971458e-01
8.483214062261508e-06	8.609311e-01	7.342036e-01
8.493214062261448e-06	8.968325e-01	7.530304e-01
8.503214062261389e-06	9.329290e-01	7.720530e-01
8.513214062261330e-06	9.692172e-01	7.912694e-01
8.523214062261270e-06	1.005693e+00	8.106773e-01
8.533214062261211e-06	1.042354e+00	8.302746e-01
8.543214062261151e-06	1.079197e+00	8.500590e-01
8.553214062261092e-06	1.116216e+00	8.700281e-01
8.563214062261033e-06	1.153410e+00	8.901796e-01
8.573214062260973e-06	1.190773e+00	9.105111e-01
8.583214062260914e-06	1.228304e+00	9.310201e-01
8.593214062260855e-06	1.265996e+00	9.517042e-01
8.603214062260795e-06	1.303848e+00	9.725607e-01
8.613214062260736e-06	1.341854e+00	9.935870e-01
8.623214062260676e-06	1.380011e+00	1.014781e+00
8.633214062260617e-06	1.418315e+00	1.036139e+00
8.643214062260558e-06	1.456762e+00	1.057658e+00
8.653214062260498e-06	1.495348e+00	1.079337e+00
8.663214062260439e-06	1.534068e+00	1.101171e+00
8.673214062260379e-06	1.572919e+00	1.123159e+00
8.693214062260261e-06	1.650995e+00	1.167583e+00
8.713214062260142e-06	1.729541e+00	1.212583e+00
8.733214062260023e-06	1.808522e+00	1.258136e+00
8.763214062259845e-06	1.927732e+00	1.327444e+00
8.793214062259667e-06	2.047717e+00	1.397848e+00
8.823214062259489e-06	2.168351e+00	1.469256e+00
8.861785490830688e-06	2.324948e+00	1.562962e+00
8.900356919401887e-06	2.481372e+00	1.657390e+00
8.938928347973086e-06	2.637624e+00	1.752541e+00
8.977499776544287e-06	2.793704e+00	1.848415e+00
9.016071205115487e-06	2.949611e+00	1.945011e+00
9.054642633686686e-06	3.105347e+00	2.042329e+00
9.093214062257885e-06	3.260910e+00	2.140370e+00
9.104642633686389e-06	3.306568e+00	2.169249e+00
9.116071205114893e-06	3.352087e+00	2.198093e+00
9.127499776543397e-06	3.397464e+00	2.226902e+00
9.138928347971899e-06	3.442702e+00	2.255677e+00
9.150356919400402e-06	3.487799e+00	2.284417e+00
9.161785490828906e-06	3.532755e+00	2.313123e+00
9.173214062257410e-06	3.577571e+00	2.341794e+00
9.203214062257232e-06	3.694717e+00	2.417036e+00
9.233214062257054e-06	3.810144e+00	2.491434e+00
9.263214062256876e-06	3.923851e+00	2.564987e+00
9.293214062256697e-06	4.035840e+00	2.637695e+00
9.323214062256519e-06	4.146109e+00	2.709559e+00
9.353214062256341e-06	4.254658e+00	2.780579e+00
9.383214062256163e-06	4.361489e+00	2.850754e+00
9.408928347970295e-06	4.451166e+00	2.909807e+00
9.434642633684429e-06	4.538834e+00	2.967624e+00
9.460356919398561e-06	4.624495e+00	3.024204e+00
9.486071205112695e-06	4.708147e+00	3.079547e+00
9.511785490826828e-06	4.789792e+00	3.133654e+00
9.537499776540962e-06	4.869428e+00	3.186524e+00
9.563214062255094e-06	4.947056e+00	3.238158e+00
9.583214062254975e-06	5.005630e+00	3.277113e+00
9.613214062254797e-06	5.090736e+00	3.333741e+00
9.643214062254619e-06	5.172752e+00	3.388390e+00
9.673214062254441e-06	5.250835e+00	3.440336e+00
9.703214062254262e-06	5.324985e+00	3.489579e+00
9.733214062254084e-06	5.395203e+00	3.536118e+00
9.763214062253906e-06	5.461488e+00	3.579955e+00
9.793214062253728e-06	5.523841e+00	3.621087e+00
9.823214062253550e-06	5.582261e+00	3.659517e+00
9.833214062253490e-06	5.600649e+00	3.671543e+00
9.863214062253312e-06	5.652834e+00	3.705509e+00
9.883214062253193e-06	5.685180e+00	3.726427e+00
9.903214062253075e-06	5.715375e+00	3.745791e+00
9.923214062252956e-06	5.743422e+00	3.763604e+00
9.943214062252837e-06	5.769318e+00	3.779863e+00
9.963214062252718e-06	5.793065e+00	3.794570e+00
9.983214062252600e-06	5.814662e+00	3.807724e+00
1.000321406225248e-05	5.834109e+00	3.819325e+00
1.002321406225236e-05	5.851281e+00	3.829263e+00
1.004321406225224e-05	5.866093e+00	3.837459e+00
1.006321406225212e-05	5.878543e+00	3.843912e+00
1.008321406225201e-05	5.888633e+00	3.848624e+00
1.010321406225189e-05	5.896362e+00	3.851594e+00
1.012321406225177e-05	5.901730e+00	3.852822e+00
1.014321406225165e-05	5.904737e+00	3.852308e+00
1.016464263368009e-05	5.905231e+00	3.849725e+00
1.018607120510854e-05	5.902822e+00	3.844967e+00
1.020749977653698e-05	5.897513e+00	3.838032e+00
1.022892834796543e-05	5.889302e+00	3.828921e+00
1.025035691939387e-05	5.878190e+00	3.817633e+00
1.027178549082231e-05	5.864177e+00	3.804169e+00
1.029321406225076e-05	5.847262e+00	3.788529e+00
1.035321406225040e-05	5.784055e+00	3.732873e+00
1.041321406225005e-05	5.696885e+00	3.658878e+00
1.047321406224969e-05	5.585752e+00	3.566542e+00
1.053321406224933e-05	5.450657e+00	3.455867e+00
1.059321406224898e-05	5.291598e+00	3.326852e+00
1.065321406224862e-05	5.108577e+00	3.179497e+00
1.071321406224826e-05	4.901593e+00	3.013803e+00
1.074749977653378e-05	4.772502e+00	2.910709e+00
1.078178549081929e-05	4.636052e+00	2.801932e+00
1.081607120510480e-05	4.492242e+00	2.687472e+00
1.085035691939031e-05	4.341072e+00	2.567329e+00
1.088464263367582e-05	4.182543e+00	2.441503e+00
1.091892834796133e-05	4.016653e+00	2.309994e+00
1.095321406224684e-05	3.843405e+00	2.172802e+00
1.096321406224678e-05	3.791647e+00	2.131842e+00
1.097321406224672e-05	3.739305e+00	2.090431e+00
1.098321406224666e-05	3.686383e+00	2.048572e+00
1.100321406224654e-05	3.578810e+00	1.963522e+00
1.103321406224636e-05	3.413195e+00	1.832670e+00
1.107892834796038e-05	3.149930e+00	1.624819e+00
1.112464263367439e-05	2.876779e+00	1.409449e+00
1.117035691938841e-05	2.593742e+00	1.186558e+00
1.121607120510242e-05	2.300818e+00	9.561473e-01
1.126178549081643e-05	1.998008e+00	7.182167e-01
1.130749977653045e-05	1.685312e+00	4.727663e-01
1.135321406224446e-05	1.362729e+00	2.197960e-01
1.138321406224429e-05	1.147691e+00	5.139164e-02
1.139037634821129e-05	1.095925e+00	1.087618e-02
1.139211060377726e-05	1.083351e+00	1.038667e-03
1.139219007107611e-05	1.082775e+00	5.895750e-04
1.139231201257641e-05	1.081893e+00	-8.738214e-05
1.139238529884344e-05	1.081370e+00	-4.663961e-04
1.139245442289020e-05	1.080886e+00	-7.723013e-04
1.139250594596030e-05	1.080536e+00	-9.555573e-04
1.139252940465124e-05	1.080379e+00	-1.023431e-03
1.139252974825659e-05	1.080377e+00	-1.024318e-03
1.139253043546708e-05	1.080373e+00	-1.026039e-03
1.139255105178259e-05	1.080238e+00	-1.074682e-03
1.139257304251908e-05	1.080095e+00	-1.120949e-03
1.139260740077295e-05	1.079873e+00	-1.187512e-03
1.139260806194676e-05	1.079869e+00	-1.188712e-03
1.139260938429459e-05	1.079860e+00	-1.191022e-03
1.141129938837358e-05	9.592173e-01	-3.430328e-02
1.142998939245257e-05	8.374902e-01	-6.828436e-02
1.144867939653156e-05	7.146787e-01	-1.031343e-01
1.146736940061055e-05	5.907829e-01	-1.388530e-01
1.148605940468954e-05	4.658027e-01	-1.754406e-01
1.150474940876853e-05	3.397381e-01	-2.128970e-01
1.152343941284752e-05	2.125891e-01	-2.512223e-01
1.154343941284740e-05	7.555807e-02	-2.931336e-01
1.155343941284734e-05	1.008990e-02	-3.136876e-01
1.155873177318984e-05	-1.942501e-02	-3.235335e-01
1.155874172744753e-05	-1.946443e-02	-3.235486e-01
1.159733790622117e-05	-1.368655e-01	-3.763305e-01
1.163593408499482e-05	-2.577303e-01	-4.323477e-01
1.167453026376846e-05	-3.820590e-01	-4.916002e-01
1.171312644254211e-05	-5.098516e-01	-5.540879e-01
1.175172262131575e-05	-6.411080e-01	-6.198110e-01
1.179031880008940e-05	-7.758282e-01	-6.887693e-01
1.182891497886304e-05	-9.140122e-01	-7.609629e-01
1.185034355029149e-05	-9.918676e-01	-8.022510e-01
1.187177212171993e-05	-1.070486e+00	-8.443531e-01
1.189320069314838e-05	-1.149867e+00	-8.872692e-01
1.191462926457682e-05	-1.230010e+00	-9.309993e-01
1.193605783600526e-05	-1.310916e+00	-9.755433e-01
1.195748640743371e-05	-1.392585e+00	-1.020901e+00
1.197891497886215e-05	-1.475017e+00	-1.067073e+00
1.200462926457629e-05	-1.574837e+00	-1.123493e+00
1.203034355029042e-05	-1.675302e+00	-1.180772e+00
