Freq.	I(Ls1)	I(Ls2)
1.03503503503503e+05	(-4.76889443339539e+01dB,4.37712141651513e+01°)	(-4.94697590320764e+01dB,3.56869217769473e+01°)
1.03603603603604e+05	(-4.76380673997354e+01dB,4.36401414828207e+01°)	(-4.94234218436847e+01dB,3.55583665925367e+01°)
1.03703703703704e+05	(-4.75871815995493e+01dB,4.35085813029857e+01°)	(-4.93770843578942e+01dB,3.54294400158292e+01°)
1.03803803803804e+05	(-4.75362870145910e+01dB,4.33765315755834e+01°)	(-4.93307465929577e+01dB,3.53001406972788e+01°)
1.03903903903904e+05	(-4.74853837282815e+01dB,4.32439902463938e+01°)	(-4.92844085683068e+01dB,3.51704672835424e+01°)
1.04004004004004e+05	(-4.74344718262845e+01dB,4.31109552571254e+01°)	(-4.92380703045616e+01dB,3.50404184175055e+01°)
1.04104104104104e+05	(-4.73835513965219e+01dB,4.29774245455010e+01°)	(-4.91917318235408e+01dB,3.49099927383090e+01°)
1.04204204204204e+05	(-4.73326225291906e+01dB,4.28433960453463e+01°)	(-4.91453931482708e+01dB,3.47791888813767e+01°)
1.04304304304304e+05	(-4.72816853167786e+01dB,4.27088676866805e+01°)	(-4.90990543029958e+01dB,3.46480054784444e+01°)
1.04404404404404e+05	(-4.72307398540815e+01dB,4.25738373958079e+01°)	(-4.90527153131877e+01dB,3.45164411575896e+01°)
1.04504504504504e+05	(-4.71797862382182e+01dB,4.24383030954127e+01°)	(-4.90063762055558e+01dB,3.43844945432622e+01°)
1.04604604604605e+05	(-4.71288245686480e+01dB,4.23022627046544e+01°)	(-4.89600370080571e+01dB,3.42521642563164e+01°)
1.04704704704705e+05	(-4.70778549471862e+01dB,4.21657141392665e+01°)	(-4.89136977499056e+01dB,3.41194489140439e+01°)
1.04804804804805e+05	(-4.70268774780206e+01dB,4.20286553116562e+01°)	(-4.88673584615831e+01dB,3.39863471302075e+01°)
1.04904904904905e+05	(-4.69758922677276e+01dB,4.18910841310064e+01°)	(-4.88210191748487e+01dB,3.38528575150766e+01°)
1.05005005005005e+05	(-4.69248994252885e+01dB,4.17529985033799e+01°)	(-4.87746799227489e+01dB,3.37189786754631e+01°)
1.05105105105105e+05	(-4.68738990621058e+01dB,4.16143963318257e+01°)	(-4.87283407396283e+01dB,3.35847092147594e+01°)
1.05205205205205e+05	(-4.68228912920188e+01dB,4.14752755164870e+01°)	(-4.86820016611390e+01dB,3.34500477329762e+01°)
1.05305305305305e+05	(-4.67718762313202e+01dB,4.13356339547117e+01°)	(-4.86356627242514e+01dB,3.33149928267830e+01°)
1.05405405405405e+05	(-4.67208539987719e+01dB,4.11954695411647e+01°)	(-4.85893239672641e+01dB,3.31795430895485e+01°)
1.05505505505505e+05	(-4.66698247156209e+01dB,4.10547801679424e+01°)	(-4.85429854298143e+01dB,3.30436971113829e+01°)
1.05605605605606e+05	(-4.66187885056154e+01dB,4.09135637246896e+01°)	(-4.84966471528879e+01dB,3.29074534791814e+01°)
1.05705705705706e+05	(-4.65677454950205e+01dB,4.07718180987185e+01°)	(-4.84503091788302e+01dB,3.27708107766689e+01°)
1.05805805805806e+05	(-4.65166958126343e+01dB,4.06295411751293e+01°)	(-4.84039715513558e+01dB,3.26337675844457e+01°)
1.05905905905906e+05	(-4.64656395898032e+01dB,4.04867308369340e+01°)	(-4.83576343155590e+01dB,3.24963224800347e+01°)
1.06006006006006e+05	(-4.64145769604378e+01dB,4.03433849651816e+01°)	(-4.83112975179246e+01dB,3.23584740379305e+01°)
1.06106106106106e+05	(-4.63635080610286e+01dB,4.01995014390861e+01°)	(-4.82649612063377e+01dB,3.22202208296482e+01°)
1.06206206206206e+05	(-4.63124330306613e+01dB,4.00550781361561e+01°)	(-4.82186254300944e+01dB,3.20815614237757e+01°)
1.06306306306306e+05	(-4.62613520110321e+01dB,3.99101129323279e+01°)	(-4.81722902399122e+01dB,3.19424943860254e+01°)
1.06406406406406e+05	(-4.62102651464633e+01dB,3.97646037020993e+01°)	(-4.81259556879403e+01dB,3.18030182792885e+01°)
1.06506506506506e+05	(-4.61591725839182e+01dB,3.96185483186668e+01°)	(-4.80796218277700e+01dB,3.16631316636906e+01°)
1.06606606606607e+05	(-4.61080744730167e+01dB,3.94719446540652e+01°)	(-4.80332887144452e+01dB,3.15228330966480e+01°)
1.06706706706707e+05	(-4.60569709660494e+01dB,3.93247905793089e+01°)	(-4.79869564044726e+01dB,3.13821211329260e+01°)
1.06806806806807e+05	(-4.60058622179935e+01dB,3.91770839645357e+01°)	(-4.79406249558322e+01dB,3.12409943246989e+01°)
1.06906906906907e+05	(-4.59547483865267e+01dB,3.90288226791535e+01°)	(-4.78942944279879e+01dB,3.10994512216105e+01°)
1.07007007007007e+05	(-4.59036296320422e+01dB,3.88800045919893e+01°)	(-4.78479648818973e+01dB,3.09574903708375e+01°)
1.07107107107107e+05	(-4.58525061176632e+01dB,3.87306275714396e+01°)	(-4.78016363800226e+01dB,3.08151103171530e+01°)
1.07207207207207e+05	(-4.58013780092569e+01dB,3.85806894856247e+01°)	(-4.77553089863405e+01dB,3.06723096029926e+01°)
1.07307307307307e+05	(-4.57502454754492e+01dB,3.84301882025444e+01°)	(-4.77089827663529e+01dB,3.05290867685213e+01°)
1.07407407407407e+05	(-4.56991086876380e+01dB,3.82791215902370e+01°)	(-4.76626577870966e+01dB,3.03854403517025e+01°)
1.07507507507507e+05	(-4.56479678200078e+01dB,3.81274875169393e+01°)	(-4.76163341171541e+01dB,3.02413688883682e+01°)
1.07607607607607e+05	(-4.55968230495426e+01dB,3.79752838512513e+01°)	(-4.75700118266633e+01dB,3.00968709122912e+01°)
1.07707707707708e+05	(-4.55456745560402e+01dB,3.78225084623012e+01°)	(-4.75236909873280e+01dB,2.99519449552582e+01°)
1.07807807807808e+05	(-4.54945225221248e+01dB,3.76691592199143e+01°)	(-4.74773716724277e+01dB,2.98065895471458e+01°)
1.07907907907908e+05	(-4.54433671332605e+01dB,3.75152339947841e+01°)	(-4.74310539568278e+01dB,2.96608032159966e+01°)
1.08008008008008e+05	(-4.53922085777641e+01dB,3.73607306586454e+01°)	(-4.73847379169897e+01dB,2.95145844880981e+01°)
1.08108108108108e+05	(-4.53410470468178e+01dB,3.72056470844507e+01°)	(-4.73384236309803e+01dB,2.93679318880631e+01°)
1.08208208208208e+05	(-4.52898827344816e+01dB,3.70499811465489e+01°)	(-4.72921111784823e+01dB,2.92208439389111e+01°)
1.08308308308308e+05	(-4.52387158377057e+01dB,3.68937307208661e+01°)	(-4.72458006408038e+01dB,2.90733191621526e+01°)
1.08408408408408e+05	(-4.51875465563424e+01dB,3.67368936850896e+01°)	(-4.71994921008877e+01dB,2.89253560778737e+01°)
1.08508508508508e+05	(-4.51363750931580e+01dB,3.65794679188542e+01°)	(-4.71531856433220e+01dB,2.87769532048238e+01°)
1.08608608608608e+05	(-4.50852016538442e+01dB,3.64214513039309e+01°)	(-4.71068813543486e+01dB,2.86281090605044e+01°)
1.08708708708709e+05	(-4.50340264470293e+01dB,3.62628417244188e+01°)	(-4.70605793218731e+01dB,2.84788221612597e+01°)
1.08808808808809e+05	(-4.49828496842894e+01dB,3.61036370669386e+01°)	(-4.70142796354744e+01dB,2.83290910223687e+01°)
1.08908908908909e+05	(-4.49316715801592e+01dB,3.59438352208299e+01°)	(-4.69679823864132e+01dB,2.81789141581399e+01°)
1.09009009009009e+05	(-4.48804923521420e+01dB,3.57834340783498e+01°)	(-4.69216876676419e+01dB,2.80282900820074e+01°)
1.09109109109109e+05	(-4.48293122207202e+01dB,3.56224315348755e+01°)	(-4.68753955738131e+01dB,2.78772173066282e+01°)
1.09209209209209e+05	(-4.47781314093652e+01dB,3.54608254891081e+01°)	(-4.68291062012885e+01dB,2.77256943439826e+01°)
1.09309309309309e+05	(-4.47269501445466e+01dB,3.52986138432802e+01°)	(-4.67828196481481e+01dB,2.75737197054754e+01°)
1.09409409409409e+05	(-4.46757686557417e+01dB,3.51357945033651e+01°)	(-4.67365360141983e+01dB,2.74212919020394e+01°)
1.09509509509509e+05	(-4.46245871754443e+01dB,3.49723653792897e+01°)	(-4.66902554009805e+01dB,2.72684094442408e+01°)
1.09609609609609e+05	(-4.45734059391732e+01dB,3.48083243851488e+01°)	(-4.66439779117798e+01dB,2.71150708423864e+01°)
1.09709709709710e+05	(-4.45222251854803e+01dB,3.46436694394231e+01°)	(-4.65977036516326e+01dB,2.69612746066326e+01°)
1.09809809809810e+05	(-4.44710451559587e+01dB,3.44783984651989e+01°)	(-4.65514327273351e+01dB,2.68070192470962e+01°)
1.09909909909910e+05	(-4.44198660952498e+01dB,3.43125093903909e+01°)	(-4.65051652474508e+01dB,2.66523032739679e+01°)
1.10010010010010e+05	(-4.43686882510506e+01dB,3.41460001479674e+01°)	(-4.64589013223183e+01dB,2.64971251976266e+01°)
1.10110110110110e+05	(-4.43175118741204e+01dB,3.39788686761787e+01°)	(-4.64126410640588e+01dB,2.63414835287562e+01°)
1.10210210210210e+05	(-4.42663372182871e+01dB,3.38111129187865e+01°)	(-4.63663845865835e+01dB,2.61853767784644e+01°)
1.10310310310310e+05	(-4.42151645404528e+01dB,3.36427308252977e+01°)	(-4.63201320056004e+01dB,2.60288034584035e+01°)
1.10410410410410e+05	(-4.41639941005995e+01dB,3.34737203511993e+01°)	(-4.62738834386213e+01dB,2.58717620808922e+01°)
1.10510510510510e+05	(-4.41128261617942e+01dB,3.33040794581972e+01°)	(-4.62276390049687e+01dB,2.57142511590410e+01°)
1.10610610610610e+05	(-4.40616609901931e+01dB,3.31338061144559e+01°)	(-4.61813988257819e+01dB,2.55562692068779e+01°)
1.10710710710711e+05	(-4.40104988550463e+01dB,3.29628982948423e+01°)	(-4.61351630240235e+01dB,2.53978147394774e+01°)
1.10810810810811e+05	(-4.39593400287006e+01dB,3.27913539811705e+01°)	(-4.60889317244853e+01dB,2.52388862730901e+01°)
1.10910910910911e+05	(-4.39081847866037e+01dB,3.26191711624506e+01°)	(-4.60427050537938e+01dB,2.50794823252754e+01°)
1.11011011011011e+05	(-4.38570334073060e+01dB,3.24463478351386e+01°)	(-4.59964831404161e+01dB,2.49196014150358e+01°)
1.11111111111111e+05	(-4.38058861724634e+01dB,3.22728820033897e+01°)	(-4.59502661146647e+01dB,2.47592420629527e+01°)
1.11211211211211e+05	(-4.37547433668386e+01dB,3.20987716793131e+01°)	(-4.59040541087029e+01dB,2.45984027913247e+01°)
1.11311311311311e+05	(-4.37036052783024e+01dB,3.19240148832304e+01°)	(-4.58578472565490e+01dB,2.44370821243074e+01°)
1.11411411411411e+05	(-4.36524721978343e+01dB,3.17486096439348e+01°)	(-4.58116456940808e+01dB,2.42752785880556e+01°)
1.11511511511511e+05	(-4.36013444195227e+01dB,3.15725539989541e+01°)	(-4.57654495590401e+01dB,2.41129907108669e+01°)
1.11611611611611e+05	(-4.35502222405641e+01dB,3.13958459948153e+01°)	(-4.57192589910357e+01dB,2.39502170233277e+01°)
1.11711711711712e+05	(-4.34991059612624e+01dB,3.12184836873111e+01°)	(-4.56730741315475e+01dB,2.37869560584606e+01°)
1.11811811811812e+05	(-4.34479958850272e+01dB,3.10404651417697e+01°)	(-4.56268951239295e+01dB,2.36232063518742e+01°)
1.11911911911912e+05	(-4.33968923183711e+01dB,3.08617884333255e+01°)	(-4.55807221134121e+01dB,2.34589664419144e+01°)
1.12012012012012e+05	(-4.33457955709077e+01dB,3.06824516471934e+01°)	(-4.55345552471051e+01dB,2.32942348698177e+01°)
1.12112112112112e+05	(-4.32947059553474e+01dB,3.05024528789437e+01°)	(-4.54883946739998e+01dB,2.31290101798663e+01°)
1.12212212212212e+05	(-4.32436237874936e+01dB,3.03217902347806e+01°)	(-4.54422405449702e+01dB,2.29632909195454e+01°)
1.12312312312312e+05	(-4.31925493862382e+01dB,3.01404618318209e+01°)	(-4.53960930127747e+01dB,2.27970756397013e+01°)
1.12412412412412e+05	(-4.31414830735557e+01dB,2.99584657983775e+01°)	(-4.53499522320571e+01dB,2.26303628947030e+01°)
1.12512512512512e+05	(-4.30904251744977e+01dB,2.97758002742414e+01°)	(-4.53038183593469e+01dB,2.24631512426037e+01°)
1.12612612612612e+05	(-4.30393760171856e+01dB,2.95924634109685e+01°)	(-4.52576915530598e+01dB,2.22954392453052e+01°)
1.12712712712713e+05	(-4.29883359328038e+01dB,2.94084533721666e+01°)	(-4.52115719734972e+01dB,2.21272254687240e+01°)
1.12812812812813e+05	(-4.29373052555911e+01dB,2.92237683337849e+01°)	(-4.51654597828453e+01dB,2.19585084829584e+01°)
1.12912912912913e+05	(-4.28862843228319e+01dB,2.90384064844054e+01°)	(-4.51193551451745e+01dB,2.17892868624583e+01°)
1.13013013013013e+05	(-4.28352734748468e+01dB,2.88523660255348e+01°)	(-4.50732582264375e+01dB,2.16195591861956e+01°)
1.13113113113113e+05	(-4.27842730549822e+01dB,2.86656451718999e+01°)	(-4.50271691944672e+01dB,2.14493240378368e+01°)
1.13213213213213e+05	(-4.27332834095991e+01dB,2.84782421517428e+01°)	(-4.49810882189743e+01dB,2.12785800059174e+01°)
1.13313313313313e+05	(-4.26823048880614e+01dB,2.82901552071191e+01°)	(-4.49350154715445e+01dB,2.11073256840171e+01°)
1.13413413413413e+05	(-4.26313378427232e+01dB,2.81013825941961e+01°)	(-4.48889511256345e+01dB,2.09355596709372e+01°)
1.13513513513513e+05	(-4.25803826289153e+01dB,2.79119225835538e+01°)	(-4.48428953565687e+01dB,2.07632805708792e+01°)
1.13613613613613e+05	(-4.25294396049311e+01dB,2.77217734604860e+01°)	(-4.47968483415340e+01dB,2.05904869936247e+01°)
1.13713713713714e+05	(-4.24785091320115e+01dB,2.75309335253036e+01°)	(-4.47508102595755e+01dB,2.04171775547173e+01°)
1.13813813813814e+05	(-4.24275915743289e+01dB,2.73394010936382e+01°)	(-4.47047812915904e+01dB,2.02433508756446e+01°)
1.13913913913914e+05	(-4.23766872989705e+01dB,2.71471744967476e+01°)	(-4.46587616203219e+01dB,2.00690055840231e+01°)
1.14014014014014e+05	(-4.23257966759208e+01dB,2.69542520818214e+01°)	(-4.46127514303530e+01dB,1.98941403137829e+01°)
1.14114114114114e+05	(-4.22749200780431e+01dB,2.67606322122887e+01°)	(-4.45667509080990e+01dB,1.97187537053550e+01°)
1.14214214214214e+05	(-4.22240578810599e+01dB,2.65663132681253e+01°)	(-4.45207602417994e+01dB,1.95428444058582e+01°)
1.14314314314314e+05	(-4.21732104635333e+01dB,2.63712936461629e+01°)	(-4.44747796215100e+01dB,1.93664110692882e+01°)
1.14414414414414e+05	(-4.21223782068428e+01dB,2.61755717603975e+01°)	(-4.44288092390937e+01dB,1.91894523567077e+01°)
1.14514514514514e+05	(-4.20715614951644e+01dB,2.59791460423003e+01°)	(-4.43828492882107e+01dB,1.90119669364368e+01°)
1.14614614614614e+05	(-4.20207607154465e+01dB,2.57820149411271e+01°)	(-4.43368999643086e+01dB,1.88339534842450e+01°)
1.14714714714715e+05	(-4.19699762573870e+01dB,2.55841769242293e+01°)	(-4.42909614646113e+01dB,1.86554106835435e+01°)
1.14814814814815e+05	(-4.19192085134074e+01dB,2.53856304773646e+01°)	(-4.42450339881075e+01dB,1.84763372255788e+01°)
1.14914914914915e+05	(-4.18684578786275e+01dB,2.51863741050085e+01°)	(-4.41991177355385e+01dB,1.82967318096266e+01°)
1.15015015015015e+05	(-4.18177247508385e+01dB,2.49864063306649e+01°)	(-4.41532129093855e+01dB,1.81165931431867e+01°)
1.15115115115115e+05	(-4.17670095304750e+01dB,2.47857256971773e+01°)	(-4.41073197138558e+01dB,1.79359199421779e+01°)
1.15215215215215e+05	(-4.17163126205861e+01dB,2.45843307670399e+01°)	(-4.40614383548691e+01dB,1.77547109311341e+01°)
1.15315315315315e+05	(-4.16656344268057e+01dB,2.43822201227078e+01°)	(-4.40155690400417e+01dB,1.75729648434004e+01°)
1.15415415415415e+05	(-4.16149753573215e+01dB,2.41793923669077e+01°)	(-4.39697119786717e+01dB,1.73906804213294e+01°)
1.15515515515515e+05	(-4.15643358228431e+01dB,2.39758461229469e+01°)	(-4.39238673817224e+01dB,1.72078564164782e+01°)
1.15615615615615e+05	(-4.15137162365691e+01dB,2.37715800350228e+01°)	(-4.38780354618050e+01dB,1.70244915898052e+01°)
1.15715715715715e+05	(-4.14631170141527e+01dB,2.35665927685309e+01°)	(-4.38322164331607e+01dB,1.68405847118670e+01°)
1.15815815815816e+05	(-4.14125385736673e+01dB,2.33608830103721e+01°)	(-4.37864105116427e+01dB,1.66561345630155e+01°)
1.15915915915916e+05	(-4.13619813355696e+01dB,2.31544494692591e+01°)	(-4.37406179146960e+01dB,1.64711399335945e+01°)
1.16016016016016e+05	(-4.13114457226626e+01dB,2.29472908760213e+01°)	(-4.36948388613381e+01dB,1.62855996241364e+01°)
1.16116116116116e+05	(-4.12609321600573e+01dB,2.27394059839086e+01°)	(-4.36490735721375e+01dB,1.60995124455585e+01°)
1.16216216216216e+05	(-4.12104410751334e+01dB,2.25307935688939e+01°)	(-4.36033222691921e+01dB,1.59128772193592e+01°)
1.16316316316316e+05	(-4.11599728974983e+01dB,2.23214524299732e+01°)	(-4.35575851761070e+01dB,1.57256927778126e+01°)
1.16416416416416e+05	(-4.11095280589455e+01dB,2.21113813894654e+01°)	(-4.35118625179707e+01dB,1.55379579641637e+01°)
1.16516516516516e+05	(-4.10591069934121e+01dB,2.19005792933084e+01°)	(-4.34661545213312e+01dB,1.53496716328223e+01°)
1.16616616616616e+05	(-4.10087101369344e+01dB,2.16890450113546e+01°)	(-4.34204614141712e+01dB,1.51608326495559e+01°)
1.16716716716716e+05	(-4.09583379276031e+01dB,2.14767774376638e+01°)	(-4.33747834258819e+01dB,1.49714398916822e+01°)
1.16816816816817e+05	(-4.09079908055167e+01dB,2.12637754907929e+01°)	(-4.33291207872365e+01dB,1.47814922482594e+01°)
1.16916916916917e+05	(-4.08576692127345e+01dB,2.10500381140841e+01°)	(-4.32834737303627e+01dB,1.45909886202768e+01°)
1.17017017017017e+05	(-4.08073735932275e+01dB,2.08355642759502e+01°)	(-4.32378424887144e+01dB,1.43999279208425e+01°)
1.17117117117117e+05	(-4.07571043928289e+01dB,2.06203529701564e+01°)	(-4.31922272970421e+01dB,1.42083090753709e+01°)
1.17217217217217e+05	(-4.07068620591832e+01dB,2.04044032160997e+01°)	(-4.31466283913632e+01dB,1.40161310217675e+01°)
1.17317317317317e+05	(-4.06566470416939e+01dB,2.01877140590849e+01°)	(-4.31010460089306e+01dB,1.38233927106130e+01°)
1.17417417417417e+05	(-4.06064597914703e+01dB,1.99702845705968e+01°)	(-4.30554803882008e+01dB,1.36300931053447e+01°)
1.17517517517517e+05	(-4.05563007612726e+01dB,1.97521138485697e+01°)	(-4.30099317688015e+01dB,1.34362311824363e+01°)
1.17617617617617e+05	(-4.05061704054570e+01dB,1.95332010176524e+01°)	(-4.29644003914973e+01dB,1.32418059315753e+01°)
1.17717717717717e+05	(-4.04560691799179e+01dB,1.93135452294690e+01°)	(-4.29188864981554e+01dB,1.30468163558384e+01°)
1.17817817817818e+05	(-4.04059975420303e+01dB,1.90931456628766e+01°)	(-4.28733903317100e+01dB,1.28512614718640e+01°)
1.17917917917918e+05	(-4.03559559505903e+01dB,1.88720015242178e+01°)	(-4.28279121361257e+01dB,1.26551403100225e+01°)
1.18018018018018e+05	(-4.03059448657546e+01dB,1.86501120475693e+01°)	(-4.27824521563603e+01dB,1.24584519145838e+01°)
1.18118118118118e+05	(-4.02559647489787e+01dB,1.84274764949847e+01°)	(-4.27370106383261e+01dB,1.22611953438814e+01°)
1.18218218218218e+05	(-4.02060160629542e+01dB,1.82040941567339e+01°)	(-4.26915878288512e+01dB,1.20633696704740e+01°)
1.18318318318318e+05	(-4.01560992715444e+01dB,1.79799643515362e+01°)	(-4.26461839756387e+01dB,1.18649739813040e+01°)
1.18418418418418e+05	(-4.01062148397189e+01dB,1.77550864267886e+01°)	(-4.26007993272258e+01dB,1.16660073778512e+01°)
1.18518518518518e+05	(-4.00563632334871e+01dB,1.75294597587882e+01°)	(-4.25554341329420e+01dB,1.14664689762852e+01°)
1.18618618618618e+05	(-4.00065449198308e+01dB,1.73030837529496e+01°)	(-4.25100886428654e+01dB,1.12663579076121e+01°)
1.18718718718718e+05	(-3.99567603666346e+01dB,1.70759578440153e+01°)	(-4.24647631077795e+01dB,1.10656733178178e+01°)
1.18818818818819e+05	(-3.99070100426162e+01dB,1.68480814962610e+01°)	(-4.24194577791276e+01dB,1.08644143680083e+01°)
1.18918918918919e+05	(-3.98572944172546e+01dB,1.66194542036935e+01°)	(-4.23741729089675e+01dB,1.06625802345440e+01°)
1.19019019019019e+05	(-3.98076139607183e+01dB,1.63900754902431e+01°)	(-4.23289087499242e+01dB,1.04601701091710e+01°)
1.19119119119119e+05	(-3.97579691437905e+01dB,1.61599449099480e+01°)	(-4.22836655551424e+01dB,1.02571831991467e+01°)
1.19219219219219e+05	(-3.97083604377953e+01dB,1.59290620471329e+01°)	(-4.22384435782379e+01dB,1.00536187273616e+01°)
1.19319319319319e+05	(-3.96587883145207e+01dB,1.56974265165791e+01°)	(-4.21932430732477e+01dB,9.84947593245523e+00°)
1.19419419419419e+05	(-3.96092532461419e+01dB,1.54650379636885e+01°)	(-4.21480642945796e+01dB,9.64475406892752e+00°)
1.19519519519519e+05	(-3.95597557051428e+01dB,1.52318960646381e+01°)	(-4.21029074969607e+01dB,9.43945240724431e+00°)
1.19619619619619e+05	(-3.95102961642360e+01dB,1.49980005265287e+01°)	(-4.20577729353849e+01dB,9.23357023393785e+00°)
1.19719719719719e+05	(-3.94608750962830e+01dB,1.47633510875237e+01°)	(-4.20126608650594e+01dB,9.02710685170095e+00°)
1.19819819819820e+05	(-3.94114929742114e+01dB,1.45279475169801e+01°)	(-4.19675715413508e+01dB,8.82006157947568e+00°)
1.19919919919920e+05	(-3.93621502709328e+01dB,1.42917896155714e+01°)	(-4.19225052197295e+01dB,8.61243375253561e+00°)
1.20020020020020e+05	(-3.93128474592581e+01dB,1.40548772154008e+01°)	(-4.18774621557139e+01dB,8.40422272256199e+00°)
1.20120120120120e+05	(-3.92635850118129e+01dB,1.38172101801056e+01°)	(-4.18324426048133e+01dB,8.19542785771301e+00°)
1.20220220220220e+05	(-3.92143634009509e+01dB,1.35787884049528e+01°)	(-4.17874468224699e+01dB,7.98604854268673e+00°)
1.20320320320320e+05	(-3.91651830986671e+01dB,1.33396118169243e+01°)	(-4.17424750640000e+01dB,7.77608417877664e+00°)
1.20420420420420e+05	(-3.91160445765089e+01dB,1.30996803747927e+01°)	(-4.16975275845349e+01dB,7.56553418392052e+00°)
1.20520520520520e+05	(-3.90669483054874e+01dB,1.28589940691875e+01°)	(-4.16526046389596e+01dB,7.35439799274168e+00°)
1.20620620620620e+05	(-3.90178947559867e+01dB,1.26175529226503e+01°)	(-4.16077064818520e+01dB,7.14267505658264e+00°)
1.20720720720720e+05	(-3.89688843976724e+01dB,1.23753569896797e+01°)	(-4.15628333674205e+01dB,6.93036484353105e+00°)
